date,Control,Treatment,weln_8,weln_50,weln_75,wmln_8,wmln_50,wmln_75,eeln_8,eeln_50,eeln_75,emln_8,emln_50,emln_75,welt_8,welt_50,welt_75,wmlt_8,wmlt_50,wmlt_75,eelt_8,eelt_50,eelt_75,emlt_8,emlt_50,emlt_75
10/8/91,0.099032449,0.101513055,0.099093365,0.101559305,0.105070958,0.099047114,0.099814195,0.099835629,0.100447038,0.11141066,0.114613224,0.099111414,0.099500595,0.099685597,0.101519823,0.101520951,0.101563818,0.101519823,0.101519823,0.101519823,0.101543513,0.106796891,0.110282599,0.101519823,0.101816503,0.102001505
10/9/91,0.096142358,0.098559792,0.096201017,0.098569944,0.101982328,0.096157023,0.096895902,0.096916207,0.097501671,0.108165229,0.111239194,0.096220194,0.096598094,0.0967752,0.098565432,0.09856656,0.098608299,0.098565432,0.098565432,0.098565432,0.098587993,0.103695852,0.107047321,0.098565432,0.09885196,0.099029065
10/10/91,0.093359432,0.095713695,0.093415835,0.095690006,0.099006504,0.093374097,0.094085903,0.094103952,0.094664598,0.105039373,0.107989251,0.093435012,0.093801632,0.093970841,0.095719335,0.095720463,0.095761073,0.095719335,0.095719335,0.095719335,0.095740768,0.10070762,0.103929361,0.095719335,0.09599571,0.096166047
10/11/91,0.090676904,0.092971379,0.090732179,0.092917232,0.096140102,0.090691569,0.091377429,0.091395478,0.091931307,0.102025194,0.104857755,0.090750228,0.091106695,0.091269136,0.09297702,0.092978148,0.093016502,0.09297702,0.09297702,0.09297702,0.092997325,0.097827681,0.100988507,0.09297702,0.09324437,0.093407939
10/12/91,0.088092517,0.090327205,0.088144407,0.090243728,0.093377481,0.088107181,0.088767097,0.088784018,0.089297285,0.09911931,0.101839064,0.088163584,0.088508771,0.088665571,0.090332845,0.090333973,0.090371199,0.090332845,0.090332845,0.090332845,0.09035315,0.095051523,0.098030731,0.090332845,0.090592299,0.090747972
10/13/91,0.085601759,0.087778916,0.085651393,0.087668366,0.090716386,0.085615295,0.086251522,0.086267314,0.086759149,0.096318335,0.098928668,0.08567057,0.086005604,0.086155636,0.087784556,0.087785684,0.087821782,0.087784556,0.087784556,0.087784556,0.087803733,0.092374635,0.095241037,0.087784556,0.088034986,0.088185018
10/14/91,0.083200117,0.085322,0.083248624,0.085186632,0.088150048,0.083213654,0.083827319,0.083841984,0.084312385,0.093617758,0.096124309,0.083267801,0.083593811,0.083737074,0.085328768,0.085329896,0.085363738,0.085328768,0.085328768,0.085328768,0.085345689,0.089793632,0.092551741,0.085328768,0.085570173,0.085714565
10/15/91,0.080884209,0.082953072,0.080930459,0.082794016,0.085676211,0.080897745,0.081488849,0.081502386,0.081952482,0.091011938,0.093420347,0.080949636,0.081265493,0.081403117,0.082958712,0.08295984,0.082992554,0.082958712,0.082958712,0.082958712,0.082975633,0.087304002,0.09000458,0.082958712,0.083192221,0.083330972
10/16/91,0.078646136,0.080663109,0.078690131,0.080481491,0.08328585,0.078659673,0.079229344,0.07924288,0.079672672,0.088492978,0.090806631,0.078710436,0.079017268,0.079149251,0.080668749,0.080669877,0.080701463,0.080668749,0.080668749,0.080668749,0.080684542,0.084897849,0.087451778,0.080668749,0.080895489,0.081027472
10/17/91,0.076488156,0.078454366,0.076531022,0.078253571,0.080980094,0.076501693,0.077051058,0.077063467,0.077475209,0.086064264,0.088286543,0.0765502,0.076849136,0.076975478,0.078460006,0.078461134,0.078491592,0.078460006,0.078460006,0.078460006,0.078475799,0.0825763,0.085034344,0.078460006,0.07867885,0.078806321
10/18/91,0.074405756,0.076323459,0.074447494,0.076103487,0.078756686,0.074419293,0.074949481,0.074960762,0.075354455,0.083720153,0.085855572,0.074466671,0.074756583,0.074878414,0.0763291,0.076330228,0.076359557,0.0763291,0.0763291,0.0763291,0.076343764,0.080337099,0.082702643,0.0763291,0.076541175,0.076663006
10/19/91,0.072395552,0.074265877,0.072435034,0.074027856,0.076611115,0.072409089,0.0729201,0.072931381,0.073308153,0.081456136,0.083509206,0.072455339,0.072737354,0.072853545,0.074271517,0.074272645,0.074300846,0.074271517,0.074271517,0.074271517,0.074286182,0.078173479,0.080452161,0.074271517,0.074476824,0.074594142
10/20/91,0.070450775,0.072274849,0.070489129,0.072021036,0.074534355,0.070464312,0.070957275,0.070967427,0.071327278,0.079265442,0.08123842,0.070508306,0.070782425,0.070894103,0.07228049,0.072281618,0.072308691,0.07228049,0.07228049,0.07228049,0.072294026,0.076079798,0.078273876,0.07228049,0.072479028,0.072591834
10/21/91,0.06857481,0.07035489,0.068612036,0.070085284,0.072532047,0.068588347,0.069064389,0.069073413,0.069417472,0.077152584,0.079049982,0.068631213,0.068897436,0.069004601,0.07036053,0.07036053,0.070386476,0.07036053,0.07036053,0.07036053,0.070372939,0.07406057,0.076174555,0.07036053,0.070552301,0.070660595
10/22/91,0.066756376,0.068492462,0.066791346,0.068209319,0.070591783,0.066769913,0.067227906,0.06723693,0.067566324,0.075104026,0.0769281,0.066810523,0.067069977,0.067173759,0.068498102,0.06849923,0.068524048,0.068498102,0.068498102,0.068498102,0.068510511,0.072102256,0.074138406,0.068498102,0.068684232,0.068788014
10/23/91,0.064995474,0.066689821,0.065029316,0.066394269,0.068712434,0.06500901,0.06545121,0.065460235,0.065773836,0.073120895,0.074875029,0.065048493,0.065301178,0.065399319,0.066695461,0.066695461,0.066720279,0.066695461,0.066695461,0.066695461,0.066706742,0.070207114,0.072168812,0.066695461,0.066875951,0.06697522
10/24/91,0.063294358,0.064948095,0.063327072,0.064640135,0.066898512,0.063307895,0.06373543,0.063743326,0.06404339,0.071205448,0.072891899,0.063346249,0.063592166,0.063686923,0.064953735,0.064953735,0.064977425,0.064953735,0.064953735,0.064953735,0.064965016,0.068375144,0.070265773,0.064953735,0.065128585,0.065223342
10/25/91,0.694878627,0.699163001,0.695194484,0.749248896,0.943518999,0.694894419,0.703506035,0.703578231,0.75711712,1.216379963,1.398346307,0.695193355,0.695515981,0.689442502,0.699167513,0.699170898,0.699637915,0.699167513,0.699167513,0.699167513,0.699390869,1.422432659,1.765687996,0.699167513,0.703028865,0.698146618
10/26/91,0.928127739,0.92766185,0.928671464,1.073142199,1.446690477,0.928139019,0.959575815,0.959560022,1.00136708,2.04409225,2.414458269,0.928628598,0.930395141,0.942916615,0.927670874,0.927674258,0.92825521,0.927670874,0.927669746,0.927669746,0.92838268,2.605601387,3.398233242,0.927670874,0.937350763,0.955482083
10/27/91,0.344932762,0.345874693,0.345482128,0.49329305,0.835579382,0.344944043,0.37533287,0.375329486,0.420315419,1.428005279,1.801574991,0.345397523,0.349290461,0.373323794,0.345881461,0.345884846,0.346237929,0.345881461,0.345881461,0.345881461,0.346804215,1.806043239,2.589593078,0.345881461,0.355733944,0.388347307
10/28/91,0.487275975,0.486574321,0.487519636,0.6117304,0.843710444,0.486873257,0.514854803,0.514802912,0.55304981,1.332974061,1.610973342,0.487103381,0.492357888,0.520087876,0.485869283,0.485868155,0.486092639,0.485869283,0.485869283,0.485869283,0.48670856,1.462579212,2.039371316,0.485869283,0.494705382,0.531386532
10/29/91,0.389673906,0.389007222,0.3901601,0.490737993,0.645273285,0.389693083,0.41445176,0.414343466,0.438565185,1.035228078,1.234348842,0.389816042,0.396417453,0.421173873,0.388986917,0.388986917,0.389177559,0.388986917,0.388986917,0.388986917,0.389599454,1.049238592,1.448813487,0.388986917,0.397756461,0.429829483
10/30/91,0.383655702,0.382747613,0.384361868,0.460015259,0.565751774,0.383668111,0.40665122,0.406530517,0.42226922,0.811985993,0.961382968,0.38373241,0.390988097,0.410933338,0.38264496,0.38264496,0.382745357,0.38264496,0.382647216,0.382647216,0.382878468,0.811152356,1.092676826,0.38264496,0.391601762,0.416800382
10/31/91,0.455016823,0.461874304,0.454784442,0.515070262,0.619067307,0.454210259,0.481097586,0.481114507,0.499343968,0.96018948,1.109568407,0.454291479,0.464702352,0.477596086,0.460219438,0.460219438,0.460335629,0.460219438,0.460219438,0.460219438,0.45983477,0.780414958,0.997495576,0.460219438,0.469627465,0.484744606
11/1/91,0.744125245,0.752684969,0.747090916,0.854478911,1.094035011,0.74415119,0.768691023,0.768921147,0.820775842,1.859797588,2.105959611,0.744252716,0.754053307,0.758246309,0.751613312,0.751615568,0.754258614,0.751613312,0.751589622,0.751589622,0.751931425,1.302679991,1.556621121,0.751613312,0.762077203,0.766280357
11/2/91,1.009571466,1.019384466,1.022681787,1.262576305,1.853598894,1.009617716,1.055666282,1.056133299,1.153877503,3.268714952,3.753279069,1.010676965,1.025807643,1.039428976,1.019075377,1.01913178,1.02822959,1.019075377,1.019062968,1.019062968,1.020396336,2.191978752,2.719321187,1.019075377,1.033001286,1.046954269
11/3/91,1.278915136,1.289901319,1.299083734,1.714704164,2.640100868,1.278923033,1.349485486,1.350219853,1.493359476,4.679947097,5.426478495,1.280725674,1.30444315,1.328779932,1.28949973,1.2896915,1.30614765,1.28949973,1.289500858,1.289500858,1.292640251,3.086416958,3.981151844,1.28949973,1.308477095,1.333034977
11/4/91,1.512318793,1.525381736,1.541395685,2.154259786,3.314595437,1.512291719,1.606337012,1.607369188,1.813419628,5.42642322,6.386946606,1.514576042,1.545117158,1.579369593,1.525187709,1.525567866,1.55084545,1.525187709,1.525195606,1.525196734,1.530296696,3.579440402,4.769609874,1.525187709,1.548787867,1.583285092
11/5/91,1.769245899,1.799825369,1.805219755,2.573126776,3.898789875,1.769235747,1.893550292,1.894899453,2.230820138,5.802538965,6.962088357,1.771066589,1.807191605,1.849135158,1.799674209,1.800221318,1.830393558,1.799674209,1.799686617,1.799686617,1.806846419,3.874418124,5.306232864,1.799674209,1.827593711,1.869555313
11/6/91,1.949426523,1.94768367,1.991066628,2.780550066,3.932072178,1.949173838,2.07869664,2.080809498,2.473672431,5.511077408,6.650746987,1.950125921,1.986011788,2.035130936,1.947653212,1.948342457,1.981762384,1.947653212,1.94765434,1.947653212,1.95639117,3.790758886,5.195456175,1.947653212,1.976304826,2.025440894
11/7/91,2.119666677,2.145749696,2.166899707,2.88354088,3.741100525,2.119725336,2.231833137,2.234292309,2.589082066,5.033017689,6.092217058,2.120363818,2.154241737,2.206995496,2.145790307,2.146564156,2.183089634,2.145790307,2.145797075,2.145795947,2.155537879,3.651949888,4.941084126,2.145790307,2.174784851,2.227498
11/8/91,2.17454683,2.191237616,2.220868387,2.862015226,3.511200625,2.174208412,2.262983405,2.26469693,2.651715381,4.650742733,5.649197161,2.174968725,2.209877691,2.266514235,2.19077624,2.191808415,2.230814498,2.19077624,2.190772855,2.190771727,2.203129632,3.414778509,4.560964894,2.19077624,2.220395729,2.277105597
11/9/91,2.260149717,2.268677856,2.305553032,2.862253247,3.408188378,2.260404659,2.337604621,2.339107198,2.693340821,4.30946376,5.25682719,2.2683902,2.302917882,2.352810879,2.269314082,2.270416197,2.308592028,2.269314082,2.26931521,2.269314082,2.283959694,3.250175275,4.281201327,2.269314082,2.298786924,2.348678793
11/10/91,2.058216698,2.064734633,2.108027346,2.600262276,3.02115639,2.057749681,2.11296938,2.113749998,2.464310656,3.785569807,4.634537013,2.067493869,2.102006886,2.139350208,2.065208418,2.066384985,2.106990659,2.065208418,2.065205034,2.065203906,2.078943685,2.869294602,3.762441178,2.065208418,2.09545511,2.13277023
11/11/91,2.021596463,2.03239426,2.065419366,2.424729262,2.741226998,2.021163288,2.080688795,2.0811513,2.346956244,3.381902307,4.123770303,2.026649047,2.058966858,2.084445237,2.033356496,2.034448459,2.067791677,2.033356496,2.03335424,2.033353112,2.042356164,2.619411106,3.390149559,2.033356496,2.06464326,2.089905051
11/12/91,2.023958622,2.031798644,2.054257205,2.298542135,2.548899416,2.023714961,2.069533403,2.069684563,2.27930306,3.072796753,3.703502262,2.026413282,2.057271383,2.070482102,2.031578672,2.032217155,2.055045719,2.031578672,2.031588825,2.031587697,2.036829795,2.461172391,3.102522281,2.031578672,2.06304931,2.076868054
11/13/91,1.710020456,1.71731224,1.721413869,1.901164702,2.088661928,1.709955028,1.746767033,1.746558342,1.903130912,2.524313333,3.029758981,1.710996228,1.742041587,1.751458638,1.71707986,1.717481449,1.733153597,1.71707986,1.717087756,1.717086628,1.720793436,2.047484328,2.561088112,1.71707986,1.748565162,1.758351089
11/14/91,1.550306237,1.558053758,1.564092267,1.705019763,1.846626351,1.550247578,1.584796693,1.584383823,1.706356515,2.182036025,2.5882191,1.550936823,1.582115293,1.591294323,1.557739029,1.558056014,1.5703609,1.557739029,1.557745797,1.557745797,1.561528185,1.813514385,2.22650869,1.557739029,1.589363083,1.598959495
11/15/91,1.499569451,1.506176502,1.507053005,1.613783341,1.712263041,1.499543505,1.529532999,1.528929487,1.615271253,1.967864676,2.292766464,1.499664208,1.530458009,1.539484751,1.506187783,1.506400986,1.513688258,1.506187783,1.506193423,1.506192295,1.507850544,1.690163203,2.0184864,1.506187783,1.537485827,1.547245808
11/16/91,2.004462349,2.012428714,2.010743391,2.111085519,2.217029596,2.004451069,2.038204901,2.037632974,2.119675701,2.449049122,2.731112805,2.004674425,2.034915476,2.044106915,2.012345237,2.012491885,2.017821972,2.012345237,2.012350878,2.012350878,2.015218408,2.219075898,2.514431521,2.012345237,2.043018336,2.052680176
11/17/91,1.769357577,1.787723533,1.776030056,1.943353045,2.220370912,1.769465871,1.809069826,1.808456161,1.859614842,2.906799236,3.208979626,1.775459257,1.808418935,1.820430526,1.787764144,1.787790089,1.794014728,1.787764144,1.787779936,1.787779936,1.788891076,2.385923973,2.696567074,1.787764144,1.819632987,1.831907415
11/18/91,1.659927792,1.673328025,1.664459212,1.86720105,2.23531546,1.660364352,1.704120698,1.703303982,1.737387209,3.198875586,3.473825718,1.683852832,1.718176335,1.733607077,1.673615681,1.673611169,1.677262701,1.673615681,1.673628089,1.673628089,1.674258675,2.506496742,2.801265773,1.673615681,1.705560104,1.721377771
11/19/91,2.795370527,2.812025216,2.799841032,3.211335016,3.893873787,2.79545062,2.865964566,2.86547386,2.908760934,5.302501239,5.788966138,2.815806475,2.854449323,2.878152134,2.812452751,2.812641137,2.820053624,2.812452751,2.812464031,2.812464031,2.813376632,4.114513436,4.665870027,2.812452751,2.845473344,2.869435609
11/20/91,2.564385433,2.576310163,2.586343135,3.194253921,4.11420322,2.564746413,2.658234444,2.657850903,2.7321337,5.846791658,6.584058294,2.575747261,2.618341705,2.655307126,2.577187794,2.577526212,2.597321422,2.577187794,2.577193434,2.577193434,2.579384128,4.274636013,5.094508278,2.577187794,2.610444152,2.647676923
11/21/91,2.075741121,2.087792193,2.101881672,2.741215717,3.625268996,2.074922149,2.181592697,2.181448306,2.326343191,5.251080848,6.09720083,2.083480745,2.125590124,2.176113706,2.088112563,2.088640495,2.111025732,2.088112563,2.088120459,2.088120459,2.091875773,3.696608683,4.596085936,2.088112563,2.119834758,2.170204924
11/22/91,2.166124729,2.183738269,2.19330648,2.824409066,3.645780524,2.166309731,2.27663858,2.276675806,2.506973912,5.287975202,6.15897569,2.173298067,2.21364203,2.271107699,2.184109401,2.184653126,2.205031543,2.184109401,2.184093608,2.184093608,2.188811158,3.710718466,4.618378672,2.184109401,2.214439569,2.271972921
11/23/91,2.38230177,2.40307388,2.41061271,3.084468797,3.986145768,2.382618755,2.497200394,2.497517379,2.826253445,5.548008987,6.508274047,2.387850701,2.426936876,2.479680483,2.403449524,2.403918798,2.424697676,2.403449524,2.403454037,2.403454037,2.40839043,3.93102985,4.927982829,2.403449524,2.433700728,2.48669702
11/24/91,2.385883363,2.403922182,2.418054526,3.047777495,3.777065357,2.385820192,2.487689714,2.488416185,2.823241523,5.052396644,5.941500251,2.391157047,2.426282601,2.473177213,2.404250448,2.404721977,2.429743491,2.404250448,2.4042606,2.4042606,2.409946026,3.685363046,4.608693142,2.404250448,2.432782487,2.479777496
11/25/91,2.368381501,2.383808859,2.40135246,2.940536147,3.432302932,2.368402934,2.454309269,2.454945496,2.709095317,4.442773462,5.207195903,2.373933816,2.405966228,2.447874811,2.38482637,2.385352047,2.411495981,2.38482637,2.384830882,2.384832011,2.391636473,3.368912688,4.157351542,2.38482637,2.411973151,2.454004693
11/26/91,2.201709404,2.209081281,2.233889592,2.668238086,3.048082071,2.201865076,2.258849063,2.259021656,2.497063898,3.79235622,4.457219407,2.205471486,2.233127023,2.26388247,2.210058181,2.210643645,2.235783606,2.210058181,2.210063821,2.210063821,2.22676476,2.94711951,3.629720324,2.210058181,2.235207167,2.265881393
11/27/91,1.846577845,1.854878115,1.868614511,2.198910685,2.47915255,1.846404123,1.90001408,1.900379572,2.123267447,3.067382062,3.595140751,1.848611738,1.872835714,1.899246999,1.854858938,1.855505317,1.874756801,1.854858938,1.854863451,1.854863451,1.870669837,2.39750126,2.932068924,1.854858938,1.877120088,1.903478355
11/28/91,1.778806214,1.786615778,1.792542609,2.047293686,2.258120336,1.778059437,1.822788172,1.823083724,2.012374567,2.700077599,3.114663598,1.77952366,1.801731791,1.82248698,1.786446569,1.787007215,1.799276003,1.786446569,1.786444313,1.786445441,1.797931355,2.176994722,2.595039355,1.786446569,1.806757302,1.827823835
11/29/91,1.710859733,1.720757338,1.721371003,1.916542426,2.07091979,1.711120315,1.751379674,1.751630103,1.904806082,2.409248885,2.735918344,1.712022764,1.731519037,1.746691453,1.719905652,1.720328675,1.728844405,1.719905652,1.719907908,1.719909036,1.728234124,2.006207459,2.335882072,1.719905652,1.739021769,1.754209978
11/30/91,1.64758568,1.655816011,1.654405935,1.804562096,1.922084588,1.647478514,1.681807658,1.68195769,1.802992963,2.16500118,2.428315367,1.647831597,1.666241548,1.678117771,1.654657493,1.654981246,1.660272979,1.654657493,1.654662005,1.654662005,1.660315845,1.853750055,2.118631117,1.654657493,1.672855368,1.684597352
12/1/91,1.584161595,1.590708859,1.588791156,1.699365923,1.782584089,1.583923574,1.610496172,1.610520989,1.698479267,1.964821168,2.173038613,1.584636508,1.602189133,1.607043178,1.588942316,1.589104757,1.592722448,1.588942316,1.588944572,1.588944572,1.592835254,1.72886471,1.937189321,1.588942316,1.606741986,1.611550909
12/2/91,1.903472714,1.910307634,1.909092713,1.996982179,2.055639079,1.903108351,1.915706533,1.915368115,1.956180223,2.194342039,2.363504895,1.903398262,1.921904098,1.925031083,1.910438489,1.910459922,1.90996696,1.910438489,1.910432849,1.910433977,1.914515301,2.02866602,2.20237496,1.910438489,1.929239877,1.932247287
12/3/91,2.004048351,2.01919031,2.010014664,2.090452161,2.156914113,2.003619688,2.016478452,2.015806128,2.09750818,2.411500494,2.592591463,2.003773104,2.024368108,2.02592596,2.019432843,2.019439611,2.016637508,2.019432843,2.019437355,2.019437355,2.0218311,2.196554166,2.386488004,2.019432843,2.040243307,2.04186997
12/4/91,2.005592666,2.024568903,2.012679143,2.118658191,2.215250645,2.005121137,2.031464738,2.030625461,2.084248955,2.571328647,2.755737243,2.005380591,2.029217641,2.03283646,2.024624178,2.024618538,2.021225331,2.024624178,2.024653508,2.024654636,2.025667634,2.281596407,2.477801134,2.024624178,2.047149294,2.050745552
12/5/91,1.828918054,1.845413686,1.81587316,1.918452233,2.025759007,1.828673265,1.850565539,1.849640529,1.878348546,2.318439998,2.507029187,1.828869548,1.855869681,1.859932955,1.845976588,1.845970948,1.842074626,1.845976588,1.84597546,1.84597546,1.847263706,2.079832597,2.27363117,1.845976588,1.869215767,1.87325084
12/6/91,1.71618982,1.726256634,1.706851733,1.807465724,1.882068891,1.716186436,1.737616205,1.736487016,1.750010208,2.066597061,2.223025239,1.716383846,1.741006027,1.747247587,1.726651455,1.726707858,1.723260504,1.726651455,1.726644687,1.726645815,1.726967312,1.896650203,2.058761551,1.726651455,1.750074507,1.756392775
12/7/91,1.52728139,1.534435551,1.525538536,1.619087482,1.676098542,1.526886569,1.547905724,1.546794584,1.553049681,1.799297436,1.936388398,1.527069314,1.550245322,1.558470012,1.535155254,1.535150741,1.533995607,1.535155254,1.535150741,1.535151869,1.535158638,1.668618372,1.807560481,1.535155254,1.558402329,1.566593177
12/8/91,1.477745988,1.483773217,1.477230464,1.555283241,1.592782235,1.477601596,1.498590294,1.497431776,1.499840185,1.67281927,1.794282078,1.477761781,1.500377142,1.508642443,1.484339503,1.484334991,1.483861205,1.484339503,1.484334991,1.484336119,1.484460205,1.583137316,1.707961745,1.484339503,1.50685221,1.515232573
12/9/91,1.565838505,1.572726443,1.559372461,1.647612753,1.735644355,1.564987947,1.591049534,1.589923729,1.594380697,1.920294356,2.045932117,1.565281243,1.589941778,1.597408412,1.571085115,1.571080603,1.570706087,1.571085115,1.571077219,1.571078347,1.571168592,1.749877097,1.883680889,1.571085115,1.593896759,1.601762726
12/10/91,1.510534201,1.5292476,1.507578682,1.673538973,1.941949737,1.510436059,1.551393687,1.550454013,1.577582745,2.45256416,2.640027544,1.521982889,1.547261601,1.554636862,1.531157406,1.531152894,1.530881032,1.531157406,1.53114951,1.531150638,1.531490184,2.027480428,2.225994295,1.531157406,1.554607532,1.562129441
12/11/91,1.645428828,1.668422089,1.641796472,1.838564101,2.134739824,1.645781911,1.693485342,1.692832195,1.72518272,2.668946508,2.88728717,1.661124665,1.685964561,1.694371998,1.667005245,1.667002989,1.666532588,1.667005245,1.666983812,1.66698494,1.671639318,2.215163784,2.455561417,1.667005245,1.68943222,1.697973896
12/12/91,1.63713871,1.650332508,1.632185395,1.807859417,2.028042202,1.637596702,1.665968557,1.664918333,1.694020043,2.386019858,2.612703657,1.647862055,1.670675955,1.677764688,1.652951865,1.652897718,1.651606088,1.652951865,1.652946224,1.652947353,1.661538663,2.058509994,2.313387414,1.652951865,1.674595966,1.681673418
12/13/91,1.544996455,1.556634658,1.548206916,1.695180817,1.859535878,1.545544693,1.574610305,1.573712369,1.6044069,2.118758588,2.332522708,1.550538617,1.572268451,1.57738759,1.558935901,1.558941542,1.561458245,1.558935901,1.558931389,1.558932517,1.565989665,1.860033353,2.095058032,1.558935901,1.580129906,1.585272735
12/14/91,1.50740496,1.517668057,1.513676978,1.638275795,1.747425821,1.508226188,1.532358791,1.531535307,1.561455989,1.932869976,2.107512951,1.509265132,1.530533589,1.535757638,1.519918538,1.520042624,1.524044984,1.519918538,1.519916282,1.51991741,1.524016782,1.742273968,1.929859182,1.519918538,1.540920772,1.546139181
12/15/91,1.462054664,1.468277047,1.461063098,1.560071858,1.637269565,1.462843178,1.484182703,1.48345736,1.509884438,1.776321096,1.91580693,1.463589954,1.484228953,1.489921147,1.471032899,1.470970856,1.474271561,1.471032899,1.471031771,1.471034027,1.472937065,1.63488146,1.779943299,1.471032899,1.491392139,1.497349427
12/16/91,1.420871423,1.428938186,1.424094293,1.49681247,1.54814036,1.421606919,1.439907448,1.439194514,1.461726398,1.627611109,1.742411591,1.421768232,1.441468684,1.447509449,1.430452043,1.430450915,1.433066888,1.430452043,1.430441891,1.430443019,1.430968695,1.541168945,1.659627728,1.430452043,1.45008594,1.456288017
12/17/91,1.280000331,1.285066451,1.282006023,1.342657334,1.38004465,1.280546312,1.298048174,1.297371337,1.314766033,1.434250223,1.532054215,1.280709881,1.299618434,1.305457277,1.286394179,1.286456222,1.288103191,1.286394179,1.286400947,1.286402075,1.287153364,1.360137763,1.462415643,1.286394179,1.305151572,1.310978006
12/18/91,1.205038441,1.210114714,1.206356015,1.257231553,1.287720778,1.205664514,1.222672285,1.222039443,1.234935433,1.325381085,1.409688958,1.205824699,1.223966171,1.229049213,1.210973168,1.211005882,1.211910586,1.210973168,1.210970912,1.210973168,1.211633083,1.270236965,1.356109458,1.210973168,1.229067262,1.2340939
12/19/91,1.158901886,1.164001848,1.160421383,1.204265719,1.229251136,1.159701681,1.176101427,1.175529501,1.184287764,1.253657857,1.326205697,1.159858481,1.177003876,1.181008491,1.164833229,1.164833229,1.165547291,1.164833229,1.164832101,1.164833229,1.165335216,1.211345428,1.285523316,1.164833229,1.181974111,1.186131015
12/20/91,1.266743361,1.270667884,1.266115031,1.309791286,1.339820262,1.266335003,1.283750004,1.283588692,1.309475429,1.385619526,1.454881326,1.266455706,1.283187102,1.286974002,1.27096118,1.271020967,1.271114596,1.27096118,1.270958924,1.270960052,1.273597458,1.338010852,1.408965871,1.27096118,1.28760346,1.291208742
12/21/91,1.189071869,1.197768089,1.190203314,1.219938994,1.246776687,1.189805109,1.205752503,1.205390395,1.206480102,1.296606512,1.355745095,1.189920171,1.206336838,1.208289511,1.197535709,1.197534581,1.197583087,1.197535709,1.197533453,1.197534581,1.197527812,1.2454546,1.307007232,1.197535709,1.213928687,1.215893769
12/22/91,1.178161266,1.188336374,1.177352447,1.229288362,1.31927602,1.177037718,1.196714481,1.196154962,1.206547786,1.534408477,1.62591225,1.177240769,1.193855975,1.195759013,1.186200955,1.186167113,1.186103942,1.186200955,1.186197571,1.186198699,1.186487482,1.366060082,1.463171444,1.186200955,1.203534736,1.205396036
12/23/91,1.269363846,1.28709132,1.266814429,1.418516033,1.694209557,1.26597064,1.303062404,1.303156033,1.343065692,2.26794236,2.484633797,1.267176536,1.285973412,1.2899126,1.289014664,1.289048505,1.289489577,1.289014664,1.289025944,1.289027072,1.292041251,1.797266927,2.022452661,1.289014664,1.306404848,1.31056852
12/24/91,1.379989375,1.400254986,1.379342997,1.663242035,2.148771771,1.374329895,1.435423407,1.434724009,1.522948509,3.102027062,3.496846053,1.377110565,1.405017658,1.415250297,1.400841578,1.400863011,1.404252833,1.400841578,1.400841578,1.400842706,1.407917902,2.265628708,2.684481032,1.400841578,1.419461348,1.429659016
12/25/91,1.44038913,1.463087967,1.448050918,1.850864475,2.488310147,1.438023587,1.515595809,1.515987246,1.664876594,3.648306252,4.222457565,1.442439944,1.481213647,1.498968194,1.462628847,1.462745037,1.470306428,1.462628847,1.462613054,1.462614182,1.473108531,2.555868575,3.157735212,1.462628847,1.481749476,1.500229366
12/26/91,1.431589128,1.458512553,1.444031638,1.810997682,2.315488991,1.432498345,1.505800858,1.505703845,1.67824637,3.256926718,3.815457775,1.443513858,1.478401391,1.502811497,1.45882277,1.459051766,1.468105581,1.45882277,1.45882277,1.458823898,1.467676918,2.325729526,2.904032103,1.45882277,1.476795033,1.501337122
12/27/91,1.437034277,1.462203568,1.451195951,1.743089555,2.090323562,1.439085092,1.504141481,1.504689718,1.643692742,2.796393679,3.260622245,1.453599849,1.474885226,1.502444877,1.46310376,1.463425257,1.471924067,1.46310376,1.463102632,1.463104888,1.470053742,2.049434745,2.530290926,1.46310376,1.480130708,1.508077284
12/28/91,1.177809311,1.195834593,1.186532605,1.3996244,1.65077922,1.178683558,1.229014243,1.229316563,1.370500129,2.187098762,2.538742357,1.187001878,1.206455285,1.233092182,1.195739836,1.196098559,1.202571372,1.195739836,1.195707122,1.19570825,1.201742247,1.616188366,1.978500032,1.195739836,1.211511253,1.238169583
12/29/91,1.119691624,1.131698702,1.126056142,1.285339442,1.459510887,1.119938669,1.160897425,1.161239228,1.284016227,1.856309624,2.119423016,1.124750976,1.142424303,1.16398944,1.132222122,1.132556028,1.137827456,1.132222122,1.13222325,1.132224378,1.137520623,1.434912395,1.704657655,1.132222122,1.146432303,1.16864269
12/30/91,1.10439512,1.112661549,1.107261523,1.223448391,1.350392447,1.103221937,1.137904164,1.138367797,1.235452085,1.645884564,1.843744156,1.105940564,1.122095521,1.139381923,1.111734283,1.112006146,1.115406121,1.111734283,1.111725259,1.111726387,1.116009633,1.322495505,1.526306745,1.111734283,1.124307648,1.142946595
12/31/91,1.185956166,1.190044258,1.189820902,1.288030995,1.380141664,1.186929682,1.218197269,1.218647365,1.283402562,1.597964546,1.753562471,1.18862967,1.202141581,1.215090589,1.190742527,1.19097378,1.193276152,1.190742527,1.190742527,1.190743655,1.193956372,1.343530453,1.50494466,1.190742527,1.202714635,1.219576887
