,lmp
2010-08-10,34.8701559375
2010-08-11,25.7598085069
2010-08-12,26.5071010417
2010-08-13,39.9355948264
2010-08-14,24.6336104514
2010-08-15,28.4144665625
2010-08-16,30.81915125
2010-08-17,34.0103052778
2010-08-18,36.9665725347
2010-08-19,33.0818388542
2010-08-20,27.5012759028
2010-08-21,25.4231387153
2010-08-22,24.0515406597
2010-08-23,32.1775939931
2010-08-24,35.4083045833
2010-08-25,41.3552392014
2010-08-26,32.7015897222
2010-08-27,23.3708001736
2010-08-28,16.804254375
2010-08-29,24.5057614931
2010-08-30,27.0360227431
2010-08-31,32.0197100347
2010-09-01,33.5593523264
2010-09-02,55.1065603472
2010-09-03,45.0038013194
2010-09-04,28.68632375
2010-09-05,27.1703971875
2010-09-06,34.2157677431
2010-09-07,46.9004682292
2010-09-08,27.7474695139
2010-09-09,27.1313514931
2010-09-10,27.2307752778
2010-09-11,36.4496090278
2010-09-12,32.7279580903
2010-09-13,45.9887002431
2010-09-14,28.3474580556
2010-09-15,28.2137560764
2010-09-16,31.1377610764
2010-09-17,28.9288144792
2010-09-18,29.6266563889
2010-09-19,34.3178651736
2010-09-20,28.0213773264
2010-09-21,24.4587595833
2010-09-22,30.3842773264
2010-09-23,32.5319163542
2010-09-24,35.5596594792
2010-09-25,56.4759043403
2010-09-26,26.7473221181
2010-09-27,64.6684324653
2010-09-28,38.2139858333
2010-09-29,60.5535564931
2010-09-30,35.3856679514
2010-10-01,36.1252200347
2010-10-02,74.4937819444
2010-10-03,33.1772946875
2010-10-04,30.2364886806
2010-10-05,32.7595788194
2010-10-06,39.1730235417
2010-10-07,44.5809921528
2010-10-08,30.8567595833
2010-10-09,28.4353070833
2010-10-10,34.5983792014
2010-10-11,35.5298241667
2010-10-12,31.2729027431
2010-10-13,33.5960571528
2010-10-14,35.56852
2010-10-15,30.1670381597
2010-10-16,47.1936850694
2010-10-17,26.4557848611
2010-10-18,34.3200996528
2010-10-19,58.2692585764
2010-10-20,40.6689836111
2010-10-21,35.2383482639
2010-10-22,26.850889375
2010-10-23,50.2875415972
2010-10-24,116.986917257
2010-10-25,57.8081257639
2010-10-26,45.9867635417
2010-10-27,55.2138938889
2010-10-28,47.6941297917
2010-10-29,32.5369617361
2010-10-30,26.8914501389
2010-10-31,25.5671417014
2010-11-01,41.6695773264
2010-11-02,36.9084814583
2010-11-03,41.2161947569
2010-11-04,40.4972245833
2010-11-05,29.7307966319
2010-11-06,27.7618558333
2010-11-07,36.4578798
2010-11-08,29.9338143403
2010-11-09,34.9753305903
2010-11-10,47.1025001736
2010-11-11,49.9762953819
2010-11-12,32.9034975
2010-11-13,28.8324319097
2010-11-14,32.19867875
2010-11-15,46.4289973264
2010-11-16,26.9759387847
2010-11-17,30.0969506597
2010-11-18,34.1081175347
2010-11-19,34.2331003819
2010-11-20,29.2736017361
2010-11-21,23.49543875
2010-11-22,26.0602452083
2010-11-23,30.8505889931
2010-11-24,33.9125932292
2010-11-25,42.4967251736
2010-11-26,35.7843657639
2010-11-27,76.9655876389
2010-11-28,47.9159725694
2010-11-29,149.28706875
2010-11-30,39.9152000694
2010-12-01,36.1102506597
2010-12-02,34.59094625
2010-12-03,32.0046255556
2010-12-04,39.2344991667
2010-12-05,47.4070921875
2010-12-06,34.0491298611
2010-12-07,42.7533156597
2010-12-08,43.3686925694
2010-12-09,26.1442368056
2010-12-10,29.5985307986
2010-12-11,31.2696960069
2010-12-12,31.5321185069
2010-12-13,36.9608074306
2010-12-14,30.542949375
2010-12-15,25.2940417708
2010-12-16,52.514731875
2010-12-17,30.5672929167
2010-12-18,24.0065639236
2010-12-19,30.4898748264
2010-12-20,27.4567275694
2010-12-21,40.5834503125
2010-12-22,36.4336443056
2010-12-23,21.9500420486
2010-12-24,20.9582057292
2010-12-25,46.2023428819
2010-12-26,66.4811952083
2010-12-27,26.3915942361
2010-12-28,25.1106389583
2010-12-29,32.2732439931
2010-12-30,60.7092414236
2010-12-31,37.832115625
2011-01-01,55.9372633681
2011-01-02,72.6033861111
2011-01-03,45.8007263194
2011-01-04,59.2877929167
2011-01-05,30.8521161806
2011-01-06,33.0020692361
2011-01-07,38.7496011806
2011-01-08,44.785038125
2011-01-09,33.9381831944
2011-01-10,64.9720234028
2011-01-11,35.3871022917
2011-01-12,41.4075397569
2011-01-13,29.6001729514
2011-01-14,30.4527862153
2011-01-15,29.0827895486
2011-01-16,41.9230828125
2011-01-17,47.2850111458
2011-01-18,31.5125113194
2011-01-19,22.9616413889
2011-01-20,56.6037392708
2011-01-21,31.5566142361
2011-01-22,18.5641860764
2011-01-23,27.1205454861
2011-01-24,52.2499584028
2011-01-25,35.8641692361
2011-01-26,28.7911734375
2011-01-27,53.3362411806
2011-01-28,25.1484192014
2011-01-29,37.2182178125
2011-01-30,55.1595213194
2011-01-31,47.9682758681
2011-02-01,79.3656673958
2011-02-02,49.7903680208
2011-02-03,84.1363164583
2011-02-04,35.1309765625
2011-02-05,19.6204677083
2011-02-06,21.7693618056
2011-02-07,12.6750667708
2011-02-08,21.3482740625
2011-02-09,32.4098588889
2011-02-10,32.1366839583
2011-02-11,42.5848808333
2011-02-12,44.9701686111
2011-02-13,54.7876845486
2011-02-14,13.0636396528
2011-02-15,26.9518593403
2011-02-16,30.1125872917
2011-02-17,32.326225
2011-02-18,66.2757878819
2011-02-19,38.4128701042
2011-02-20,13.7116144097
2011-02-21,31.0432777431
2011-02-22,18.8795904514
2011-02-23,21.3270762847
2011-02-24,23.445434375
2011-02-25,35.9868270833
2011-02-26,40.3467121528
2011-02-27,20.7681222917
2011-02-28,31.7655805208
2011-03-01,35.4730229167
2011-03-02,22.0828431944
2011-03-03,21.9800418056
2011-03-04,30.3640850347
2011-03-05,24.5747884722
2011-03-06,19.8042462847
2011-03-07,29.7085313194
2011-03-08,34.5698021181
2011-03-09,24.2740476389
2011-03-10,22.3313948264
2011-03-11,14.2338588889
2011-03-12,16.3257882986
2011-03-13,46.5014477899
2011-03-14,44.4124305556
2011-03-15,22.6988676736
2011-03-16,26.8026032639
2011-03-17,40.9254173958
2011-03-18,21.7566975347
2011-03-19,25.8956285069
2011-03-20,26.9065919097
2011-03-21,19.9475935764
2011-03-22,19.2421016667
2011-03-23,28.7338858681
2011-03-24,18.0574631944
2011-03-25,17.5543428125
2011-03-26,21.9856387153
2011-03-27,19.7781514583
2011-03-28,32.4897028125
2011-03-29,22.2300978819
2011-03-30,12.0678803125
2011-03-31,38.3772860069
2011-04-01,37.781585625
2011-04-02,9.30775326389
2011-04-03,11.9781486458
2011-04-04,43.6551705208
2011-04-05,12.3607986458
2011-04-06,33.6804536458
2011-04-07,48.0552299306
2011-04-08,44.3636904861
2011-04-09,13.6891202083
2011-04-10,31.2105837153
2011-04-11,28.3414967014
2011-04-12,14.0579653472
2011-04-13,20.2082173611
2011-04-14,16.5737258681
2011-04-15,31.9184178125
2011-04-16,24.0864452778
2011-04-17,15.1356400347
2011-04-18,50.3628332639
2011-04-19,30.0721300694
2011-04-20,36.8766327431
2011-04-21,23.4310167014
2011-04-22,8.00320888889
2011-04-23,16.3324145486
2011-04-24,0.889743923611
2011-04-25,25.8266688542
2011-04-26,18.7090438889
2011-04-27,13.9196788542
2011-04-28,10.9039428819
2011-04-29,17.1764455208
2011-04-30,22.0445313542
2011-05-01,28.5904196528
2011-05-02,33.5003869097
2011-05-03,23.7441778819
2011-05-04,38.8432396528
2011-05-05,23.8157569097
2011-05-06,19.4174081597
2011-05-07,39.6952769792
2011-05-08,21.806585
2011-05-09,29.6140669792
2011-05-10,11.0074248611
2011-05-11,18.2360589931
2011-05-12,28.2055639236
2011-05-13,18.8669043056
2011-05-14,19.0670884028
2011-05-15,13.0707418056
2011-05-16,11.0454022222
2011-05-17,26.139888125
2011-05-18,10.3587069444
2011-05-19,8.64588774306
2011-05-20,24.1935648264
2011-05-21,2.83588138889
2011-05-22,8.89332263889
2011-05-23,7.37794954861
2011-05-24,19.0285642361
2011-05-25,19.7201232292
2011-05-26,13.3648038542
2011-05-27,21.0461344097
2011-05-28,79.7601808333
2011-05-29,-1.42680555556
2011-05-30,4.84286430556
2011-05-31,70.0618898264
2011-06-01,28.3448295833
2011-06-02,6.31327986111
2011-06-03,56.100675625
2011-06-04,14.3000506944
2011-06-05,39.7624194444
2011-06-06,25.1602915625
2011-06-07,14.5678954861
2011-06-08,8.15850986111
2011-06-09,12.2194199653
2011-06-10,5.55848413194
2011-06-11,3.78712208333
2011-06-12,10.6320813889
2011-06-13,17.2050134722
2011-06-14,28.1321948264
2011-06-15,17.5720832986
2011-06-16,21.3041444097
2011-06-17,15.5999561458
2011-06-18,23.4218848611
2011-06-19,23.1051739931
2011-06-20,53.6496715972
2011-06-21,40.5693262847
2011-06-22,27.5106160417
2011-06-23,14.8386951736
2011-06-24,31.6566320833
2011-06-25,33.5937728125
2011-06-26,28.4292944792
2011-06-27,32.2157315625
2011-06-28,29.4290546181
2011-06-29,32.3894404514
2011-06-30,27.2695463542
2011-07-01,34.1946446181
2011-07-02,29.0052088542
2011-07-03,64.6727739583
2011-07-04,46.2161640625
2011-07-05,61.2870527083
2011-07-06,63.2236648264
2011-07-07,24.1769297569
2011-07-08,19.4208851736
2011-07-09,13.5061615972
2011-07-10,7.37878461806
2011-07-11,9.75351506944
2011-07-12,7.76966357639
2011-07-13,17.0583879861
2011-07-14,2.01348086806
2011-07-15,35.1582075694
2011-07-16,14.3004734722
2011-07-17,16.2084007292
2011-07-18,19.7739373264
2011-07-19,33.5569865625
2011-07-20,31.0444464583
2011-07-21,28.3982330903
2011-07-22,51.2514971875
2011-07-23,46.9731004514
2011-07-24,64.7657034375
2011-07-25,25.3749549306
2011-07-26,22.6163148611
2011-07-27,33.8901223958
2011-07-28,27.9211465972
2011-07-29,19.6306434028
2011-07-30,14.5880748264
2011-07-31,11.3597832986
2011-08-01,29.1565970486
2011-08-02,31.5418994444
2011-08-03,24.6269539583
2011-08-04,22.2745195139
2011-08-05,26.16896625
2011-08-06,27.2267648264
2011-08-07,28.3779383681
2011-08-08,26.6455615625
2011-08-09,25.6596909028
2011-08-10,31.8054964236
2011-08-11,32.0034751736
2011-08-12,34.3275485764
2011-08-13,46.5772059375
2011-08-14,32.9063365972
2011-08-15,25.1578654861
2011-08-16,32.91333625
2011-08-17,32.1232593403
2011-08-18,29.3258003125
2011-08-19,24.0582531944
2011-08-20,26.6063428472
2011-08-21,32.729195
2011-08-22,29.59032875
2011-08-23,70.3614452083
2011-08-24,33.485466875
2011-08-25,38.8552315972
2011-08-26,35.8928560764
2011-08-27,29.0571956944
2011-08-28,27.5540915972
2011-08-29,25.5247321528
2011-08-30,25.6170685764
2011-08-31,28.6274770833
2011-09-01,42.1223764583
2011-09-02,66.2045423264
2011-09-03,38.6656668056
2011-09-04,16.7975194444
2011-09-05,37.444343125
2011-09-06,55.2084952431
2011-09-07,46.7151830903
2011-09-08,72.8953934375
2011-09-09,37.9172268403
2011-09-10,33.4193215625
2011-09-11,34.0412332292
2011-09-12,35.1699305208
2011-09-13,44.7573930208
2011-09-14,29.3517312847
2011-09-15,24.8427711806
2011-09-16,28.9520285417
2011-09-17,40.1172560417
2011-09-18,43.6444248264
2011-09-19,54.855023125
2011-09-20,29.9075546875
2011-09-21,30.1934783333
2011-09-22,27.4887399653
2011-09-23,34.9398602778
2011-09-24,23.7982513194
2011-09-25,49.2691
2011-09-26,33.7815209722
2011-09-27,45.9894417708
2011-09-28,91.3406959028
2011-09-29,37.0730112847
2011-09-30,25.6280972222
2011-10-01,32.1724515972
2011-10-02,30.6307790278
2011-10-03,24.1006343056
2011-10-04,29.1341057292
2011-10-05,20.7879298611
2011-10-06,16.2244292014
2011-10-07,40.5496196181
2011-10-08,24.4679828125
2011-10-09,27.6207661458
2011-10-10,24.9896020486
2011-10-11,25.6271709028
2011-10-12,38.3659906944
2011-10-13,28.0784399306
2011-10-14,29.9552190972
2011-10-15,28.4217322222
2011-10-16,26.2699129514
2011-10-17,33.1399894792
2011-10-18,34.3145413542
2011-10-19,18.9578788542
2011-10-20,29.0458615625
2011-10-21,39.6303654861
2011-10-22,65.3613575694
2011-10-23,50.4576478819
2011-10-24,23.7435712153
2011-10-25,22.3412211806
2011-10-26,38.0682300347
2011-10-27,32.6357836806
2011-10-28,34.4907288889
2011-10-29,30.4354320139
2011-10-30,51.2182059375
2011-10-31,49.6175798264
2011-11-01,65.1321718403
2011-11-02,83.7819158333
2011-11-03,27.8739274306
2011-11-04,23.2230940278
2011-11-05,29.2670935417
2011-11-06,37.6263096333
2011-11-07,37.9431307986
2011-11-08,35.5654052083
2011-11-09,27.2825923264
2011-11-10,24.9987271528
2011-11-11,28.8730804514
2011-11-12,26.7869227083
2011-11-13,46.05131375
2011-11-14,17.6183866667
2011-11-15,25.0281907639
2011-11-16,33.8876607639
2011-11-17,24.9411260764
2011-11-18,29.7144537153
2011-11-19,23.703188125
2011-11-20,41.891828125
2011-11-21,31.7159445139
2011-11-22,29.618664375
2011-11-23,25.9645242014
2011-11-24,26.6673247222
2011-11-25,22.3946645833
2011-11-26,25.2012033333
2011-11-27,26.5801972222
2011-11-28,42.3007682986
2011-11-29,32.3907434028
2011-11-30,20.1970108681
2011-12-01,19.3214413194
2011-12-02,25.1961343403
2011-12-03,24.3895871875
2011-12-04,28.3640571875
2011-12-05,38.1010410764
2011-12-06,29.1470913194
2011-12-07,29.0757709722
2011-12-08,29.1469673264
2011-12-09,29.8532872222
2011-12-10,28.3950021875
2011-12-11,29.4449659722
2011-12-12,32.26692625
2011-12-13,27.4428137153
2011-12-14,26.4209830903
2011-12-15,25.1118140972
2011-12-16,26.9697408333
2011-12-17,25.4069046875
2011-12-18,17.8115714236
2011-12-19,20.7533755208
2011-12-20,26.7639127431
2011-12-21,25.8674211111
2011-12-22,24.8258728472
2011-12-23,26.0187893403
2011-12-24,25.7010629861
2011-12-25,21.7730009028
2011-12-26,24.9871426736
2011-12-27,23.2163513542
2011-12-28,24.9367041667
2011-12-29,24.6606509375
2011-12-30,21.7302865278
2011-12-31,17.2277012847
2012-01-01,23.9818221875
2012-01-02,26.5153795486
2012-01-03,24.1766813889
2012-01-04,26.3426945833
2012-01-05,22.4355960764
2012-01-06,24.2875707292
2012-01-07,25.0622489931
2012-01-08,25.6389281944
2012-01-09,30.0065910417
2012-01-10,25.6205601389
2012-01-11,27.1541204861
2012-01-12,28.4044557986
2012-01-13,28.9182398264
2012-01-14,24.7461474653
2012-01-15,22.4251400347
2012-01-16,14.7251667014
2012-01-17,26.2756746528
2012-01-18,29.3104405208
2012-01-19,29.7773531944
2012-01-20,23.1847067708
2012-01-21,14.9360472222
2012-01-22,22.8198180903
2012-01-23,36.0324865625
2012-01-24,28.5562994097
2012-01-25,25.8090825
2012-01-26,22.8640343403
2012-01-27,22.5549727083
2012-01-28,30.9513625694
2012-01-29,24.4578559375
2012-01-30,25.6734160069
2012-01-31,21.3198330903
2012-02-01,22.6549398611
2012-02-02,21.9503182292
2012-02-03,23.6516215625
2012-02-04,21.804004375
2012-02-05,21.4177866667
2012-02-06,27.4572865625
2012-02-07,20.8061173611
2012-02-08,23.5048412153
2012-02-09,22.8175944097
2012-02-10,17.6674416667
2012-02-11,21.1501543056
2012-02-12,23.1964220139
2012-02-13,31.5816202778
2012-02-14,20.2903534028
2012-02-15,25.0587138194
2012-02-16,27.2734464931
2012-02-17,24.1001238889
2012-02-18,21.8136507986
2012-02-19,22.5445377083
2012-02-20,30.5649821528
2012-02-21,25.7787770833
2012-02-22,24.0997260764
2012-02-23,19.6294345833
2012-02-24,26.2940924653
2012-02-25,21.5836737847
2012-02-26,23.5134633681
2012-02-27,33.6640638542
2012-02-28,25.4947770833
2012-02-29,25.4128512847
2012-03-01,23.3825865625
2012-03-02,23.7421857292
2012-03-03,19.6132076736
2012-03-04,22.0918985069
2012-03-05,19.9093124653
2012-03-06,18.2071375
2012-03-07,26.4567083333
2012-03-08,23.3527680208
2012-03-09,19.6094224653
2012-03-10,16.5487605556
2012-03-11,18.0871812681
2012-03-12,21.7937383681
2012-03-13,23.6263505556
2012-03-14,27.9230273264
2012-03-15,17.1177723958
2012-03-16,18.552265
2012-03-17,50.0784864236
2012-03-18,21.9145135417
2012-03-19,21.3687634375
2012-03-20,19.4707799653
2012-03-21,18.2319130556
2012-03-22,15.5911984722
2012-03-23,20.9926897222
2012-03-24,15.056901875
2012-03-25,19.0603043403
2012-03-26,15.561893125
2012-03-27,25.7076506597
2012-03-28,15.5603236458
2012-03-29,18.1024202083
2012-03-30,30.7708067708
2012-03-31,23.1826517708
2012-04-01,10.9086725
2012-04-02,56.5644955556
2012-04-03,26.5689715625
2012-04-04,17.3029119097
2012-04-05,18.2501029167
2012-04-06,19.6150203472
2012-04-07,34.0321324306
2012-04-08,17.5103050347
2012-04-09,23.6865885069
2012-04-10,49.7996495139
2012-04-11,17.3670257639
2012-04-12,19.3784056944
2012-04-13,120.130829028
2012-04-14,9.70900753472
2012-04-15,10.0117526042
2012-04-16,15.9028389236
2012-04-17,17.1164150694
2012-04-18,8.84233295139
2012-04-19,14.5123191667
2012-04-20,23.7122330556
2012-04-21,28.6071205208
2012-04-22,23.2089012153
2012-04-23,15.2567736111
2012-04-24,29.6291065625
2012-04-25,32.30722375
2012-04-26,13.7341538542
2012-04-27,11.723565625
2012-04-28,11.1493124653
2012-04-29,17.3459759028
2012-04-30,16.0618990625
2012-05-01,7.09382149306
2012-05-02,16.4274146875
2012-05-03,23.0614026389
2012-05-04,14.2953030556
2012-05-05,16.5063884028
2012-05-06,12.2932530208
2012-05-07,46.8624218056
2012-05-08,27.3589837153
2012-05-09,51.3653670833
2012-05-10,23.917471875
2012-05-11,33.8573668056
2012-05-12,20.4494390278
2012-05-13,-0.224861979167
2012-05-14,19.1209183681
2012-05-15,17.0458403472
2012-05-16,32.2531439236
2012-05-17,18.7419411111
2012-05-18,23.2586216667
2012-05-19,23.9383602083
2012-05-20,32.3922600694
2012-05-21,18.5196500694
2012-05-22,20.2893559028
2012-05-23,20.1108061458
2012-05-24,20.03636
2012-05-25,16.4186594097
2012-05-26,24.5271522569
2012-05-27,22.2933550347
2012-05-28,29.0950388194
2012-05-29,35.0168229167
2012-05-30,20.4160653125
2012-05-31,74.9478122569
2012-06-01,206.721092187
2012-06-02,14.3269085764
2012-06-03,8.02180527778
2012-06-04,25.6163847569
2012-06-05,13.4526614583
2012-06-06,12.8514709722
2012-06-07,15.9742367708
2012-06-08,16.4575648264
2012-06-09,34.1954210069
2012-06-10,67.3601510417
2012-06-11,25.8359102778
2012-06-12,29.5270298611
2012-06-13,45.0894147569
2012-06-14,52.4694663542
2012-06-15,67.5955816667
2012-06-16,128.841304688
2012-06-17,88.9296873958
2012-06-18,10.3660604514
2012-06-19,17.7273747222
2012-06-20,25.1189242361
2012-06-21,18.8326303125
2012-06-22,18.5753289236
2012-06-23,2.23271826389
2012-06-24,15.6333007639
2012-06-25,17.0263104167
2012-06-26,9.54237607639
2012-06-27,26.6272507639
2012-06-28,30.9630183333
2012-06-29,28.1904087847
2012-06-30,17.8780527778
2012-07-01,30.2348899653
2012-07-02,27.4298660417
2012-07-03,17.4154568403
2012-07-04,22.19501375
2012-07-05,13.4868492361
2012-07-06,22.3951201736
2012-07-07,26.3816801389
2012-07-08,15.4025039583
2012-07-09,11.3954262153
2012-07-10,41.2624681944
2012-07-11,20.2924323264
2012-07-12,108.014828958
2012-07-13,40.4714567014
2012-07-14,20.2062693403
2012-07-15,26.0152400694
2012-07-16,17.8570926389
2012-07-17,23.2344627083
2012-07-18,27.7700306944
2012-07-19,52.2041159722
2012-07-20,42.2245991319
2012-07-21,47.2213385069
2012-07-22,109.965290451
2012-07-23,19.6759972917
2012-07-24,19.6854928125
2012-07-25,22.7467313889
2012-07-26,21.7363252431
2012-07-27,20.5718101389
2012-07-28,18.9723980556
2012-07-29,41.8263910764
2012-07-30,22.5109955556
2012-07-31,39.4244429167
2012-08-01,25.5808202778
2012-08-02,91.5697296528
2012-08-03,48.7152944444
2012-08-04,20.0275745139
2012-08-05,22.8556351736
2012-08-06,26.7409608681
2012-08-07,29.0096667708
2012-08-08,56.5987327083
2012-08-09,139.1055425
2012-08-10,189.897682917
2012-08-11,141.336184722
2012-08-12,29.0150465972
2012-08-13,161.012934236
2012-08-14,87.1724979861
2012-08-15,20.0490117361
2012-08-16,18.8216294444
2012-08-17,22.8539961806
2012-08-18,21.9689047222
2012-08-19,26.0695837153
2012-08-20,25.4595889236
2012-08-21,24.1379544097
2012-08-22,21.4851321875
2012-08-23,23.4733389583
2012-08-24,22.2822907986
2012-08-25,62.8126127083
2012-08-26,19.5138469792
2012-08-27,36.8397048264
2012-08-28,29.4561217014
2012-08-29,26.5333164931
2012-08-30,24.9133440972
2012-08-31,15.7568448264
2012-09-01,17.6989681597
2012-09-02,18.52473
2012-09-03,28.8228161111
2012-09-04,24.9619516319
2012-09-05,22.1966171875
2012-09-06,23.6373036458
2012-09-07,31.4090638542
2012-09-08,24.4807059722
2012-09-09,39.0642364931
2012-09-10,33.7841761458
2012-09-11,24.7763684375
2012-09-12,42.4904247222
2012-09-13,24.9214627778
2012-09-14,23.5427682986
2012-09-15,17.9315253819
2012-09-16,22.2439354167
2012-09-17,24.3249961458
2012-09-18,22.5928404514
2012-09-19,23.1079492014
2012-09-20,25.8261019444
2012-09-21,28.1070110764
2012-09-22,36.8449420833
2012-09-23,27.8521219444
2012-09-24,24.7565442361
2012-09-25,21.7795456944
2012-09-26,31.7955270833
2012-09-27,28.3007514236
2012-09-28,27.6009788542
2012-09-29,27.3933673958
2012-09-30,46.9243448958
2012-10-01,55.5533946528
2012-10-02,33.2425932639
2012-10-03,33.9007804861
2012-10-04,26.8585115625
2012-10-05,23.5432014931
2012-10-06,28.4554939583
2012-10-07,35.6824072222
2012-10-08,41.6264895833
2012-10-09,37.3538516319
2012-10-10,42.2945161806
2012-10-11,43.2863188889
2012-10-12,46.9098918056
2012-10-13,39.0470872222
2012-10-14,113.589971007
2012-10-15,43.5988807292
2012-10-16,30.8810498958
2012-10-17,33.1286393056
2012-10-18,39.8818892708
2012-10-19,29.0722836111
2012-10-20,19.6456204167
2012-10-21,24.810894375
2012-10-22,29.7084713889
2012-10-23,22.5678465972
2012-10-24,30.2255244792
2012-10-25,39.7443194097
2012-10-26,38.2037919444
2012-10-27,39.7468375347
2012-10-28,30.4704325
2012-10-29,28.2433764583
2012-10-30,35.6853795833
2012-10-31,27.4087464931
2012-11-01,37.8987002431
2012-11-02,38.6579816667
2012-11-03,29.8288409375
2012-11-04,30.0192501667
2012-11-05,30.9954059722
2012-11-06,32.4663479861
2012-11-07,25.5169297917
2012-11-08,27.8876045139
2012-11-09,34.0583839931
2012-11-10,35.7523080903
2012-11-11,28.8974612153
2012-11-12,32.4611996875
2012-11-13,34.6631799306
2012-11-14,33.0695902083
2012-11-15,36.5682289931
2012-11-16,35.8630461458
2012-11-17,34.6202794444
2012-11-18,27.0490116667
2012-11-19,20.1570281597
2012-11-20,34.1267712153
2012-11-21,95.2511863194
2012-11-22,27.6294314583
2012-11-23,33.1183730903
2012-11-24,28.1021981597
2012-11-25,28.3306342014
2012-11-26,29.9589422222
2012-11-27,35.9789138194
2012-11-28,32.2881955208
2012-11-29,23.1952322917
2012-11-30,28.3982524306
2012-12-01,27.9981498958
2012-12-02,33.2258613889
2012-12-03,46.8870513889
2012-12-04,34.4242071528
2012-12-05,20.5452356944
2012-12-06,18.2907743056
2012-12-07,27.5964819097
2012-12-08,33.0960150347
2012-12-09,60.0991198958
2012-12-10,32.2836945486
2012-12-11,23.773249375
2012-12-12,40.2876677778
2012-12-13,35.557080625
2012-12-14,26.9890363194
2012-12-15,41.011656875
2012-12-16,38.0102359722
2012-12-17,21.2283652778
2012-12-18,24.9555235069
2012-12-19,41.9814852431
2012-12-20,32.3136190625
2012-12-21,27.4252965972
2012-12-22,23.0984320486
2012-12-23,28.7617352083
2012-12-24,47.5150657639
2012-12-25,31.0510405903
2012-12-26,31.2590417014
2012-12-27,29.5374424306
2012-12-28,29.2899146528
2012-12-29,37.2564297569
2012-12-30,24.1994119097
2012-12-31,22.7684090278
2013-01-01,30.1822050694
2013-01-02,33.4381359375
2013-01-03,31.4086826736
2013-01-04,34.7182134375
2013-01-05,39.7357869792
2013-01-06,60.5127409375
2013-01-07,61.4298713889
2013-01-08,37.6788788889
2013-01-09,28.4083298958
2013-01-10,37.5030872222
2013-01-11,64.6134782986
2013-01-12,34.4463724653
2013-01-13,31.6817405556
2013-01-14,32.0854110069
2013-01-15,33.9823659722
2013-01-16,31.7534054861
2013-01-17,31.2008164931
2013-01-18,33.6201936111
2013-01-19,34.5108722569
2013-01-20,33.5571331597
2013-01-21,44.1127053472
2013-01-22,40.6025700347
2013-01-23,49.6243823611
2013-01-24,33.0458732639
2013-01-25,57.1784760764
2013-01-26,30.9796640625
2013-01-27,35.5142113542
2013-01-28,26.6097999306
2013-01-29,35.3117016667
2013-01-30,32.3682813889
2013-01-31,28.9554880903
2013-02-01,29.6135778819
2013-02-02,31.9438804514
2013-02-03,29.6414886111
2013-02-04,30.5738873958
2013-02-05,35.1153605556
2013-02-06,30.9671013889
2013-02-07,40.6725247222
2013-02-08,33.2181773264
2013-02-09,31.4275580556
2013-02-10,33.6814250694
2013-02-11,32.9491274306
2013-02-12,31.6836764236
2013-02-13,50.4756266667
2013-02-14,35.3866745139
2013-02-15,35.6887020486
2013-02-16,40.5711988542
2013-02-17,20.9759841667
2013-02-18,30.6731837847
2013-02-19,33.5036840625
2013-02-20,33.9852095833
2013-02-21,40.0074168056
2013-02-22,38.6925255208
2013-02-23,27.0538835069
2013-02-24,27.0761990278
2013-02-25,32.0236272222
2013-02-26,36.0337945486
2013-02-27,33.2536817708
2013-02-28,33.0072319097
2013-03-01,34.3768823611
2013-03-02,43.8709017361
2013-03-03,31.7605138889
2013-03-04,36.9563906944
2013-03-05,39.6893182986
2013-03-06,35.4549901042
2013-03-07,39.2466794444
2013-03-08,36.8182608333
2013-03-09,40.3979244444
2013-03-10,34.5268598551
2013-03-11,37.7336241667
2013-03-12,36.9815595139
2013-03-13,34.7116517708
2013-03-14,33.7517019444
2013-03-15,29.3710574653
2013-03-16,73.7087106944
2013-03-17,31.8550609375
2013-03-18,30.5041679861
2013-03-19,39.3019372222
2013-03-20,45.2005697569
2013-03-21,34.8590758681
2013-03-22,29.6434993403
2013-03-23,54.2917875347
2013-03-24,42.2341025347
2013-03-25,40.3554061111
2013-03-26,35.4355973958
2013-03-27,32.0218831597
2013-03-28,43.7223635764
2013-03-29,37.457013125
2013-03-30,36.4755359375
2013-03-31,33.2280773958
2013-04-01,29.6722577431
2013-04-02,35.8009707292
2013-04-03,40.2470369097
2013-04-04,31.7440533681
2013-04-05,4.21960642361
2013-04-06,31.0897773611
2013-04-07,31.3411942708
2013-04-08,28.4873214236
2013-04-09,34.8534132986
2013-04-10,33.7049804167
2013-04-11,26.1865788889
2013-04-12,76.3884680208
2013-04-13,24.48059375
2013-04-14,31.0052055903
2013-04-15,34.5735484722
2013-04-16,47.0928079167
2013-04-17,34.0288697569
2013-04-18,46.3919180556
2013-04-19,37.4094988542
2013-04-20,26.2767741319
2013-04-21,42.7155326736
2013-04-22,57.0648739931
2013-04-23,37.1246650347
2013-04-24,38.1466598958
2013-04-25,23.3279638542
2013-04-26,32.7918042361
2013-04-27,33.2784272222
2013-04-28,22.4631708333
2013-04-29,35.7209256944
2013-04-30,22.1434300347
2013-05-01,33.9225360069
2013-05-02,42.2883804167
2013-05-03,44.2918612847
2013-05-04,34.8654103819
2013-05-05,32.5428404514
2013-05-06,42.0745781597
2013-05-07,33.5555128819
2013-05-08,20.9879538542
2013-05-09,32.3963496528
