Date,Control,Treatment,NewFireModel_Treatment,NewFireModel_Control,OldFireModel_Extreme_Control,OldFireModel_Moderate_Control,OldFireModel_Extreme_Treatment,OldFireModel_Moderate_Treatment,bias_cor
1991-6-22,3.922314453,3.900046535,3.994867934,4.012191562,3.5942744,3.926237849,3.686202323,3.90742518,1.06706579
1991-6-23,3.438985563,3.417361768,3.525700718,3.541046856,3.152397229,3.442399075,3.243175658,3.423192713,1.06706579
1991-6-24,3.225325225,3.204696379,3.298406638,3.313544085,2.94308218,3.230019086,3.038269071,3.211974627,1.06706579
1991-6-25,3.065439541,3.046121501,3.103969583,3.117832321,2.794116124,3.070098432,2.876548032,3.054167959,1.06706579
1991-6-26,2.911799929,2.893431717,2.925149399,2.938228135,2.659779887,2.916290739,2.731859582,2.901738756,1.06706579
1991-6-27,3.546265264,3.537543099,3.492155577,3.503180114,3.896591285,3.555059626,4.549204861,3.546422065,1.06706579
1991-6-28,4.035061865,5.273021629,3.972175865,3.984143461,4.620776929,4.046955009,5.232595317,4.035858276,1.06706579
1991-6-29,2.894317244,3.840337154,2.882487272,2.891112424,3.226783808,2.947052954,3.106116282,2.935217341,1.06706579
1991-6-30,2.857572923,3.160200025,2.871088218,2.879578003,2.971941358,2.893395619,2.925796906,2.881028689,1.06706579
1991-7-1,2.769561627,2.906042307,2.776613134,2.78493371,2.771946347,2.79187918,2.775599007,2.780645951,1.06706579
1991-7-2,2.68849016,2.752906938,2.67979958,2.687571918,2.629650513,2.703668217,2.663173093,2.694069548,1.06706579
1991-7-3,2.840232374,2.880891066,2.821722026,2.828432859,2.756593441,2.852450399,2.834364202,2.843947078,1.06706579
1991-7-4,2.272426401,2.293671169,2.245536818,2.252186736,2.177302682,2.284096189,2.213291203,2.275275883,1.06706579
1991-7-5,2.155139674,2.161774927,2.120930105,2.127479625,2.056975831,2.166155187,2.091206833,2.157137469,1.06706579
1991-7-6,2.080896358,2.077602421,2.009098679,2.014458095,1.984057987,2.089096232,2.015939239,2.081235905,1.06706579
1991-7-7,2.025933857,2.01752078,2.075548223,2.080547788,1.926869822,2.027257072,1.983111544,2.020001385,1.06706579
1991-7-8,1.84114172,1.832093545,1.787530635,1.793388654,1.753832078,1.837298417,1.758641,1.829825015,1.06706579
1991-7-9,1.724569055,1.715899908,1.586243995,1.592300553,1.630285741,1.719586411,1.645015958,1.71240856,1.06706579
1991-7-10,1.659911999,1.651859902,1.526270647,1.532173789,1.564009918,1.655079387,1.583852506,1.647837238,1.06706579
1991-7-11,1.618464793,1.610803005,1.484941887,1.490141119,1.522381094,1.613617516,1.54423727,1.606868329,1.06706579
1991-7-12,1.574034994,1.566833454,1.453682197,1.458810361,1.481800238,1.569731442,1.504617522,1.563238325,1.06706579
1991-7-13,1.422623302,1.415584203,1.322794442,1.327991417,1.333087995,1.418619814,1.354788499,1.412618531,1.06706579
1991-7-14,1.40832062,1.401733874,1.319233154,1.325300992,1.326365882,1.406005839,1.346991344,1.400110594,1.06706579
1991-7-15,1.229525254,1.223206986,1.143289526,1.147855915,1.149307729,1.225431522,1.168973212,1.219796859,1.06706579
1991-7-16,1.272418635,1.266619274,1.092815577,1.097305259,1.197513148,1.269696624,1.215899409,1.264089034,1.06706579
1991-7-17,1.084215242,1.078529817,1.072749633,1.076860287,1.014186362,1.081268748,1.03187661,1.076054851,1.06706579
1991-7-18,1.128586382,1.123282241,1.12330593,1.12709283,1.061316738,1.125929799,1.078257954,1.120982125,1.06706579
1991-7-19,1.074052544,1.072038955,1.088072082,1.08928926,1.045370472,1.072236366,1.053257873,1.06888941,1.06706579
1991-7-20,1.229018755,1.224762582,1.236331973,1.234019448,1.143340288,1.226868671,1.153642867,1.223976324,1.06706579
1991-7-21,0.975632631,0.974660243,0.985778409,0.982073858,0.988819661,0.974333105,0.998269425,0.974178561,1.06706579
1991-7-22,0.944498156,0.943489669,0.955135768,0.951729025,0.923949402,0.943231344,0.933387886,0.943928485,1.06706579
1991-7-23,0.890257613,0.889064125,0.90342885,0.901186265,0.865715524,0.888691865,0.873681889,0.889172418,1.06706579
1991-7-24,0.935308973,0.934033137,0.947100592,0.945931921,0.911197804,0.933718408,0.917720251,0.933568376,1.06706579
1991-7-25,0.743230693,0.742384647,0.75577924,0.756121042,0.718414485,0.742072174,0.725224588,0.74148107,1.06706579
1991-7-26,0.705124802,0.704182871,0.7181618,0.718096372,0.680001762,0.703883935,0.686175638,0.703132647,1.06706579
1991-7-27,0.671791736,0.670924257,0.685843988,0.686112467,0.647761787,0.670609529,0.653494591,0.670002632,1.06706579
1991-7-28,0.656353097,0.655654828,0.672133539,0.671607862,0.633191755,0.655331074,0.638603062,0.654645213,1.06706579
1991-7-29,0.604203979,0.60333086,0.620229209,0.619911096,0.58136075,0.602984545,0.586462968,0.602720579,1.06706579
1991-7-30,0.578095014,0.577383208,0.596096607,0.595893556,0.557850836,0.577060582,0.562728571,0.576637559,1.06706579
1991-7-31,0.556069629,0.555397304,0.571828637,0.572132085,0.536388353,0.555101753,0.540592636,0.554177871,1.06706579
1991-8-1,0.527376276,0.526718617,0.542852141,0.542810403,0.509108461,0.526450139,0.512521973,0.52509421,1.06706579
1991-8-2,0.50176253,0.50112856,0.516821012,0.51688644,0.483606393,0.50083752,0.48742375,0.500146019,1.06706579
1991-8-3,0.501048468,0.500499102,0.518269442,0.517799041,0.484170423,0.500159556,0.487988909,0.499776015,1.06706579
1991-8-4,0.456650254,0.456121194,0.473142502,0.472924786,0.439977517,0.455795184,0.443462097,0.455431949,1.06706579
1991-8-5,0.426208408,0.425708677,0.441318781,0.440611487,0.409048349,0.425581206,0.412306188,0.425073579,1.06706579
1991-8-6,0.406084933,0.4056213,0.413304522,0.413323699,0.389361433,0.40532462,0.392732079,0.405005379,1.06706579
1991-8-7,0.385071418,0.383787685,0.387879162,0.387768612,0.369251495,0.384352844,0.372473236,0.384086621,1.06706579
1991-8-8,0.365515358,0.365152122,0.363996988,0.36358863,0.351086334,0.364835137,0.354160299,0.364568915,1.06706579
1991-8-9,0.346825648,0.346459029,0.343522687,0.34295076,0.332827543,0.346143172,0.335785318,0.345924328,1.06706579
1991-8-10,0.329049668,0.328711249,0.323530067,0.323672202,0.31533809,0.328395392,0.318161626,0.32819911,1.06706579
1991-8-11,0.313095505,0.312780776,0.306727602,0.30756688,0.300069788,0.312466047,0.302824512,0.312293454,1.06706579
1991-8-12,0.298196079,0.297901655,0.292801693,0.292353853,0.285817869,0.297588055,0.288389848,0.297436894,1.06706579
1991-8-13,0.284184437,0.283915959,0.278461785,0.278640019,0.272426661,0.283603486,0.274877936,0.283470375,1.06706579
1991-8-14,0.439442816,0.440090323,0.464430489,0.460266817,0.536831681,0.438529087,0.544399841,0.440275325,1.06706579
1991-8-15,0.726546675,0.727647662,0.737430204,0.730581748,0.941696053,0.724846687,1.080745328,0.728224101,1.06706579
1991-8-16,0.378251163,0.381450344,0.386984609,0.379613861,0.506698924,0.378504977,0.531820836,0.381523668,1.06706579
1991-8-17,0.359791578,0.362864415,0.364861083,0.359385476,0.447350522,0.359987861,0.45366315,0.362892617,1.06706579
1991-8-18,0.342300997,0.345253132,0.344634954,0.340631467,0.403203866,0.342481486,0.399281599,0.345275693,1.06706579
1991-8-19,0.325788444,0.328626645,0.327673434,0.323984675,0.374345817,0.325954269,0.367576325,0.328644694,1.06706579
1991-8-20,0.310173828,0.312901479,0.310024924,0.307431512,0.336622339,0.310324988,0.324496815,0.312915015,1.06706579
1991-8-21,0.295418794,0.298041535,0.295308244,0.292811846,0.315880687,0.295557545,0.306191774,0.298050559,1.06706579
1991-8-22,0.281453402,0.283975746,0.281436481,0.278975053,0.29869017,0.281579745,0.290067274,0.283981386,1.06706579
1991-8-23,0.268233659,0.270660117,0.268193049,0.265878268,0.283218817,0.268348721,0.276369233,0.270661245,1.06706579
1991-8-24,0.255735874,0.25807096,0.25572685,0.253495546,0.268529211,0.255839656,0.263487907,0.258068704,1.06706579
1991-8-25,0.243881084,0.246128181,0.243901389,0.241751306,0.255248552,0.243975841,0.251269882,0.246123669,1.06706579
1991-8-26,0.232654624,0.234818245,0.232700875,0.230629755,0.24283086,0.232739229,0.239699363,0.234810348,1.06706579
1991-8-27,0.222019268,0.224102796,0.222091464,0.220094796,0.231722846,0.222095976,0.228740254,0.224092643,1.06706579
1991-8-28,0.211960351,0.213967171,0.212056236,0.210130636,0.221217217,0.212029162,0.218374504,0.213954762,1.06706579
1991-8-29,0.202433878,0.204366246,0.202551196,0.20069328,0.211265465,0.202494793,0.208556991,0.204351581,1.06706579
1991-8-30,0.193411648,0.195274077,0.193548144,0.191756783,0.201841646,0.193464667,0.199259515,0.195257156,1.06706579
1991-8-31,0.184845155,0.186641028,0.185000828,0.183282791,0.192896125,0.184892534,0.190433568,0.186621851,1.06706579
1991-9-1,0.176723118,0.178454691,0.176895712,0.17522731,0.184413108,0.176764857,0.182064486,0.178434386,1.06706579
1991-9-2,0.169038769,0.170708299,0.169228283,0.167617412,0.176388084,0.169074867,0.174147756,0.170686865,1.06706579
1991-9-3,0.161745856,0.163356727,0.161950035,0.16039444,0.168771418,0.161777442,0.166790544,0.163334166,1.06706579
1991-9-4,0.154800387,0.156354854,0.155016974,0.153515525,0.161517988,0.154826332,0.159477326,0.156330037,1.06706579
1991-9-5,0.148202359,0.149701552,0.148431356,0.14698067,0.154627793,0.148223793,0.15268076,0.149676735,1.06706579
1991-9-6,0.141934854,0.143383284,0.142175131,0.140772952,0.148083913,0.141952903,0.146224869,0.143356211,1.06706579
1991-9-7,0.135970797,0.137369592,0.136221227,0.134866426,0.141858146,0.135985462,0.14008145,0.137341391,1.06706579
1991-9-8,0.130316957,0.131667246,0.130576411,0.129266732,0.135953876,0.130327109,0.134256145,0.131639044,1.06706579
1991-9-9,0.225058263,0.228188632,0.247547282,0.244502646,0.263148361,0.225470006,0.263686446,0.228474031,1.06706579
1991-9-10,0.228733485,0.232892645,0.243125284,0.237249215,0.292457634,0.228912847,0.301317423,0.233456675,1.06706579
1991-9-11,0.170892172,0.17449407,0.184091611,0.179304121,0.232879108,0.171484404,0.235870725,0.174914837,1.06706579
1991-9-12,0.163118706,0.166578468,0.172780546,0.168389006,0.214369888,0.163678224,0.214033726,0.166974418,1.06706579
1991-9-13,0.155754726,0.159080249,0.161317193,0.158151855,0.184494328,0.156283786,0.176575342,0.159451381,1.06706579
1991-9-14,0.148783311,0.151979107,0.15333278,0.150289272,0.172495147,0.149283042,0.165547421,0.152326549,1.06706579
1991-9-15,0.142189796,0.145261505,0.145245712,0.142318395,0.163968136,0.142661325,0.157463738,0.145588643,1.06706579
1991-9-16,0.135943724,0.138898115,0.138878938,0.136063298,0.156524063,0.136390436,0.150497963,0.139204947,1.06706579
1991-9-17,0.130019149,0.132859606,0.132838173,0.130128571,0.149585362,0.130441044,0.143890911,0.133147261,1.06706579
1991-9-18,0.124407047,0.12713921,0.127115521,0.124508572,0.143041482,0.12480638,0.137632431,0.127409945,1.06706579
1991-9-19,0.119080344,0.121708726,0.121685036,0.119175101,0.136811202,0.119458245,0.131694319,0.121963667,1.06706579
1991-9-20,0.114008583,0.116537695,0.11651175,0.114095444,0.130922726,0.114366179,0.126100266,0.116776844,1.06706579
1991-9-21,0.109183868,0.111618223,0.111591149,0.109265088,0.125325288,0.109521158,0.120666398,0.111842707,1.06706579
1991-9-22,0.104624246,0.106969485,0.106941283,0.104699826,0.120032427,0.104944616,0.115585612,0.107179304,1.06706579
1991-9-23,0.100298133,0.102555383,0.102527181,0.100368073,0.115008045,0.100600454,0.110764281,0.102752794,1.06706579
1991-9-24,0.096198761,0.098373662,0.098344332,0.096264188,0.110247629,0.096485288,0.106195635,0.098558664,1.06706579
1991-9-25,0.092288902,0.094383711,0.094354382,0.092349818,0.105709441,0.092559637,0.101839064,0.094557433,1.06706579
1991-9-26,0.088545997,0.090565226,0.090571994,0.0886024,0.101370919,0.088803195,0.09773518,0.090727666,1.06706579
1991-9-27,0.085008399,0.086954303,0.086924974,0.085061418,0.097265906,0.08525206,0.093733948,0.087106592,1.06706579
1991-9-28,0.081649034,0.083524999,0.083495669,0.081697541,0.093367329,0.081879158,0.089993299,0.083667135,1.06706579
1991-9-29,0.078455494,0.080264903,0.080235574,0.078501745,0.089663905,0.078674338,0.086437652,0.080399143,1.06706579
1991-9-30,0.075428907,0.077172889,0.077144688,0.075471773,0.086149996,0.075635342,0.083065878,0.077299232,1.06706579
1991-10-1,0.072538816,0.074221882,0.074193681,0.072579426,0.0827974,0.072735098,0.079848649,0.074339201,1.06706579
1991-10-2,0.069789732,0.071414139,0.071385938,0.069828086,0.079608372,0.069975862,0.07678822,0.071523561,1.06706579
1991-10-3,0.067162478,0.068729355,0.068702281,0.067198576,0.076562608,0.067338456,0.073864287,0.068833136,1.06706579
1991-10-4,0.064723611,0.06623634,0.066210395,0.064757453,0.073721023,0.064884924,0.07114002,0.066327713,1.06706579
1991-10-5,0.062229469,0.063690307,0.063664362,0.062261055,0.070851237,0.062386269,0.068380784,0.063779424,1.06706579
1991-10-6,0.05995417,0.061365374,0.061340557,0.059984628,0.068216087,0.060104202,0.065876489,0.061449979,1.06706579
1991-10-7,0.057783782,0.059146479,0.05912279,0.057813111,0.06570164,0.057925917,0.063499665,0.059225443,1.06706579
1991-10-8,0.05571379,0.057031365,0.057007676,0.055741992,0.063305639,0.055848029,0.061136378,0.057104689,1.06706579
1991-10-9,0.053739684,0.055012136,0.054989575,0.053765629,0.06101906,0.053867155,0.0589423,0.055080948,1.06706579
1991-10-10,0.051855823,0.053085409,0.053063976,0.05188064,0.058838518,0.051976525,0.056848619,0.053149708,1.06706579
1991-10-11,0.050056566,0.051245542,0.051224109,0.050080255,0.056756118,0.0501705,0.054848568,0.051305329,1.06706579
1991-10-12,0.048337401,0.049488023,0.049467718,0.048361091,0.054767347,0.048445695,0.052939889,0.049543298,1.06706579
1991-10-13,0.046694945,0.047808341,0.047789164,0.046717506,0.052868821,0.046798726,0.051115815,0.047860232,1.06706579
1991-10-14,0.04512694,0.04620311,0.046183933,0.045148374,0.051053771,0.045223954,0.049372961,0.046251617,1.06706579
1991-10-15,0.043625492,0.04466782,0.044649771,0.043646925,0.049319942,0.043717993,0.047706815,0.044711814,1.06706579
1991-10-16,0.042188342,0.043196829,0.043179908,0.042208647,0.047658309,0.042276331,0.046152348,0.043237439,1.06706579
1991-10-17,0.040813236,0.041789009,0.041773216,0.040832413,0.046069999,0.040896713,0.044586599,0.041827363,1.06706579
1991-10-18,0.039496789,0.040442104,0.04042744,0.039515967,0.04455163,0.039575754,0.043126889,0.040478202,1.06706579
1991-10-19,0.038236746,0.039152731,0.039138066,0.038255923,0.043097559,0.038312326,0.041729222,0.039185445,1.06706579
1991-10-20,0.037026337,0.03791412,0.037900584,0.037045514,0.041702148,0.037097404,0.040387957,0.037944578,1.06706579
1991-10-21,0.035868946,0.036728529,0.03671612,0.035886995,0.040366524,0.03593663,0.039104224,0.03675673,1.06706579
1991-10-22,0.034754422,0.035588059,0.03557565,0.034772471,0.039083919,0.034818722,0.037870126,0.035614005,1.06706579
1991-10-23,0.033683893,0.034491584,0.034480304,0.033701942,0.037852077,0.033744808,0.036685662,0.034515273,1.06706579
1991-10-24,0.032657357,0.033440232,0.033430079,0.032674278,0.036670997,0.032714889,0.035550833,0.033462793,1.06706579
1991-10-25,0.708550722,0.711999204,0.712316189,0.709015483,1.942195654,0.708259683,3.33857688,0.72087817,1.06706579
1991-10-26,0.933226573,0.931551403,0.932651262,0.934497898,2.681994786,0.937512076,4.081153297,0.945443471,1.06706579
1991-10-27,0.294778055,0.294845739,0.296297553,0.296444201,1.502557683,0.299467404,1.141423713,0.299200053,1.06706579
1991-10-28,0.439578184,0.437757494,0.438331677,0.440265173,1.481883715,0.44237803,1.424379692,0.44155229,1.06706579
1991-10-29,0.332978703,0.331235849,0.332816262,0.334327864,0.979003277,0.334403444,0.664038575,0.332571473,1.06706579
1991-10-30,0.324720171,0.322914145,0.326106557,0.327337271,0.740187185,0.324940142,0.521506977,0.323218722,1.06706579
1991-10-31,0.35510223,0.356718741,0.358918459,0.354960094,0.889272816,0.355365068,0.837944926,0.359163248,1.06706579
1991-11-1,0.549684805,0.551068935,0.56071047,0.557451503,1.60933427,0.546428094,1.574181642,0.552095471,1.06706579
1991-11-2,0.687532695,0.691435785,0.726052584,0.711004254,2.527650136,0.691010506,2.224786142,0.696839196,1.06706579
1991-11-3,0.879758752,0.885488172,0.96776892,0.943261801,3.537437061,0.890915272,2.854707649,0.89402872,1.06706579
1991-11-4,1.028017514,1.038282867,1.148986232,1.113418478,4.370462514,1.045645719,3.36711456,1.047789034,1.06706579
1991-11-5,1.199880947,1.215882488,1.346693536,1.299932035,5.169103549,1.220015703,3.940732301,1.226655468,1.06706579
1991-11-6,1.340342554,1.356417419,1.501805267,1.451785927,5.837127562,1.366320664,4.77209048,1.368109768,1.06706579
1991-11-7,1.446127575,1.460960445,1.615676227,1.571948082,6.303473498,1.473493199,4.267225783,1.477690713,1.06706579
1991-11-8,1.70965722,1.721903447,1.867345442,1.840458115,5.678614728,1.742839126,4.15961556,1.732157519,1.06706579
1991-11-9,1.813433165,1.82430203,1.975032373,1.962655291,5.339768981,1.848315058,4.077437465,1.834880983,1.06706579
1991-11-10,1.507596731,1.51486821,1.669286184,1.665814013,4.808954375,1.542318439,3.457507192,1.526069853,1.06706579
1991-11-11,1.613935629,1.62919829,1.779263078,1.770166397,4.440504932,1.644291743,3.343538091,1.639056413,1.06706579
1991-11-12,1.713620098,1.729256147,1.881531934,1.869592539,4.123264931,1.735985029,3.202416568,1.738699143,1.06706579
1991-11-13,1.362176169,1.370442598,1.489537607,1.481750604,3.354102379,1.374446085,2.486336041,1.375884363,1.06706579
1991-11-14,1.16760149,1.175906273,1.244155074,1.23675838,2.654518612,1.178156754,1.936008241,1.180643,1.06706579
1991-11-15,1.1172505,1.124615609,1.177968368,1.171212412,2.251464777,1.12281184,1.696756718,1.128086651,1.06706579
1991-11-16,1.704139875,1.712590178,1.751167598,1.742892145,3.036023102,1.711257938,2.974111746,1.71998236,1.06706579
1991-11-17,1.411566051,1.415765821,1.447296246,1.445707936,3.209544784,1.424899728,3.132207198,1.424578231,1.06706579
1991-11-18,1.279461118,1.307263302,1.332361524,1.30671732,3.410427578,1.318705221,2.501110252,1.311860149,1.06706579
1991-11-19,2.409435015,2.431202074,2.476066176,2.461294221,5.865201609,2.456943291,5.153374998,2.444972311,1.06706579
1991-11-20,2.165556186,2.18836219,2.244465161,2.231353711,6.425316463,2.270540284,4.899176671,2.253385865,1.06706579
1991-11-21,1.57950496,1.597839331,1.653439187,1.641522354,5.383435083,1.689627374,3.651014726,1.67842686,1.06706579
1991-11-22,1.594460789,1.611409901,1.68327188,1.670142382,4.830150636,1.669814116,3.528166659,1.667705771,1.06706579
1991-11-23,1.709922315,1.72841123,1.818668495,1.804754994,5.161607585,1.764929939,4.141847475,1.773047464,1.06706579
1991-11-24,1.702254886,1.719784949,1.821975969,1.81219117,5.389455543,1.759103505,3.837378251,1.768987573,1.06706579
1991-11-25,1.686782405,1.734608795,1.843348207,1.800846264,5.033370772,1.744610181,3.449483296,1.778114712,1.06706579
1991-11-26,1.6157676,1.630794496,1.735675941,1.726664992,4.278231143,1.67141145,3.00219933,1.674009374,1.06706579
1991-11-27,1.346519814,1.360032853,1.4219961,1.414051168,3.189254356,1.40286419,2.175867789,1.399895135,1.06706579
1991-11-28,1.278025096,1.289662171,1.336349219,1.328723529,2.635987958,1.318698453,1.899105991,1.318742447,1.06706579
1991-11-29,1.213802344,1.224433188,1.259753897,1.252141743,2.234252827,1.242899542,1.698859423,1.245630577,1.06706579
1991-11-30,1.158088554,1.168149727,1.19588874,1.18756478,1.936385014,1.180885533,1.547786149,1.184046359,1.06706579
1991-12-1,1.111630502,1.118859115,1.141886218,1.135856734,1.74041718,1.123524774,1.465526835,1.128804098,1.06706579
1991-12-2,1.364744763,1.364120945,1.408648886,1.409992406,2.018816922,1.372830702,1.869731291,1.371338278,1.06706579
1991-12-3,1.437135803,1.449495964,1.524254803,1.511698359,2.42556177,1.444919422,2.397293697,1.458716732,1.06706579
1991-12-4,1.481036541,1.492207726,1.594063712,1.583573875,2.775404981,1.517155917,2.916684432,1.529472084,1.06706579
1991-12-5,1.466355959,1.470149627,1.588022947,1.584066838,2.682796837,1.515910538,2.30022633,1.517261955,1.06706579
1991-12-6,1.307832972,1.315988851,1.420496907,1.41243917,2.372868927,1.339196444,1.996800561,1.345066872,1.06706579
1991-12-7,1.090319179,1.099060521,1.164498195,1.155117242,1.887219616,1.110948025,1.545261549,1.118453013,1.06706579
1991-12-8,1.050671229,1.059246747,1.10642563,1.097798221,1.685137693,1.065011137,1.40553995,1.071575322,1.06706579
1991-12-9,1.176514298,1.183412389,1.229757635,1.223217139,1.910995751,1.188172805,1.785316252,1.192545168,1.06706579
1991-12-10,1.082728458,1.092603502,1.124278318,1.116251038,2.145560182,1.093799246,1.986426915,1.099900927,1.06706579
1991-12-11,1.181307427,1.191245642,1.230124255,1.224112819,2.858235094,1.193270511,2.370926406,1.197695893,1.06706579
1991-12-12,1.212089948,1.248214964,1.301518089,1.269226223,2.767400262,1.23279663,2.078423649,1.261385073,1.06706579
1991-12-13,1.207607035,1.224580964,1.296343674,1.28218764,2.433028404,1.230933074,1.884828127,1.24323796,1.06706579
1991-12-14,1.242326487,1.2520797,1.340448592,1.332377317,2.263494417,1.255851935,1.847983408,1.263374972,1.06706579
1991-12-15,1.280090575,1.283134083,1.385701875,1.384780249,2.101274775,1.28860969,1.770852258,1.289201922,1.06706579
1991-12-16,1.270992766,1.282784384,1.39219048,1.382133819,1.988225043,1.276890267,1.708927365,1.287381232,1.06706579
1991-12-17,1.057933684,1.060327429,1.130240119,1.129979537,1.623837746,1.061585217,1.355412317,1.06298514,1.06706579
1991-12-18,0.953712156,0.95799089,1.005472093,1.003448352,1.376336715,0.956546972,1.149221997,0.960065393,1.06706579
1991-12-19,0.910502918,0.915044491,0.947418705,0.945218986,1.239729691,0.91298014,1.061861592,0.915984165,1.06706579
1991-12-20,1.069392525,1.071793038,1.092818962,1.091943586,1.476375394,1.071931789,1.55455677,1.075096,1.06706579
1991-12-21,1.021358572,1.021555983,1.048918223,1.050337323,1.267028761,1.028821822,1.174041588,1.028474379,1.06706579
1991-12-22,0.999646787,1.001268939,1.030451869,1.030111195,1.416298265,1.003041122,1.388387787,1.004557236,1.06706579
1991-12-23,1.040770241,1.042932733,1.083374837,1.085045495,1.913838464,1.047182138,1.817922847,1.046498533,1.06706579
1991-12-24,1.0760729,1.096230217,1.150901679,1.13712693,2.57848732,1.099645985,2.161373337,1.110573509,1.06706579
1991-12-25,1.093625525,1.123065653,1.184735604,1.162237561,3.050070842,1.138446761,2.338443898,1.147613382,1.06706579
1991-12-26,1.066894998,1.096945408,1.149261479,1.125874524,3.044978776,1.125150309,2.250653702,1.123462731,1.06706579
1991-12-27,1.074110075,1.100398401,1.151856019,1.132457887,3.286249528,1.133477654,2.598990951,1.126727338,1.06706579
1991-12-28,0.904869383,0.922433288,0.95662368,0.943537048,2.515383604,0.96315628,1.560841196,0.948053803,1.06706579
1991-12-29,0.848271193,0.862681041,0.885206157,0.878440049,1.98013008,0.888924245,1.308611334,0.877872634,1.06706579
1991-12-30,0.831536413,0.841647221,0.857770592,0.853041762,1.650829983,0.859652198,1.231834395,0.852644685,1.06706579
1991-12-31,0.901391572,0.910029133,0.924816881,0.918513277,1.699076011,0.918538095,1.55887273,0.917676256,1.06706579
1992-1-1,1.013266992,1.012563083,1.046541399,1.04927469,2.054903584,1.019963161,1.983607891,1.018333113,1.06706579
1992-1-2,1.083291361,1.093839856,1.147130572,1.144017125,3.050702556,1.114476599,2.582020406,1.11014823,1.06706579
1992-1-3,0.924235929,0.946413603,0.986431556,0.972841809,2.850231504,0.9806243,1.875715653,0.970769561,1.06706579
1992-1-4,0.858556851,0.876322679,0.902706891,0.89292322,2.220597652,0.90320775,1.501962067,0.897021465,1.06706579
1992-1-5,0.775743658,0.787209267,0.806302823,0.799652905,1.721013407,0.805911386,1.197805315,0.801666493,1.06706579
1992-1-6,0.727328421,0.736166776,0.75035778,0.744998364,1.405459858,0.748881149,1.030601901,0.746574265,1.06706579
1992-1-7,0.689157103,0.696849349,0.70809837,0.702952157,1.191285124,0.703818508,0.922885641,0.704206561,1.06706579
1992-1-8,0.726816281,0.734410386,0.743107734,0.736907912,1.145107959,0.736707118,0.976883651,0.73991645,1.06706579
1992-1-9,0.885320091,0.893832437,0.922873232,0.916728685,1.350941812,0.892122297,1.287656479,0.897922785,1.06706579
1992-1-10,0.920055336,0.944766634,0.99500933,0.9730505,1.587726267,0.9429482,1.598392081,0.960697107,1.06706579
1992-1-11,0.738598875,0.773618392,0.811366687,0.780812035,1.262048372,0.780011112,1.05715081,0.798215756,1.06706579
1992-1-12,0.732121551,0.758976164,0.786115048,0.763307917,1.412655757,0.760208006,1.344478024,0.777205625,1.06706579
1992-1-13,0.876699451,0.897824644,0.93681719,0.923289486,2.207403854,0.901191905,1.956535562,0.914331556,1.06706579
1992-1-14,0.923865925,0.947241599,0.992357259,0.980008379,3.242161531,0.964177175,2.654410318,0.975281804,1.06706579
1992-1-15,1.122985561,1.167268712,1.236183069,1.201481665,3.766622899,1.173030846,2.601778389,1.208961836,1.06706579
1992-1-16,1.147863812,1.173996466,1.259081573,1.239921462,3.169278657,1.197554886,2.243423961,1.233857007,1.06706579
1992-1-17,0.896846615,0.907551911,0.963384148,0.955418911,2.386618859,0.964472727,1.642510535,0.985903624,1.06706579
1992-1-18,0.896326579,0.90324272,0.94395443,0.936827343,2.044105787,0.942521793,1.512714742,0.954728538,1.06706579
1992-1-19,1.0294682,1.03976401,1.089346791,1.082108025,1.924574218,1.071571938,1.536154715,1.07889418,1.06706579
1992-1-20,0.95022532,0.957015117,1.020891555,1.016434587,1.636786755,0.976089496,1.340262462,0.979785023,1.06706579
1992-1-21,1.022722397,1.021606745,1.095358226,1.100199863,1.568504112,1.03856037,1.332523965,1.033701812,1.06706579
1992-1-22,0.942263467,0.946067288,1.011090963,1.010779619,1.43150114,0.95313346,1.222154506,0.955755073,1.06706579
1992-1-23,1.054953348,1.050091406,1.111704954,1.122182382,1.461311272,1.062374859,1.308389106,1.054045259,1.06706579
1992-1-24,1.118443988,1.121400636,1.217302717,1.219126791,1.499179142,1.124042554,1.376452905,1.124439631,1.06706579
1992-1-25,0.978608455,0.980448322,1.018205642,1.019707091,1.310474891,0.98299774,1.196497893,0.983856194,1.06706579
1992-1-26,0.956587582,0.957641191,0.989118597,0.991075782,1.229222934,0.960249267,1.144661247,0.960448934,1.06706579
1992-1-27,1.062946786,1.061947324,1.102592479,1.1041571,1.301889221,1.064405368,1.259385021,1.064777628,1.06706579
1992-1-28,1.188116402,1.187216209,1.244379558,1.24981681,1.607364676,1.190665819,1.655420062,1.188658999,1.06706579
1992-1-29,0.99382261,0.995144697,1.015084298,1.017941676,1.297417588,0.996577334,1.192725658,0.997285756,1.06706579
1992-1-30,0.997186487,0.9987669,1.004341776,1.007584951,1.228798783,1.000561645,1.181644718,0.999740417,1.06706579
1992-1-31,0.906934862,0.906806263,0.909373729,0.912756784,1.068106536,0.908447592,1.008537034,0.907898226,1.06706579
1992-2-1,0.781848723,0.781910766,0.785842058,0.788583245,0.89534291,0.783890513,0.852067118,0.783204652,1.06706579
1992-2-2,0.790521254,0.796088233,0.794966941,0.795153071,1.074827521,0.793253417,1.255426656,0.796079209,1.06706579
1992-2-3,0.716537392,0.717548134,0.720553288,0.720906371,0.830522286,0.717586489,0.812049164,0.718548724,1.06706579
