date,Control,OldFireModel_Moderate_Control,OldFireModel_Extreme_Control,Treatment,OldFireModel_Moderate_Treatment,OldFireModel_Extreme_Treatment
05May1998,183484,182612,183164,182560,182922,183510
06May1998,184916,184044,184596,183992,184354,184942
07May1998,186161,185290,185841,185237,185600,186187
08May1998,187506,186635,187186,186582,186945,187532
09May1998,189095,188224,188775,188172,188534,189121
10May1998,190080,189209,189761,189157,189519,190106
11May1998,190673,189802,190353,189750,190112,190699
12May1998,191032,190161,190712,190109,190471,191058
13May1998,191164,190293,190845,190241,190603,191190
14May1998,191151,190280,190831,190228,190590,191177
15May1998,190835,189965,190516,189912,190274,190862
16May1998,190588,189717,190268,189664,190027,190614
17May1998,190218,189347,189799,189295,189657,190244
18May1998,189906,189035,189487,188983,189345,189932
19May1998,189838,188967,189188,188915,189277,189665
20May1998,189293,188422,188907,188766,189129,189385
21May1998,188679,187808,188524,188152,188514,189002
22May1998,188093,187222,187939,187567,187929,188714
23May1998,187607,186736,187386,187080,187443,188162
24May1998,187307,186436,187054,186781,187143,187829
25May1998,188153,187282,187866,187626,187988,188641
26May1998,188315,187445,188029,187789,188151,188804
27May1998,188004,187134,187850,187478,187840,188625
28May1998,187852,187015,187632,187293,187424,188407
29May1998,187607,186770,187354,187048,187178,188162
30May1998,187513,186675,187094,186887,187051,187902
31May1998,187841,187004,187324,187183,187380,188132
01Jun1998,189542,188077,189024,188884,189081,189832
02Jun1998,191056,190318,191166,190398,190594,191974
03Jun1998,192894,192156,192971,192236,192432,193779
04Jun1998,194276,193539,194354,193618,193815,195162
05Jun1998,196031,195293,196042,195339,195569,196850
06Jun1998,198344,197607,198290,197620,197883,199097
07Jun1998,202151,201413,201997,201393,201689,202804
08Jun1998,204955,204218,204768,204198,204494,205576
09Jun1998,207532,206795,207312,206775,207071,208120
10Jun1998,209954,209216,209635,209131,209493,210442
11Jun1998,212615,211877,212230,211792,212154,213037
12Jun1998,215178,214698,214951,214547,214941,215178
13Jun1998,215178,215178,215178,215178,215178,215178
14Jun1998,215178,215178,215178,215178,215178,215178
15Jun1998,215178,215178,215178,215178,215178,215178
16Jun1998,215178,215178,215178,215178,215178,215178
17Jun1998,215178,215178,215178,215178,215178,215178
18Jun1998,215178,215178,215178,215178,215178,215178
19Jun1998,215178,215178,215178,215178,215178,215178
20Jun1998,215178,215178,215178,215178,215178,215178
21Jun1998,215178,215178,215178,215178,215178,215178
22Jun1998,215178,215178,215178,215178,215178,215178
23Jun1998,215178,215178,215178,215178,215178,215178
24Jun1998,215178,215178,215178,215178,215178,215178
25Jun1998,215178,215178,215178,215178,215178,215178
26Jun1998,215178,215178,215178,215178,215178,215178
27Jun1998,215178,215178,215178,215178,215178,215178
28Jun1998,215178,215178,215178,215178,215178,215178
29Jun1998,215178,215178,215178,215178,215178,215178
30Jun1998,215178,215178,215178,215178,215178,215178
01Jul1998,215178,215178,215178,215178,215178,215178
02Jul1998,215178,215178,215178,215178,215178,215178
03Jul1998,215178,215178,215178,215178,215178,215178
04Jul1998,215178,215178,215178,215178,215178,215178
05Jul1998,215178,215178,215178,215178,215178,215178
06Jul1998,215178,215178,215178,215178,215178,215178
07Jul1998,215178,215178,215178,215178,215178,215178
08Jul1998,215178,215178,215178,215178,215178,215178
09Jul1998,215178,215178,215178,215178,215178,215178
10Jul1998,215178,215178,215178,215178,215178,215178
11Jul1998,215057,215057,215057,215057,215057,215057
12Jul1998,214899,214899,214899,214899,214899,214899
13Jul1998,214635,214635,214635,214635,214635,214635
14Jul1998,214310,214310,214310,214310,214310,214310
15Jul1998,213896,213896,213896,213896,213896,213896
16Jul1998,213403,213403,213403,213403,213403,213403
17Jul1998,212856,212856,212856,212856,212856,212856
18Jul1998,212256,212256,212256,212256,212256,212256
19Jul1998,211605,211605,211605,211605,211605,211605
20Jul1998,210926,210926,210926,210926,210926,210926
21Jul1998,210196,210196,210196,210196,210196,210196
22Jul1998,209464,209464,209464,209464,209464,209464
23Jul1998,208707,208707,208707,208707,208707,208707
24Jul1998,207924,207924,207924,207924,207924,207924
25Jul1998,207122,207122,207122,207122,207122,207122
26Jul1998,206301,206301,206301,206301,206301,206301
27Jul1998,205459,205459,205459,205459,205459,205459
28Jul1998,204605,204605,204605,204605,204605,204605
29Jul1998,203738,203738,203738,203738,203738,203738
30Jul1998,202863,202863,202863,202863,202863,202863
31Jul1998,201983,201983,201983,201983,201983,201983
01Aug1998,201097,201097,201097,201097,201097,201097
02Aug1998,200199,200199,200199,200199,200199,200199
03Aug1998,199291,199291,199291,199291,199291,199291
04Aug1998,198378,198378,198378,198378,198378,198378
05Aug1998,197457,197457,197457,197457,197457,197457
06Aug1998,196529,196529,196529,196529,196529,196529
07Aug1998,195596,195596,195596,195596,195596,195596
08Aug1998,194658,194658,194658,194658,194658,194658
09Aug1998,193718,193718,193718,193718,193718,193718
10Aug1998,192772,192772,192772,192772,192772,192772
11Aug1998,191824,191824,191824,191824,191824,191824
12Aug1998,190871,190871,190871,190871,190871,190871
13Aug1998,189916,189916,189916,189916,189916,189916
14Aug1998,188960,188960,188960,188960,188960,188960
15Aug1998,187999,187999,187999,187999,187999,187999
16Aug1998,187036,187036,187036,187036,187036,187036
17Aug1998,186074,186074,186074,186074,186074,186074
18Aug1998,185111,185111,185111,185111,185111,185111
19Aug1998,184149,184149,184149,184149,184149,184149
20Aug1998,183403,183403,183403,183403,183403,183403
21Aug1998,182658,182658,182658,182658,182658,182658
22Aug1998,181694,181694,181694,181694,181694,181694
23Aug1998,180802,180802,180802,180802,180802,180802
24Aug1998,180053,180053,180053,180053,180053,180053
25Aug1998,179307,179307,179235,179307,179307,179235
26Aug1998,178341,178341,178269,178341,178341,178269
27Aug1998,177737,177737,177665,177737,177737,177665
28Aug1998,176765,176765,176693,176765,176765,176693
29Aug1998,175792,175792,175719,175792,175792,175719
30Aug1998,174963,174963,174819,174963,174963,174819
31Aug1998,174281,174281,174136,174281,174281,174136
01Sep1998,173529,173529,173384,173529,173529,173384
02Sep1998,172631,172631,172486,172631,172631,172486
03Sep1998,171661,171661,171517,171661,171661,171517
04Sep1998,170693,170693,170548,170693,170693,170548
05Sep1998,169746,169746,169602,169746,169746,169602
06Sep1998,168888,168888,168743,168888,168888,168743
07Sep1998,168065,168065,167920,168065,168065,167920
08Sep1998,167200,167200,167056,167200,167200,167056
09Sep1998,166297,166297,166153,166297,166297,166153
10Sep1998,165366,165366,165222,165366,165366,165222
11Sep1998,164424,164424,164280,164424,164424,164280
12Sep1998,163695,163695,163406,163695,163695,163406
13Sep1998,162963,162963,162674,162963,162963,162674
14Sep1998,162301,162301,162012,162301,162301,162012
15Sep1998,161637,161637,161348,161637,161637,161348
16Sep1998,160973,160973,160684,160973,160973,160684
17Sep1998,160811,160811,160522,160811,160811,160522
18Sep1998,160431,160431,160070,160431,160431,160070
19Sep1998,159831,159831,159470,159831,159831,159470
20Sep1998,159086,159086,158725,159086,159086,158725
21Sep1998,158412,158412,158051,158412,158412,158051
22Sep1998,157956,157956,157594,157956,157956,157594
23Sep1998,157715,157715,157354,157715,157715,157354
24Sep1998,157205,157205,156772,157205,157205,156772
25Sep1998,156562,156562,156128,156562,156562,156128
26Sep1998,155651,155651,155218,155651,155651,155218
27Sep1998,154923,154923,154417,154923,154923,154417
28Sep1998,154213,154213,153707,154213,154213,153707
29Sep1998,153655,153655,153149,153655,153655,153149
30Sep1998,152941,152941,152392,152941,152941,152403
01Oct1998,152626,152626,152110,152626,152626,152121
02Oct1998,152275,152274,151792,152274,152274,151802
03Oct1998,151920,151920,151470,151920,151920,151481
04Oct1998,151695,151695,151245,151695,151695,151256
05Oct1998,151434,151434,151017,151434,151433,151028
06Oct1998,151203,151203,150786,151203,151202,150797
07Oct1998,150969,150969,150585,150969,150968,150596
08Oct1998,150702,150701,150318,150701,150701,150329
09Oct1998,150434,150434,150083,150434,150434,150061
10Oct1998,150199,150199,149882,150199,150199,149859
11Oct1998,149931,149931,149647,149931,149931,149591
12Oct1998,149726,149726,149442,149726,149726,149386
13Oct1998,149521,149521,149270,149521,149521,149214
14Oct1998,149249,149249,149064,149249,149249,149009
15Oct1998,148945,148944,148825,148977,148977,148770
16Oct1998,148706,148705,148653,148738,148738,148564
17Oct1998,148532,148532,148480,148565,148565,148391
18Oct1998,148359,148359,148339,148392,148392,148251
19Oct1998,148117,148117,148097,148150,148150,148009
20Oct1998,147872,147872,147886,147905,147905,147797
21Oct1998,147627,147627,147674,147660,147660,147585
22Oct1998,147317,147317,147364,147350,147350,147275
23Oct1998,147140,147139,147219,147172,147172,147097
24Oct1998,147101,147100,147213,147133,147133,147091
25Oct1998,147004,147004,147183,147037,147037,147028
26Oct1998,146892,146891,147169,146924,146924,147015
27Oct1998,146696,146696,147040,146729,146729,146853
28Oct1998,146400,146399,146843,146433,146432,146655
29Oct1998,146105,146105,146548,146138,146137,146360
30Oct1998,145788,145787,146297,145820,145820,146109
31Oct1998,145614,145614,146123,145647,145647,145935
01Nov1998,145422,145421,146063,145454,145487,145875
02Nov1998,144992,144992,145765,145025,145057,145511
03Nov1998,144501,144501,145440,144534,144567,145153
04Nov1998,144032,144031,145069,144064,144097,144750
05Nov1998,143295,143295,144215,143256,143288,143829
06Nov1998,142306,142306,143175,142267,142300,142900
07Nov1998,141417,141417,142451,141378,141411,142110
08Nov1998,140335,140263,141251,140296,140256,140878
09Nov1998,139550,139477,140276,139510,139471,139975
10Nov1998,138727,138655,139440,138688,138648,139178
11Nov1998,137988,137916,138544,137949,137909,138322
12Nov1998,137325,137286,137724,137319,137279,137580
13Nov1998,136814,136775,137102,136808,136769,136925
14Nov1998,136282,136243,136597,136276,136236,136386
15Nov1998,135751,135711,136098,135744,135705,135888
16Nov1998,135027,134988,135441,135021,134982,135198
17Nov1998,134295,134255,134801,134288,134249,134564
18Nov1998,133631,133591,134053,133625,133585,133783
19Nov1998,132994,132954,133482,132987,132948,133212
20Nov1998,132353,132314,132835,132347,132307,132604
21Nov1998,131708,131669,132217,131702,131663,132025
22Nov1998,131238,131198,131740,131231,131192,131549
23Nov1998,131846,131806,132270,131839,131800,132223
24Nov1998,131660,131620,132216,131686,131647,132103
25Nov1998,131256,131217,131839,131283,131243,131660
26Nov1998,130945,130906,131594,130972,130933,131415
27Nov1998,130556,130517,131166,130583,130543,131026
28Nov1998,129852,129813,130594,129879,129840,130388
29Nov1998,129312,129272,130114,129338,129299,129841
30Nov1998,130476,130436,131302,130502,130463,131030
01Dec1998,129960,129921,131051,129987,129947,130613
02Dec1998,129201,129161,130163,129227,129188,129692
03Dec1998,129578,129539,130693,129605,129566,130123
04Dec1998,129041,129002,130279,129068,129029,129610
05Dec1998,128166,128127,129456,128226,128187,128754
06Dec1998,127210,127170,128600,127230,127191,127733
07Dec1998,126051,126012,127739,126105,126065,126773
08Dec1998,124945,124905,126825,124926,124887,125726
09Dec1998,123936,123824,125824,123877,123838,124626
10Dec1998,122883,122771,124813,122753,122713,123483
11Dec1998,121597,121485,123923,121466,121427,122461
12Dec1998,120377,120265,123100,120246,120240,121472
13Dec1998,119166,119054,122286,119069,119096,120559
14Dec1998,118018,117906,121363,117921,117947,119471
15Dec1998,116869,116758,120472,116733,116759,118415
16Dec1998,115849,115842,119532,115673,115700,117409
17Dec1998,115025,115019,118612,114883,114909,116423
18Dec1998,114192,114186,117681,114082,114109,115459
19Dec1998,113338,113332,116730,113228,113255,114508
20Dec1998,112399,112425,115766,112322,112349,113444
21Dec1998,111462,111489,114910,111386,111412,112390
22Dec1998,110467,110421,114035,110245,110272,111382
23Dec1998,109391,109346,113145,109170,109197,110361
24Dec1998,108171,108125,112249,108016,108042,109332
25Dec1998,107062,107016,111214,106973,106999,108198
26Dec1998,106114,106101,110202,106058,106085,107187
27Dec1998,105156,105144,109180,105133,105160,106132
28Dec1998,104231,104252,108158,104241,104268,105011
29Dec1998,103195,103215,107136,103238,103264,103988
30Dec1998,102118,102139,106213,102195,102221,102999
31Dec1998,101043,100991,105257,101047,101073,102010
01Jan1999,101140,101088,105354,101144,101171,102107
02Jan1999,101232,101180,105446,101235,101262,102199
03Jan1999,101321,101269,105535,101325,101352,102288
04Jan1999,101399,101347,105613,101403,101430,102366
05Jan1999,101475,101423,105689,101479,101506,102442
06Jan1999,101550,101498,105764,101554,101580,102517
07Jan1999,101622,101570,105836,101626,101653,102590
08Jan1999,101693,101641,105907,101697,101723,102660
09Jan1999,101753,101701,105966,101756,101783,102720
10Jan1999,101811,101759,106025,101815,101842,102778
11Jan1999,101868,101817,106082,101872,101899,102836
12Jan1999,101924,101872,106138,101928,101955,102891
13Jan1999,101978,101927,106192,101982,102009,102946
14Jan1999,102032,101980,106246,102036,102063,102999
15Jan1999,102161,102110,106375,102165,102192,103129
16Jan1999,102527,102476,106741,102531,102558,103495
17Jan1999,103054,103002,107267,103058,103084,104021
18Jan1999,105516,105465,109730,105520,105547,106484
19Jan1999,107057,107006,111271,107061,107088,108024
20Jan1999,109445,109393,113659,109449,109476,110412
21Jan1999,110714,110662,114928,110718,110745,111681
22Jan1999,111612,111561,115826,111616,111643,112580
23Jan1999,112640,112588,116854,112644,112671,113607
24Jan1999,113299,113247,117513,113303,113330,114266
25Jan1999,113823,113771,118037,113827,113854,114790
26Jan1999,114257,114205,118471,114261,114288,115224
27Jan1999,114628,114576,118841,114632,114659,115595
28Jan1999,114954,114902,119167,114958,114984,115921
29Jan1999,115254,115203,119468,115258,115285,116221
30Jan1999,115540,115488,119753,115544,115570,116507
31Jan1999,115809,115757,120022,115813,115840,116776
01Feb1999,116060,116008,120273,116064,116090,117027
02Feb1999,116306,116254,120520,116310,116337,117273
03Feb1999,116560,116508,120773,116564,116590,117527
04Feb1999,116821,116769,121034,116825,116851,117788
05Feb1999,117063,117011,121276,117067,117094,118030
06Feb1999,117338,117286,121551,117342,117369,118305
07Feb1999,118691,118639,122904,118695,118722,119658
08Feb1999,119563,119511,123776,119567,119593,120530
09Feb1999,121530,121478,125743,121533,121560,122497
10Feb1999,122658,122606,126870,122661,122688,123625
11Feb1999,123515,123463,127728,123519,123546,124482
12Feb1999,124255,124203,128468,124259,124286,125222
13Feb1999,124903,124852,129116,124907,124934,125870
14Feb1999,125487,125435,129700,125491,125518,126454
15Feb1999,126003,125951,130215,126007,126033,126970
16Feb1999,126528,126476,130741,126532,126559,127495
17Feb1999,127609,127557,131821,127613,127640,128576
18Feb1999,128399,128348,132612,128403,128430,129366
19Feb1999,129012,128961,133225,129016,129043,129979
20Feb1999,129542,129491,133755,129546,129573,130509
21Feb1999,130006,129954,134218,130010,130037,130973
22Feb1999,130420,130368,134632,130424,130450,131387
23Feb1999,130799,130747,135011,130803,130829,131765
24Feb1999,131158,131106,135370,131162,131189,132125
25Feb1999,131498,131447,135710,131502,131529,132465
26Feb1999,131792,131740,136004,131796,131823,132759
27Feb1999,132095,132043,136307,132099,132126,133062
28Feb1999,132721,132670,136933,132725,132752,133688
01Mar1999,134382,134330,138554,134419,134446,135382
02Mar1999,135387,135335,139447,135351,135378,136347
03Mar1999,136343,136291,140325,136308,136334,137192
04Mar1999,137108,137056,141050,137073,137100,137918
05Mar1999,137626,137574,141562,137624,137650,138429
06Mar1999,138068,138017,141965,138066,138021,138832
07Mar1999,138377,138326,142162,138375,138330,139141
08Mar1999,138671,138619,142377,138596,138551,139395
09Mar1999,138922,138871,142589,138848,138802,139647
10Mar1999,139094,139043,142755,139020,138974,139852
11Mar1999,139297,139245,142918,139222,139177,140054
12Mar1999,139483,139431,143065,139408,139363,140241
13Mar1999,139596,139544,143138,139521,139475,140353
14Mar1999,139639,139587,143247,139630,139585,140462
15Mar1999,139619,139567,143221,139643,139598,140475
16Mar1999,139644,139593,143207,139669,139623,140501
17Mar1999,139674,139622,143269,139731,139686,140563
18Mar1999,139824,139772,143413,139882,139836,140675
19Mar1999,139949,139897,143571,140006,139961,140799
20Mar1999,140140,140089,143684,140126,140080,140985
21Mar1999,140273,140221,143698,140219,140173,140999
22Mar1999,140433,140382,143774,140379,140334,141114
23Mar1999,140568,140516,143830,140514,140468,141315
24Mar1999,140781,140730,143926,140727,140682,141483
25Mar1999,141020,140968,144125,140966,140921,141755
26Mar1999,141382,141330,144481,141328,141282,142077
27Mar1999,141794,141742,144808,141740,141694,142371
28Mar1999,142092,142040,145027,142038,141993,142663
29Mar1999,142354,142303,145211,142300,142255,142847
30Mar1999,142659,142608,145359,142566,142521,143140
31Mar1999,142916,142865,145570,142823,142777,143496
01Apr1999,143256,143204,145864,143196,143150,143790
02Apr1999,143498,143446,146100,143471,143425,144065
03Apr1999,143689,143637,146212,143589,143544,144249
04Apr1999,143927,143875,146299,143828,143782,144521
05Apr1999,144153,144101,146374,144053,144008,144668
06Apr1999,144282,144230,146457,144215,144170,144823
07Apr1999,144212,144160,146242,144146,144100,144609
08Apr1999,144299,144248,146257,144233,144188,144624
09Apr1999,144145,144093,146031,144079,144033,144470
10Apr1999,143966,143914,145779,143900,143854,144219
11Apr1999,143872,143820,145540,143733,143688,143980
12Apr1999,143899,143848,145423,143761,143715,143935
13Apr1999,144038,143986,145344,143900,143854,143929
14Apr1999,144373,144321,145390,144234,144189,144047
15Apr1999,144757,144706,145630,144619,144573,144359
16Apr1999,145278,145226,146078,145139,145094,144807
17Apr1999,146047,145996,146630,145909,145863,145432
18Apr1999,147114,147062,147480,146903,146858,146282
19Apr1999,148478,148426,148699,148267,148221,147501
20Apr1999,150026,149975,150031,149816,149770,148905
21Apr1999,151623,151499,151410,151340,151294,150357
22Apr1999,153021,152897,152592,152666,152620,151683
23Apr1999,154126,154002,153697,153771,153726,152789
24Apr1999,155209,155085,154707,154853,154808,153871
25Apr1999,156526,156402,155880,156171,156125,155044
26Apr1999,158200,158076,157337,157773,157727,156574
27Apr1999,159752,159629,158817,159253,159207,158054
28Apr1999,161183,161060,160341,160684,160638,159512
29Apr1999,161983,161859,161622,161845,161799,160633
30Apr1999,162845,162721,162393,162635,162589,161674
01May1999,162486,162362,162299,162309,162263,161579
02May1999,162249,162125,162392,162138,162092,161673
03May1999,161681,161557,162154,161602,161557,161402
04May1999,160886,160762,161757,160808,160762,161004
05May1999,160077,161544,161179,161623,161577,160426
06May1999,161332,161097,160830,161175,161130,161669
07May1999,161219,160984,162441,161095,161050,161688
08May1999,161158,160923,162578,161067,161022,161825
09May1999,160997,160761,162648,160939,160894,161896
10May1999,160819,162319,162669,160762,160716,161883
11May1999,162632,162396,162944,162574,162529,162125
12May1999,163159,162923,163603,163233,163188,162784
13May1999,163641,163406,164218,163848,163802,163399
14May1999,163719,163616,164428,164058,164013,163609
15May1999,163671,163568,164413,164010,163965,163562
16May1999,163732,163629,164540,164104,164059,163655
17May1999,163964,163861,165069,164336,164290,163887
18May1999,164375,164272,166075,164747,164702,164299
19May1999,164971,164868,167299,165343,165298,164928
20May1999,165747,165644,168703,166119,166074,165703
21May1999,166772,166668,170389,167144,167098,166827
22May1999,168459,168355,172637,168831,168785,168911
23May1999,170719,170616,175360,171091,171045,171634
24May1999,173809,173706,178980,174181,174136,175253
25May1999,177291,177188,183023,177663,177618,179297
26May1999,180584,180481,186865,180877,180832,183140
27May1999,183934,183863,190442,183826,183853,186716
28May1999,186431,186394,193534,186555,186582,189809
29May1999,188176,188304,195807,188829,188856,192082
30May1999,189826,190219,197722,190743,190770,193997
31May1999,191955,192348,199850,192872,192899,196125
01Jun1999,194292,194685,202591,195209,195236,198867
02Jun1999,196506,196899,204648,197423,197450,201451
03Jun1999,197995,198388,206020,198912,198939,202823
04Jun1999,198971,199364,206905,199888,199915,203710
05Jun1999,200078,200470,207922,200995,201022,204727
06Jun1999,201311,201614,209066,202139,202166,205870
07Jun1999,202275,202579,210030,203103,203130,206835
08Jun1999,203020,203323,210774,203848,203875,207579
09Jun1999,203620,203923,211374,204448,204475,208179
10Jun1999,204133,204436,211885,204960,204987,208691
11Jun1999,204732,205035,212485,205559,205586,209290
12Jun1999,205400,205703,213152,206227,206254,209958
13Jun1999,206097,206400,213849,206924,206951,210655
14Jun1999,206784,207088,214536,207612,207639,211342
15Jun1999,207402,207705,215152,208229,208256,211959
16Jun1999,207868,208171,215178,208695,208722,212424
17Jun1999,208101,208404,215178,208928,208955,212657
18Jun1999,208278,208582,215178,209105,209132,212835
19Jun1999,208280,208583,215178,209107,209133,212835
20Jun1999,208139,208442,215037,208965,208992,212694
21Jun1999,207971,208274,214868,208798,208824,212526
22Jun1999,207863,208166,214688,208762,208789,212418
23Jun1999,207818,208121,214426,208717,208744,212228
24Jun1999,207620,207923,214083,208519,208546,211885
25Jun1999,207184,207482,213638,208075,208102,211441
26Jun1999,206658,206956,213112,207549,207576,210915
27Jun1999,206071,206369,212525,206963,206989,210328
28Jun1999,205444,205742,211898,206335,206362,209701
29Jun1999,204777,205074,211229,205667,205694,209033
30Jun1999,204088,204386,210541,204979,205006,208344
01Jul1999,203057,203355,209476,203914,203941,207279
02Jul1999,201926,202224,208312,202784,202811,206116
03Jul1999,200710,201008,207095,201568,201595,204899
04Jul1999,199475,199772,205826,200332,200359,203630
05Jul1999,198351,198649,204669,199176,199203,202473
06Jul1999,197303,197601,203587,198127,198154,201425
07Jul1999,196272,196569,202556,197096,197123,200393
08Jul1999,195127,195425,201345,195919,195946,199183
09Jul1999,193872,194170,200056,194663,194690,197927
10Jul1999,192640,192937,198823,193431,193458,196694
11Jul1999,191464,191761,197580,192222,192248,195452
12Jul1999,190244,190542,196361,191002,191029,194232
13Jul1999,189123,189420,195139,189880,189907,193044
14Jul1999,188034,188332,194017,188792,188819,191955
15Jul1999,186832,187130,192815,187590,187617,190753
16Jul1999,185589,185886,191571,186346,186373,189509
17Jul1999,184506,184803,190455,185264,185291,188426
18Jul1999,183419,183716,189301,184176,184203,187306
19Jul1999,182261,182559,188110,183019,183045,186115
20Jul1999,181165,181463,186981,181923,181949,185018
21Jul1999,180098,180395,185847,180855,180882,183918
22Jul1999,179028,179326,184777,179786,179813,182848
23Jul1999,178021,178318,183669,178778,178805,181774
24Jul1999,177077,177374,182692,177834,177861,180830
25Jul1999,176096,176393,181711,176853,176880,179849
26Jul1999,174948,175245,180529,175705,175731,178700
27Jul1999,173894,174191,179408,174651,174678,177613
28Jul1999,172803,173101,178284,173560,173587,176522
29Jul1999,171711,172008,177191,172467,172494,175429
30Jul1999,170516,170814,175963,171273,171300,174201
31Jul1999,169453,169750,174866,170209,170236,173137
01Aug1999,168356,168653,173768,169112,169139,172040
02Aug1999,167257,167554,172669,168013,168040,170940
03Aug1999,166269,166566,171609,167026,167053,169880
04Aug1999,165352,165649,170586,166109,166136,168858
05Aug1999,164357,164654,169418,165113,165140,167690
06Aug1999,163330,163627,168286,164087,164113,166558
07Aug1999,162240,162536,167089,162996,163023,165362
08Aug1999,161436,161733,166180,162192,162219,164525
09Aug1999,160515,160779,165021,161133,161159,163366
10Aug1999,159634,159898,164068,160252,160279,162485
11Aug1999,158672,158935,163071,159289,159316,161522
12Aug1999,157817,158080,162111,158401,158356,160561
13Aug1999,157181,157445,161092,157693,157647,159543
14Aug1999,156366,156629,160276,156878,156832,158727
15Aug1999,155503,155767,159308,156015,155969,157792
16Aug1999,154783,155047,158449,155295,155249,156967
17Aug1999,153956,154219,157588,154468,154422,156106
18Aug1999,153121,153384,156753,153632,153587,155270
19Aug1999,152325,152588,155890,152836,152791,154408
20Aug1999,151789,152053,155255,152235,152189,153773
21Aug1999,151068,151331,154428,151441,151395,152946
22Aug1999,150452,150715,153739,150825,150779,152330
23Aug1999,150017,150280,153172,150357,150312,151763
24Aug1999,149264,149528,152419,149604,149559,151010
25Aug1999,148396,148660,151550,148736,148691,150142
26Aug1999,147702,147965,150822,148041,147996,149447
27Aug1999,147310,147540,150258,147583,147538,148883
28Aug1999,146544,146775,149460,146818,146773,148118
29Aug1999,145776,146006,148690,146049,146004,147349
30Aug1999,145118,145348,147927,145319,145274,146619
31Aug1999,144361,144592,147170,144563,144517,145862
01Sep1999,143636,143866,146412,143837,143792,145103
02Sep1999,142870,143100,145612,143071,143025,144337
03Sep1999,141958,142188,144628,142159,142114,143353
04Sep1999,141261,141491,143858,141462,141417,142656
05Sep1999,140492,140722,142944,140693,140648,141742
06Sep1999,139794,140024,142029,139995,139949,140899
07Sep1999,139095,139325,141330,139296,139251,140200
08Sep1999,138325,138555,140526,138526,138481,139430
09Sep1999,137553,137710,139609,137681,137636,138513
10Sep1999,136925,137083,138837,137054,137009,137885
11Sep1999,136298,136455,138137,136426,136381,137185
12Sep1999,135597,135755,137403,135726,135681,136485
13Sep1999,135081,135238,136887,135209,135164,135968
14Sep1999,134564,134688,136231,134587,134542,135313
15Sep1999,134231,134356,135865,134254,134209,134947
16Sep1999,133963,134088,135531,133987,133941,134613
17Sep1999,133843,133967,135183,133833,133788,134298
18Sep1999,133582,133706,134790,133572,133494,133971
19Sep1999,133285,133409,134354,133203,133124,133535
20Sep1999,132848,132972,133845,132766,132687,133026
21Sep1999,132224,132348,133155,132142,132064,132369
22Sep1999,131965,132089,132724,131850,131771,131938
23Sep1999,131612,131736,132299,131497,131418,131513
24Sep1999,131181,131305,131868,131066,130988,131082
25Sep1999,130704,130828,131319,130589,130511,130533
26Sep1999,130148,130273,130618,130033,129955,129905
27Sep1999,129519,129643,129917,129404,129326,129204
28Sep1999,128889,129014,129254,128774,128696,128541
29Sep1999,128449,128574,128781,128334,128256,128068
30Sep1999,127725,127849,128030,127610,127532,127320
01Oct1999,127451,127576,127823,127336,127258,127112
02Oct1999,127178,127302,127549,127063,126984,126872
03Oct1999,126904,127028,127308,126789,126711,126631
04Oct1999,126663,126821,127101,126581,126503,126423
05Oct1999,126423,126580,126926,126341,126262,126249
06Oct1999,126219,126377,126723,126137,126059,126046
07Oct1999,126150,126307,126720,126101,126023,126043
08Oct1999,126013,126170,126649,125964,125886,125971
09Oct1999,125874,126031,126543,125825,125747,125866
10Oct1999,125735,125893,126470,125686,125608,125793
11Oct1999,125563,125720,126297,125514,125436,125620
12Oct1999,125423,125581,126191,125408,125329,125514
13Oct1999,125317,125474,126118,125301,125223,125441
14Oct1999,125144,125301,126011,125161,125083,125334
15Oct1999,125036,125194,125903,125054,124975,125226
16Oct1999,124896,125053,125829,124913,124835,125152
17Oct1999,124822,124979,125788,124839,124761,125111
18Oct1999,124780,124937,125779,124798,124719,125102
19Oct1999,124706,124863,125738,124723,124645,125061
20Oct1999,124598,124788,125696,124648,124570,125019
21Oct1999,124489,124680,125620,124540,124461,124944
22Oct1999,124296,124486,125427,124347,124268,124750
23Oct1999,124145,124335,125342,124195,124117,124665
24Oct1999,124192,124383,125422,124243,124164,124746
25Oct1999,124240,124430,125470,124290,124212,124793
26Oct1999,124287,124477,125517,124337,124259,124840
27Oct1999,124262,124452,125525,124346,124267,124849
28Oct1999,124477,124667,125740,124561,124482,125064
29Oct1999,124288,124478,125551,124372,124293,124875
30Oct1999,124085,124275,125348,124169,124090,124672
31Oct1999,124094,124284,125423,124178,124099,124747
01Nov1999,123978,124168,125406,124095,124016,124697
02Nov1999,123852,124042,125346,123968,123890,124603
03Nov1999,123522,123712,125148,123639,123560,124340
04Nov1999,123155,123345,124913,123271,123193,124105
05Nov1999,122786,122976,124578,122903,122824,123769
06Nov1999,122284,122474,124142,122400,122322,123300
07Nov1999,121667,121857,123518,121783,121705,122677
08Nov1999,121203,121321,123075,121247,121169,122273
09Nov1999,120801,120919,122667,120846,120767,121832
10Nov1999,120366,120484,122259,120410,120332,121496
11Nov1999,119929,120047,121782,119973,119895,121019
12Nov1999,119639,119684,121453,119610,119532,120656
13Nov1999,119388,119434,121157,119360,119282,120361
14Nov1999,119018,119063,120708,118990,118912,119912
15Nov1999,118736,118782,120387,118741,118663,119591
16Nov1999,118448,118494,119987,118453,118375,119191
