date,Control,OldFireModel_Moderate_Control,OldFireModel_Extreme_Control,Treatment,OldFireModel_Moderate_Treatment,OldFireModel_Extreme_Treatment
01Oct1980,129284,129284,129284,129284,129284,129284
02Oct1980,128753,128753,128753,128753,128753,128753
03Oct1980,128142,128142,128142,128142,128142,128142
04Oct1980,127275,127275,127275,127275,127275,127275
05Oct1980,126258,126258,126258,126258,126258,126258
06Oct1980,125531,125531,125531,125531,125531,125531
07Oct1980,124681,124681,124681,124681,124681,124681
08Oct1980,123982,123982,123982,123982,123982,123982
09Oct1980,123362,123362,123362,123362,123362,123362
10Oct1980,122552,122552,122552,122552,122552,122552
11Oct1980,121939,121939,121939,121939,121939,121939
12Oct1980,121307,121307,121307,121307,121307,121307
13Oct1980,120627,120627,120627,120627,120627,120627
14Oct1980,120002,120002,120002,120002,120002,120002
15Oct1980,119523,119523,119523,119523,119523,119523
16Oct1980,118917,118917,118917,118917,118917,118917
17Oct1980,118349,118349,118349,118349,118349,118349
18Oct1980,117837,117837,117837,117837,117837,117837
19Oct1980,117295,117295,117295,117295,117295,117295
20Oct1980,116753,116753,116753,116753,116753,116753
21Oct1980,116247,116247,116247,116247,116247,116247
22Oct1980,115898,115898,115898,115898,115898,115898
23Oct1980,115536,115536,115536,115536,115536,115536
24Oct1980,114903,114903,114903,114903,114903,114903
25Oct1980,114357,114357,114357,114357,114357,114357
26Oct1980,114029,114029,114029,114029,114029,114029
27Oct1980,113695,113695,113695,113695,113695,113695
28Oct1980,113402,113402,113402,113402,113402,113402
29Oct1980,113156,113156,113123,113156,113156,113156
30Oct1980,112911,112911,112878,112911,112911,112911
31Oct1980,112801,112801,112768,112801,112801,112801
01Nov1980,112518,112518,112485,112518,112518,112446
02Nov1980,112274,112274,112241,112274,112274,112201
03Nov1980,112062,112062,111957,112062,112062,111917
04Nov1980,111962,111962,111889,111962,111962,111850
05Nov1980,111827,111827,111755,111827,111827,111716
06Nov1980,111430,111430,111357,111396,111396,111318
07Nov1980,111259,111259,111220,111226,111226,111181
08Nov1980,111023,111023,110984,110990,110990,110944
09Nov1980,110613,110613,110607,110580,110652,110567
10Nov1980,110446,110446,110440,110413,110486,110401
11Nov1980,110273,110273,110267,110240,110312,110228
12Nov1980,110139,110139,110133,110106,110178,110093
13Nov1980,110031,110031,110025,109998,110070,109985
14Nov1980,109874,109874,109868,109841,109913,109828
15Nov1980,109688,109688,109682,109655,109727,109642
16Nov1980,109527,109527,109521,109494,109566,109481
17Nov1980,109213,109213,109207,109180,109252,109167
18Nov1980,109088,109088,109082,109055,109127,109042
19Nov1980,108895,108895,108889,108862,108935,108850
20Nov1980,108735,108735,108729,108702,108774,108690
21Nov1980,108574,108574,108568,108541,108613,108529
22Nov1980,108373,108373,108367,108340,108413,108328
23Nov1980,108189,108189,108249,108156,108228,108209
24Nov1980,108078,108078,108138,108045,108117,108099
25Nov1980,107958,107958,108018,107925,107997,107979
26Nov1980,107772,107772,107832,107739,107811,107792
27Nov1980,107650,107650,107709,107616,107689,107670
28Nov1980,107442,107442,107502,107409,107482,107463
29Nov1980,107334,107334,107460,107301,107373,107421
30Nov1980,107082,107082,107135,107049,107049,107096
01Dec1980,106763,106763,106850,106730,106730,106778
02Dec1980,106577,106577,106657,106544,106544,106552
03Dec1980,106482,106482,106622,106449,106449,106517
04Dec1980,106646,106646,106814,106613,106613,106675
05Dec1980,106423,106456,106584,106423,106422,106412
06Dec1980,106156,106189,106377,106156,106156,106107
07Dec1980,105770,105803,106051,105770,105770,105747
08Dec1980,105448,105481,105789,105448,105448,105420
09Dec1980,105270,105303,105565,105270,105270,105235
10Dec1980,105061,105094,105489,105061,105061,105125
11Dec1980,104946,104979,105428,104946,104946,104965
12Dec1980,104648,104681,105150,104648,104648,104726
13Dec1980,104308,104374,104831,104341,104341,104479
14Dec1980,103972,104038,104521,104005,104005,104137
15Dec1980,103571,103637,104247,103604,103604,103869
16Dec1980,103390,103456,104092,103423,103423,103648
17Dec1980,103235,103302,103820,103268,103268,103415
18Dec1980,103003,103069,103608,103036,103036,103242
19Dec1980,102802,102723,103461,102690,102690,103062
20Dec1980,102554,102476,103207,102443,102443,102775
21Dec1980,102321,102275,102928,102209,102209,102503
22Dec1980,102148,102102,102670,102036,102036,102284
23Dec1980,101984,101939,102395,101873,101873,102154
24Dec1980,101941,101968,102234,101902,101902,102032
25Dec1980,101861,101887,102069,101821,101821,102018
26Dec1980,101734,101761,101864,101728,101695,101885
27Dec1980,101576,101603,101700,101569,101536,101720
28Dec1980,101272,101299,101423,101266,101233,101377
29Dec1980,100926,100953,101136,100920,100959,101058
30Dec1980,100569,100596,100806,100563,100602,100695
31Dec1980,100275,100302,100473,100203,100308,100434
01Jan1981,100057,100083,100255,99984,100090,100216
02Jan1981,99833,99860,100031,99761,99866,99992
03Jan1981,99620,99646,99818,99547,99653,99779
04Jan1981,99465,99492,99663,99393,99498,99624
05Jan1981,99276,99303,99474,99204,99309,99435
06Jan1981,99067,99094,99265,98995,99100,99226
07Jan1981,98845,98872,99043,98773,98878,99004
08Jan1981,98621,98647,98819,98548,98654,98780
09Jan1981,98392,98419,98590,98320,98425,98551
10Jan1981,98162,98188,98360,98089,98195,98321
11Jan1981,97925,97952,98124,97853,97958,98084
12Jan1981,97682,97709,97880,97610,97715,97841
13Jan1981,97438,97465,97636,97365,97471,97597
14Jan1981,97191,97218,97390,97119,97224,97350
15Jan1981,96942,96969,97140,96870,96975,97101
16Jan1981,96711,96738,96910,96639,96745,96871
17Jan1981,96495,96522,96693,96423,96528,96654
18Jan1981,96273,96299,96471,96200,96306,96432
19Jan1981,96047,96074,96245,95975,96080,96206
20Jan1981,95815,95842,96014,95743,95848,95974
21Jan1981,95596,95622,95794,95523,95629,95755
22Jan1981,95405,95432,95603,95332,95438,95564
23Jan1981,95401,95428,95599,95329,95434,95560
24Jan1981,95423,95450,95621,95351,95456,95582
25Jan1981,95365,95392,95563,95293,95398,95524
26Jan1981,95247,95274,95445,95175,95280,95406
27Jan1981,95268,95295,95466,95196,95301,95427
28Jan1981,95289,95315,95487,95216,95322,95448
29Jan1981,95303,95329,95501,95230,95336,95462
30Jan1981,95323,95350,95522,95251,95357,95483
31Jan1981,95351,95378,95550,95279,95384,95510
01Feb1981,95392,95419,95590,95320,95425,95551
02Feb1981,95472,95499,95671,95400,95505,95631
03Feb1981,95549,95575,95747,95476,95582,95708
04Feb1981,95623,95649,95821,95550,95656,95782
05Feb1981,95697,95724,95895,95624,95730,95856
06Feb1981,95770,95797,95968,95698,95803,95929
07Feb1981,95839,95866,96037,95767,95872,95998
08Feb1981,95895,95922,96093,95823,95928,96054
09Feb1981,95940,95967,96139,95868,95973,96099
10Feb1981,95982,96008,96180,95909,96015,96141
11Feb1981,96051,96078,96249,95979,96084,96210
12Feb1981,96125,96152,96323,96052,96158,96284
13Feb1981,96457,96484,96655,96385,96490,96616
14Feb1981,97874,97901,98072,97802,97907,98033
15Feb1981,98528,98555,98726,98455,98561,98687
16Feb1981,99295,99321,99493,99222,99328,99454
17Feb1981,100117,100144,100315,100044,100150,100276
18Feb1981,100821,100848,101019,100749,100854,100980
19Feb1981,101753,101780,101951,101680,101786,101912
20Feb1981,102553,102579,102751,102480,102586,102712
21Feb1981,103165,103192,103363,103093,103198,103324
22Feb1981,103733,103759,103931,103660,103766,103892
23Feb1981,104298,104325,104497,104226,104331,104457
24Feb1981,104792,104819,104990,104719,104825,104951
25Feb1981,105241,105268,105439,105169,105274,105400
26Feb1981,105633,105660,105831,105561,105666,105792
27Feb1981,106010,106037,106208,105938,106043,106169
28Feb1981,106357,106384,106555,106285,106390,106516
01Mar1981,106687,106714,106885,106614,106720,106846
02Mar1981,106987,107013,107185,106914,107020,107146
03Mar1981,107271,107297,107469,107198,107304,107430
04Mar1981,107566,107593,107765,107494,107599,107725
05Mar1981,107860,107887,108058,107788,107893,108019
06Mar1981,108152,108179,108350,108080,108185,108311
07Mar1981,108442,108469,108640,108369,108475,108601
08Mar1981,108729,108756,108928,108657,108762,108888
09Mar1981,109015,109042,109213,108943,109048,109174
10Mar1981,109299,109326,109497,109227,109332,109458
11Mar1981,109581,109608,109779,109509,109614,109740
12Mar1981,109861,109887,110059,109788,109894,110020
13Mar1981,110138,110165,110337,110066,110171,110297
14Mar1981,110414,110441,110612,110342,110447,110573
15Mar1981,110658,110685,110856,110586,110691,110817
16Mar1981,110918,110945,111116,110846,110951,111077
17Mar1981,111181,111208,111379,111109,111214,111340
18Mar1981,111447,111474,111645,111375,111480,111606
19Mar1981,111743,111770,111941,111671,111776,111902
20Mar1981,112042,112069,112240,111970,112075,112201
21Mar1981,112371,112398,112569,112299,112404,112530
22Mar1981,112745,112771,112943,112672,112778,112904
23Mar1981,113204,113231,113402,113132,113237,113363
24Mar1981,113669,113696,113867,113596,113702,113828
25Mar1981,114681,114708,114879,114609,114714,114840
26Mar1981,115394,115421,115592,115322,115427,115553
27Mar1981,115859,115886,116057,115786,115892,116018
28Mar1981,116314,116340,116512,116241,116347,116472
29Mar1981,116758,116785,116957,116686,116791,116917
30Mar1981,117149,117176,117348,117077,117182,117308
31Mar1981,117515,117542,117713,117443,117548,117674
01Apr1981,117889,117916,118087,117817,117922,118048
02Apr1981,118221,118248,118419,118148,118254,118380
03Apr1981,118540,118566,118738,118467,118573,118698
04Apr1981,118906,118932,119104,118833,118939,119064
05Apr1981,119365,119391,119563,119292,119398,119524
06Apr1981,119903,119929,120101,119830,119936,120062
07Apr1981,120444,120471,120642,120372,120477,120603
08Apr1981,120973,121000,121171,120901,121006,121132
09Apr1981,121551,121578,121749,121479,121584,121710
10Apr1981,122133,122160,122331,122061,122166,122292
11Apr1981,122656,122682,122854,122583,122689,122814
12Apr1981,123165,123192,123363,123093,123198,123324
13Apr1981,123726,123752,123924,123653,123759,123884
14Apr1981,124416,124443,124614,124344,124449,124575
15Apr1981,125206,125233,125404,125134,125239,125365
16Apr1981,126032,126059,126230,125960,126065,126191
17Apr1981,126911,126938,127109,126839,126944,127070
18Apr1981,127895,127922,128093,127823,127928,128054
19Apr1981,128839,128865,129037,128766,128872,128997
20Apr1981,129674,129701,129872,129602,129707,129833
21Apr1981,130667,130694,130865,130595,130700,130826
22Apr1981,131953,131980,132151,131881,131986,132112
23Apr1981,133689,133716,133887,133617,133722,133848
24Apr1981,135797,135824,135995,135725,135830,135956
25Apr1981,137939,137966,138137,137867,137972,138098
26Apr1981,139734,139761,139932,139662,139767,139893
27Apr1981,141194,141221,141392,141122,141227,141353
28Apr1981,142754,142781,142952,142682,142787,142913
29Apr1981,144609,144635,144806,144537,144642,144767
30Apr1981,146834,146861,147032,146762,146867,146993
01May1981,149136,149163,149334,149064,149169,149295
02May1981,151052,151079,151250,150980,151085,151211
03May1981,152542,152569,152740,152470,152575,152701
04May1981,153785,153812,153982,153713,153818,153943
05May1981,154887,154914,155084,154815,154920,155045
06May1981,155829,155855,156026,155757,155862,155987
07May1981,156664,156691,156862,156592,156697,156823
08May1981,157467,157493,157664,157395,157500,157625
09May1981,158292,158318,158489,158220,158325,158450
10May1981,159102,159129,159300,159030,159135,159261
11May1981,159879,159906,160076,159807,159912,160037
12May1981,160603,160629,160800,160531,160636,160761
13May1981,161311,161338,161508,161239,161344,161469
14May1981,161984,162011,162182,161912,162017,162143
15May1981,162623,162649,162820,162551,162656,162781
16May1981,163187,163214,163385,163115,163220,163346
17May1981,163696,163723,163894,163624,163729,163855
18May1981,164675,164701,164872,164603,164708,164833
19May1981,165619,165646,165816,165547,165652,165777
20May1981,166332,166358,166529,166260,166365,166490
21May1981,166949,166976,167147,166877,166982,167108
22May1981,167510,167537,167708,167438,167543,167669
23May1981,167986,168013,168184,167914,168019,168145
24May1981,168438,168465,168636,168366,168471,168597
25May1981,168972,168999,169169,168900,169005,169130
26May1981,169637,169664,169835,169565,169670,169796
27May1981,170207,170234,170405,170135,170240,170366
28May1981,170700,170727,170898,170628,170733,170859
29May1981,171158,171185,171356,171086,171191,171317
30May1981,171436,171462,171633,171364,171469,171594
31May1981,171634,171661,171831,171562,171667,171792
01Jun1981,171944,171970,172141,171872,171977,172102
02Jun1981,172037,172063,172234,171965,172070,172195
03Jun1981,172098,172125,172295,172026,172131,172256
04Jun1981,172362,172389,172559,172290,172395,172520
05Jun1981,172376,172403,172573,172304,172409,172534
06Jun1981,172365,172391,172562,172293,172397,172523
07Jun1981,172332,172359,172529,172260,172365,172490
08Jun1981,172531,172557,172728,172459,172563,172689
09Jun1981,172457,172483,172654,172385,172489,172615
10Jun1981,172378,172405,172575,172306,172411,172536
11Jun1981,172551,172578,172748,172479,172584,172709
12Jun1981,172434,172461,172631,172362,172467,172592
13Jun1981,172304,172330,172501,172232,172336,172462
14Jun1981,172163,172189,172360,172091,172196,172321
15Jun1981,172281,172308,172478,172210,172314,172440
16Jun1981,172096,172123,172293,172025,172129,172254
17Jun1981,171891,171918,172088,171819,171924,172049
18Jun1981,171945,171971,172142,171873,171978,172103
19Jun1981,171700,171727,171897,171628,171733,171858
20Jun1981,171430,171457,171627,171358,171463,171588
21Jun1981,171153,171180,171350,171082,171186,171312
22Jun1981,171145,171172,171342,171073,171178,171303
23Jun1981,170836,170862,171033,170764,170869,170994
24Jun1981,170518,170544,170715,170446,170551,170676
25Jun1981,170467,170493,170663,170395,170499,170625
26Jun1981,170124,170150,170321,170052,170156,170282
27Jun1981,169766,169793,169963,169694,169799,169924
28Jun1981,169398,169424,169594,169326,169430,169555
29Jun1981,169298,169325,169495,169226,169331,169456
30Jun1981,168909,168936,169106,168837,168942,169067
01Jul1981,168389,168416,168547,168351,168455,168580
02Jul1981,167871,167898,168029,167833,167937,168062
03Jul1981,167500,167527,167585,167461,167566,167691
04Jul1981,167133,167159,167146,167094,167199,167324
05Jul1981,166499,166526,166440,166461,166565,166618
06Jul1981,165858,165917,165759,165852,165956,166009
07Jul1981,165214,165274,165004,165242,165313,165327
08Jul1981,164683,164742,164433,164710,164782,164723
09Jul1981,164373,164432,163834,164328,164399,164196
10Jul1981,163846,163905,163340,163801,163872,163702
11Jul1981,163311,163370,162766,163266,163337,163095
12Jul1981,162776,162836,162159,162731,162803,162560
13Jul1981,162240,162299,161583,162195,162266,161984
14Jul1981,161736,161796,160968,161691,161763,161442
15Jul1981,161193,161253,160353,161148,161220,160826
16Jul1981,160616,160676,159776,160571,160643,160249
17Jul1981,160006,160065,159232,159961,160032,159672
18Jul1981,159395,159455,158622,159350,159422,159061
19Jul1981,158817,158877,158077,158772,158844,158483
20Jul1981,158166,158259,157242,158154,158226,157793
21Jul1981,157620,157713,156623,157536,157607,157175
22Jul1981,157041,157133,155966,156957,157028,156589
23Jul1981,156389,156481,155347,156305,156376,155937
24Jul1981,155730,155823,154360,155646,155718,155023
25Jul1981,155144,155236,153735,155060,155131,154364
26Jul1981,154564,154656,153221,154480,154551,153784
27Jul1981,153944,154036,152595,153860,153931,153230
28Jul1981,153068,153160,151779,153017,153055,152381
29Jul1981,152520,152612,151192,152469,152507,151761
30Jul1981,152083,152176,150611,152032,152070,151180
31Jul1981,151574,151666,149990,151523,151561,150559
01Aug1981,151021,151114,149399,150898,151008,149934
02Aug1981,150429,150521,148767,150305,150416,149270
03Aug1981,149764,149856,148024,149641,149751,148566
04Aug1981,149144,149236,147214,149021,149131,147940
05Aug1981,148708,148800,146706,148584,148695,147504
06Aug1981,148244,148337,146308,148121,148231,147106
07Aug1981,147774,147867,145800,147651,147762,146670
08Aug1981,147232,147324,145323,147109,147219,146194
09Aug1981,146834,146926,144814,146711,146821,145756
10Aug1981,146363,146311,144259,146095,146206,145168
11Aug1981,145814,145761,143625,145401,145584,144501
12Aug1981,145342,145290,143187,144963,145146,144063
13Aug1981,144871,144819,142749,144492,144675,143625
14Aug1981,144433,144380,142311,144054,144236,143187
15Aug1981,143922,143870,141755,143576,143758,142630
16Aug1981,143444,143392,141199,143098,143281,142041
17Aug1981,142888,142835,140564,142542,142724,141407
18Aug1981,142292,142240,139930,141946,142129,140772
19Aug1981,141853,141801,139452,141507,141690,140294
20Aug1981,141484,141432,139043,141138,141320,139885
21Aug1981,141042,140990,138596,140730,140879,139438
22Aug1981,140674,140621,138149,140289,140438,138991
23Aug1981,140305,140180,137742,139881,140030,138583
24Aug1981,139746,139655,137210,139355,139505,138019
25Aug1981,139221,139130,136607,138791,138940,137415
26Aug1981,138735,138644,136043,138305,138454,136930
27Aug1981,138250,138158,135590,137819,137969,136444
28Aug1981,137528,137437,134869,137098,137247,135723
29Aug1981,136886,136795,134188,136489,136638,135042
30Aug1981,136244,136152,133507,135847,135996,134360
31Aug1981,135562,135471,132747,135198,135348,133601
01Sep1981,134886,134794,131992,134555,134671,132846
02Sep1981,134209,134118,131238,133878,133994,132091
03Sep1981,133684,133592,130634,133281,133469,131526
04Sep1981,133164,133073,130109,132761,132950,130968
05Sep1981,132640,132549,129473,132198,132353,130332
06Sep1981,132083,131992,128832,131674,131829,129802
07Sep1981,131481,131389,128256,131072,131227,129128
08Sep1981,130885,130793,127721,130476,130631,128565
09Sep1981,130289,130198,127007,129880,130035,127996
10Sep1981,129844,129753,126484,129396,129551,127440
11Sep1981,129249,129157,125883,128834,128989,126806
12Sep1981,128693,128601,125248,128278,128433,126316
13Sep1981,128255,128197,124799,127873,128028,125800
14Sep1981,127857,127799,124428,127475,127631,125363
15Sep1981,127460,127402,124031,127078,127233,124966
16Sep1981,127062,127004,123588,126680,126835,124562
17Sep1981,126606,126581,123192,126257,126413,124163
18Sep1981,126208,126216,122749,125892,126048,123759
19Sep1981,125771,125812,122267,125488,125643,123316
20Sep1981,125334,125375,121962,125051,125206,122978
21Sep1981,124890,124932,121434,124641,124796,122456
22Sep1981,124567,124608,121037,124318,124473,122059
23Sep1981,124178,124219,120672,123928,124083,121726
24Sep1981,123831,123873,120247,123582,123737,121373
25Sep1981,123474,123515,119706,123225,123380,120904
26Sep1981,122863,122905,118978,122647,122769,120320
27Sep1981,122355,122397,118358,122139,122261,119701
28Sep1981,121732,121774,117762,121516,121638,119111
29Sep1981,121266,121307,117329,121050,121172,118645
30Sep1981,120595,120632,116561,120377,120497,117904
01Oct1981,120517,120554,116649,120299,120419,117926
02Oct1981,120407,120444,116638,120189,120308,117881
03Oct1981,120356,120393,116720,120138,120258,117897
04Oct1981,120353,120389,116948,120134,120254,118026
05Oct1981,120411,120447,117270,120225,120345,118282
06Oct1981,120402,120439,117526,120250,120370,118472
07Oct1981,120667,120704,117957,120515,120635,118870
08Oct1981,120793,120830,118215,120641,120761,119095
09Oct1981,120833,120869,118552,120680,120800,119365
10Oct1981,121147,121184,118999,120995,121115,119713
11Oct1981,121362,121398,119412,121210,121329,120093
12Oct1981,121541,121577,119756,121388,121508,120371
13Oct1981,121700,121736,120113,121580,121700,120662
14Oct1981,121837,121873,120416,121717,121837,120932
15Oct1981,121964,122001,120675,121845,121965,121125
16Oct1981,122119,122189,121062,122033,122153,121479
17Oct1981,122274,122344,121448,122254,122374,121799
18Oct1981,122495,122564,121801,122475,122594,122086
19Oct1981,122612,122682,122084,122592,122712,122336
20Oct1981,122761,122863,122398,122774,122894,122583
21Oct1981,122839,122942,122708,122852,122972,122827
22Oct1981,122849,122951,122916,122862,122981,122968
23Oct1981,122955,123058,123221,122968,123088,123208
24Oct1981,123198,123334,123562,123244,123364,123549
25Oct1981,123470,123605,123933,123516,123636,123887
26Oct1981,123740,123876,124303,123786,123906,124256
27Oct1981,124025,124160,124686,124071,124190,124607
28Oct1981,124970,125105,125731,125016,125135,125651
29Oct1981,125166,125335,126059,125245,125365,125947
30Oct1981,125265,125434,126456,125345,125464,126212
31Oct1981,125673,125841,127095,125752,125872,126685
01Nov1981,126428,126597,127851,126508,126627,127441
02Nov1981,127132,127301,128554,127211,127331,128144
03Nov1981,127575,127744,128997,127655,127774,128588
04Nov1981,127989,128157,129411,128068,128188,129001
05Nov1981,128385,128554,129807,128465,128584,129398
06Nov1981,127506,127675,128928,127585,127705,128518
07Nov1981,126631,126800,128053,126710,126830,127643
08Nov1981,125736,125905,127158,125815,125935,126748
09Nov1981,124828,124997,126250,124907,125027,125840
10Nov1981,123914,124083,125336,123994,124113,124927
11Nov1981,123001,123170,124423,123080,123200,124013
12Nov1981,122671,122840,124093,122751,122870,123683
13Nov1981,125369,125537,126790,125448,125568,126381
14Nov1981,127388,127556,128809,127467,127586,128400
15Nov1981,129724,129893,131146,129803,129923,130736
16Nov1981,131013,131182,132435,131092,131212,132025
17Nov1981,133860,134028,135281,133939,134058,134872
18Nov1981,134451,134619,135872,134530,134650,135463
19Nov1981,134407,134576,135829,134486,134606,135419
20Nov1981,134078,134246,135499,134157,134277,135090
21Nov1981,137736,137905,139158,137815,137935,138748
22Nov1981,142537,142706,143959,142616,142736,143549
23Nov1981,153582,153750,155003,153661,153780,154593
24Nov1981,163768,163936,165189,163847,163966,164779
25Nov1981,167040,167209,168462,167119,167239,168052
26Nov1981,168875,169044,170297,168954,169074,169887
27Nov1981,169799,169968,171221,169879,169998,170811
28Nov1981,170222,170390,171643,170301,170420,171233
29Nov1981,170305,170474,171726,170384,170504,171317
30Nov1981,170082,170251,171503,170161,170281,171094
01Dec1981,169750,169918,171171,169829,169949,170761
02Dec1981,169338,169506,170759,169417,169536,170349
03Dec1981,168837,169005,170258,168916,169036,169848
04Dec1981,168264,168433,169685,168343,168463,169276
05Dec1981,167652,167820,169073,167731,167850,168663
06Dec1981,166987,167156,168408,167066,167186,167998
07Dec1981,166301,166470,167722,166380,166500,167312
08Dec1981,165600,165769,167021,165679,165799,166612
09Dec1981,164898,165067,166812,164977,165097,165910
10Dec1981,164233,164402,167266,164312,164432,165245
11Dec1981,163541,163710,167680,163620,163740,164553
12Dec1981,162850,163019,168106,162929,163049,163862
13Dec1981,162270,162439,168646,162350,162469,163282
14Dec1981,162151,162320,169709,162230,162350,163640
15Dec1981,163038,163207,171924,163117,163237,165803
16Dec1981,163533,163702,173684,163612,163732,167510
17Dec1981,163617,163785,174980,163696,163815,168752
18Dec1981,164401,164570,177085,164480,164600,170804
19Dec1981,184171,184339,196854,184250,184369,190574
20Dec1981,206416,206584,207590,206495,206615,207590
21Dec1981,207590,207590,207590,207590,207590,207590
22Dec1981,207590,207590,207590,207590,207590,207590
23Dec1981,207590,207590,207590,207590,207590,207590
24Dec1981,207590,207590,207590,207590,207590,207590
25Dec1981,207590,207590,207590,207590,207590,207590
26Dec1981,207590,207590,207590,207590,207590,207590
27Dec1981,207590,207590,207590,207590,207590,207590
28Dec1981,207590,207590,207590,207590,207590,207590
29Dec1981,207590,207590,207590,207590,207590,207590
30Dec1981,207590,207590,207590,207590,207590,207590
31Dec1981,207590,207590,207590,207590,207590,207590
01Jan1982,207590,207590,207590,207590,207590,207590
02Jan1982,207504,207504,207504,207504,207504,207504
03Jan1982,207331,207331,207331,207331,207331,207331
04Jan1982,207055,207055,207055,207055,207055,207055
05Jan1982,206704,206704,206704,206704,206704,206704
06Jan1982,206276,206276,206276,206276,206276,206276
07Jan1982,205784,205784,205784,205784,205784,205784
08Jan1982,205280,205280,205280,205280,205280,205280
09Jan1982,204751,204751,204751,204751,204751,204751
10Jan1982,204210,204210,204210,204210,204210,204210
11Jan1982,203657,203657,203657,203657,203657,203657
12Jan1982,203078,203078,203078,203078,203078,203078
13Jan1982,202461,202461,202461,202461,202461,202461
14Jan1982,201845,201845,201845,201845,201845,201845
15Jan1982,201216,201216,201216,201216,201216,201216
16Jan1982,200571,200571,200571,200571,200571,200571
17Jan1982,199924,199924,199924,199924,199924,199924
18Jan1982,199261,199261,199261,199261,199261,199261
19Jan1982,198584,198584,198584,198584,198584,198584
20Jan1982,197893,197893,197893,197893,197893,197893
21Jan1982,197202,197202,197202,197202,197202,197202
22Jan1982,196497,196497,196497,196497,196497,196497
23Jan1982,195791,195791,195791,195791,195791,195791
24Jan1982,195071,195071,195071,195071,195071,195071
25Jan1982,194364,194364,194364,194364,194364,194364
26Jan1982,193668,193668,193668,193668,193668,193668
27Jan1982,192947,192947,192947,192947,192947,192947
28Jan1982,192158,192158,192158,192158,192158,192158
29Jan1982,191422,191422,191422,191422,191422,191422
30Jan1982,190673,190673,190673,190673,190673,190673
31Jan1982,189924,189924,189924,189924,189924,189924
01Feb1982,189172,189172,189172,189172,189172,189172
02Feb1982,188418,188418,188418,188418,188418,188418
03Feb1982,187663,187663,187663,187663,187663,187663
04Feb1982,186905,186905,186905,186905,186905,186905
05Feb1982,186146,186146,186146,186146,186146,186146
06Feb1982,185397,185397,185397,185397,185397,185397
07Feb1982,184624,184624,184624,184624,184624,184624
08Feb1982,183851,183851,183851,183851,183851,183851
09Feb1982,183065,183065,183065,183065,183065,183065
10Feb1982,182280,182280,182280,182280,182280,182280
11Feb1982,181483,181483,181483,181483,181483,181483
12Feb1982,180685,180685,180685,180685,180685,180685
13Feb1982,180411,180411,180411,180411,180411,180411
14Feb1982,184326,184326,184326,184326,184326,184326
15Feb1982,194947,194947,194947,194947,194947,194947
16Feb1982,207590,207590,207590,207590,207590,207590
17Feb1982,207590,207590,207590,207590,207590,207590
18Feb1982,207590,207590,207590,207590,207590,207590
19Feb1982,207590,207590,207590,207590,207590,207590
20Feb1982,207590,207590,207590,207590,207590,207590
21Feb1982,207590,207590,207590,207590,207590,207590
22Feb1982,207590,207590,207590,207590,207590,207590
23Feb1982,207590,207590,207590,207590,207590,207590
24Feb1982,207590,207590,207590,207590,207590,207590
25Feb1982,207590,207590,207590,207590,207590,207590
26Feb1982,207590,207590,207590,207590,207590,207590
27Feb1982,207564,207564,207564,207564,207564,207564
28Feb1982,207454,207454,207454,207454,207454,207454
01Mar1982,207396,207396,207396,207396,207396,207396
02Mar1982,207277,207277,207277,207277,207277,207277
03Mar1982,207153,207153,207153,207153,207153,207153
04Mar1982,207365,207365,207365,207365,207365,207365
05Mar1982,207097,207097,207097,207097,207097,207097
06Mar1982,206984,206984,206984,206984,206984,206984
07Mar1982,206641,206641,206641,206641,206641,206641
08Mar1982,206263,206263,206263,206263,206263,206263
09Mar1982,205871,205871,205871,205871,205871,205871
10Mar1982,206642,206642,206642,206642,206642,206642
11Mar1982,207590,207590,207590,207590,207590,207590
12Mar1982,207590,207590,207590,207590,207590,207590
13Mar1982,207590,207590,207590,207590,207590,207590
14Mar1982,207590,207590,207590,207590,207590,207590
15Mar1982,207590,207590,207590,207590,207590,207590
16Mar1982,207590,207590,207590,207590,207590,207590
17Mar1982,207470,207470,207470,207470,207470,207470
18Mar1982,207193,207193,207193,207193,207193,207193
19Mar1982,206833,206833,206833,206833,206833,206833
20Mar1982,206464,206464,206464,206464,206464,206464
21Mar1982,206061,206061,206061,206061,206061,206061
22Mar1982,205625,205625,205625,205625,205625,205625
23Mar1982,205191,205191,205191,205191,205191,205191
24Mar1982,204770,204770,204770,204770,204770,204770
25Mar1982,204338,204338,204338,204338,204338,204338
26Mar1982,203884,203884,203884,203884,203884,203884
27Mar1982,203409,203409,203409,203409,203409,203409
28Mar1982,202937,202937,202937,202937,202937,202937
29Mar1982,202408,202408,202408,202408,202408,202408
30Mar1982,201842,201842,201842,201842,201842,201842
31Mar1982,201278,201278,201278,201278,201278,201278
01Apr1982,200364,200364,200364,200364,200364,200364
02Apr1982,199407,199407,199407,199407,199407,199407
03Apr1982,198521,198521,198786,198521,198521,198786
04Apr1982,197898,197898,198163,197898,197898,198163
05Apr1982,197279,197279,197543,197279,197279,197543
06Apr1982,196624,196624,196889,196624,196624,196889
07Apr1982,195959,195959,196224,195959,195959,196224
08Apr1982,195272,195272,195536,195272,195272,195536
09Apr1982,194611,194611,194875,194611,194611,194875
10Apr1982,194792,194792,195056,194792,194792,195056
11Apr1982,204815,204815,205080,204815,204815,205080
12Apr1982,209476,209476,209741,209476,209476,209741
