date,Control,OldFireModel_Moderate_Control,OldFireModel_Extreme_Control,Treatment,OldFireModel_Moderate_Treatment,OldFireModel_Extreme_Treatment
01Oct1980,84758,84758,84754,84757,84757,84758
02Oct1980,84549,84548,84541,84548,84548,84549
03Oct1980,84340,84339,84328,84339,84338,84339
04Oct1980,84098,84097,84082,84096,84095,84097
05Oct1980,83789,83789,83770,83788,83786,83789
06Oct1980,83481,83480,83458,83479,83477,83481
07Oct1980,83008,83007,82981,83005,83003,83007
08Oct1980,82600,82599,82570,82598,82595,82600
09Oct1980,82259,82258,82225,82256,82253,82258
10Oct1980,81819,81817,81781,81815,81812,81818
11Oct1980,81544,81542,81502,81540,81537,81543
12Oct1980,81170,81168,81124,81165,81162,81169
13Oct1980,80762,80760,80713,80758,80754,80761
14Oct1980,80388,80386,80335,80383,80379,80387
15Oct1980,80080,80078,80023,80075,80071,80079
16Oct1980,79673,79671,79612,79667,79663,79672
17Oct1980,79299,79296,79235,79293,79288,79298
18Oct1980,78793,78790,78725,78786,78781,78791
19Oct1980,78386,78383,78314,78379,78374,78384
20Oct1980,77979,77975,77903,77971,77966,77977
21Oct1980,77605,77601,77525,77597,77591,77603
22Oct1980,77363,77359,77280,77355,77349,77361
23Oct1980,76989,76985,76902,76981,76974,76987
24Oct1980,76450,76446,76359,76441,76434,76448
25Oct1980,75910,75907,75816,75902,75895,75908
26Oct1980,75338,75334,75240,75329,75322,75336
27Oct1980,74799,74795,74697,74790,74782,74797
28Oct1980,74359,74355,74253,74349,74341,74357
29Oct1980,74085,74080,74008,74074,74066,74082
30Oct1980,73810,73805,73730,73799,73791,73808
31Oct1980,73432,73427,73353,73421,73412,73433
01Nov1980,73053,73049,72981,73043,73034,73063
02Nov1980,72708,72704,72643,72698,72688,72727
03Nov1980,72330,72326,72272,72320,72310,72357
04Nov1980,71985,71981,71901,71975,71965,71987
05Nov1980,71673,71669,71595,71663,71653,71683
06Nov1980,71261,71258,71191,71285,71274,71280
07Nov1980,70751,70747,70655,70774,70764,70745
08Nov1980,70207,70204,70118,70231,70220,70210
09Nov1980,69829,69826,69714,69853,69842,69807
10Nov1980,69418,69415,69309,69442,69430,69404
11Nov1980,69040,69037,68938,69064,69052,69035
12Nov1980,68761,68758,68666,68785,68773,68764
13Nov1980,68515,68513,68427,68540,68527,68527
14Nov1980,68170,68168,68089,68195,68182,68190
15Nov1980,67924,67922,67850,67949,67936,67952
16Nov1980,67579,67577,67512,67604,67591,67616
17Nov1980,67168,67166,67108,67193,67179,67213
18Nov1980,66856,66854,66803,66881,66867,66909
19Nov1980,66610,66609,66564,66636,66621,66672
20Nov1980,66331,66330,66292,66357,66342,66401
21Nov1980,66052,66051,66020,66078,66063,66131
22Nov1980,65740,65740,65715,65767,65751,65827
23Nov1980,65495,65494,65410,65521,65505,65524
24Nov1980,65249,65248,65171,65275,65259,65286
25Nov1980,65003,65003,64932,65030,65013,65049
26Nov1980,64823,64823,64760,64850,64833,64877
27Nov1980,64578,64578,64521,64605,64587,64640
28Nov1980,64200,64200,64150,64227,64209,64270
29Nov1980,63722,63723,63613,63750,63732,63735
30Nov1980,63294,63296,63247,63323,63305,63349
01Dec1980,62884,62888,62918,62914,62897,63013
02Dec1980,62507,62514,62590,62538,62521,62678
03Dec1980,62198,62207,62264,62231,62214,62311
04Dec1980,61897,61909,61979,61931,61915,62019
05Dec1980,61520,61501,61651,61523,61507,61683
06Dec1980,61142,61127,61256,61147,61132,61348
07Dec1980,60732,60719,60829,60738,60723,60913
08Dec1980,60322,60311,60402,60329,60315,60511
09Dec1980,59978,59970,60073,59987,59973,60176
10Dec1980,59666,59661,59745,59677,59664,59840
11Dec1980,59256,59254,59252,59268,59255,59405
12Dec1980,58813,58813,58758,58827,58814,58904
13Dec1980,58336,58306,58232,58319,58306,58337
14Dec1980,57926,57898,57837,57910,57898,57936
15Dec1980,57549,57524,57377,57534,57523,57501
16Dec1980,57106,57083,56950,57093,57081,57099
17Dec1980,56695,56675,56555,56684,56673,56697
18Dec1980,56285,56268,56095,56275,56265,56230
19Dec1980,55908,55893,55634,55900,55890,55762
20Dec1980,55498,55485,55273,55491,55481,55393
21Dec1980,55091,55049,54883,55086,55077,55029
22Dec1980,54695,54655,54470,54691,54683,54608
23Dec1980,54252,54214,54108,54250,54241,54206
24Dec1980,53809,53774,53681,53808,53800,53772
25Dec1980,53465,53432,53320,53465,53458,53436
26Dec1980,52955,52925,52860,52924,52951,52935
27Dec1980,52479,52452,52432,52450,52476,52468
28Dec1980,52069,52044,52038,52041,52068,52099
29Dec1980,51625,51603,51578,51599,51627,51631
30Dec1980,51116,51097,51084,51092,51119,51131
31Dec1980,50577,50562,50599,50623,50580,50610
01Jan1981,50702,50693,50783,50755,50703,50765
02Jan1981,50827,50825,50967,50887,50826,50920
03Jan1981,50952,50956,51151,51019,50949,51074
04Jan1981,51077,51087,51335,51151,51071,51229
05Jan1981,51202,51219,51519,51283,51194,51383
06Jan1981,51327,51350,51703,51415,51317,51538
07Jan1981,51452,51481,51887,51547,51440,51692
08Jan1981,51577,51613,52070,51679,51563,51847
09Jan1981,51702,51744,52254,51811,51686,52002
10Jan1981,51827,51876,52438,51944,51808,52156
11Jan1981,51952,52007,52622,52076,51931,52311
12Jan1981,52077,52138,52806,52208,52054,52465
13Jan1981,52202,52270,52990,52340,52177,52620
14Jan1981,52327,52401,53174,52472,52300,52774
15Jan1981,52452,52532,53358,52604,52422,52929
16Jan1981,52577,52664,53542,52736,52545,53083
17Jan1981,52702,52795,53726,52868,52668,53238
18Jan1981,52827,52926,53909,53000,52791,53392
19Jan1981,52952,53058,54093,53132,52914,53547
20Jan1981,53077,53189,54277,53264,53037,53701
21Jan1981,53201,53320,54461,53396,53159,53856
22Jan1981,53326,53452,54645,53528,53282,54011
23Jan1981,53451,53583,54829,53660,53405,54165
24Jan1981,53576,53714,55013,53792,53528,54320
25Jan1981,53701,53846,55197,53924,53651,54474
26Jan1981,53826,53977,55380,54056,53773,54629
27Jan1981,53951,54108,55564,54188,53896,54783
28Jan1981,54076,54240,55748,54320,54019,54938
29Jan1981,54201,54371,55932,54452,54142,55092
30Jan1981,54326,54502,56116,54584,54264,55247
31Jan1981,54509,54687,56400,54777,54451,55490
01Feb1981,54748,54923,56783,55029,54701,55821
02Feb1981,54988,55159,57166,55281,54951,56152
03Feb1981,55227,55396,57549,55533,55201,56483
04Feb1981,55467,55632,57931,55785,55451,56814
05Feb1981,55706,55869,58314,56037,55701,57145
06Feb1981,55945,56105,58697,56289,55951,57476
07Feb1981,56185,56341,59080,56541,56201,57807
08Feb1981,56424,56578,59463,56793,56451,58138
09Feb1981,56664,56814,59846,57045,56701,58469
10Feb1981,56903,57050,60229,57297,56951,58800
11Feb1981,57143,57287,60611,57549,57201,59131
12Feb1981,57382,57523,60994,57801,57451,59462
13Feb1981,57653,57791,61409,58085,57733,59824
14Feb1981,58073,58208,61972,58517,58163,60336
15Feb1981,58388,58520,62430,58844,58488,60742
16Feb1981,58718,58847,62904,59187,58829,61164
17Feb1981,59057,59183,63386,59539,59178,61594
18Feb1981,59379,59502,63852,59874,59512,62008
19Feb1981,59734,59854,64350,60241,59876,62454
20Feb1981,60070,60187,64830,60590,60224,62882
21Feb1981,60381,60495,65284,60913,60545,63284
22Feb1981,60686,60797,65732,61230,60860,63681
23Feb1981,60991,61098,66180,61548,61175,64077
24Feb1981,61285,61390,66618,61855,61481,64463
25Feb1981,61574,61676,67051,62157,61780,64844
26Feb1981,61855,61954,67475,62450,62072,65216
27Feb1981,62134,62230,67897,62742,62361,65586
28Feb1981,62425,62521,68314,63047,62665,65963
01Mar1981,62733,62834,68730,63372,62990,66352
02Mar1981,63037,63142,69143,63692,63311,66737
03Mar1981,63339,63448,69554,64011,63630,67120
04Mar1981,63643,63757,69966,64332,63950,67505
05Mar1981,63947,64065,70379,64653,64271,67890
06Mar1981,64251,64374,70792,64974,64592,68275
07Mar1981,64555,64682,71204,65295,64913,68660
08Mar1981,64859,64991,71617,65615,65234,69045
09Mar1981,65163,65299,72029,65936,65554,69430
10Mar1981,65467,65607,72442,66257,65875,69815
11Mar1981,65771,65916,72854,66578,66196,70200
12Mar1981,66075,66224,73267,66898,66516,70585
13Mar1981,66378,66533,73679,67219,66837,70970
14Mar1981,66682,66841,74092,67540,67158,71355
15Mar1981,66976,67139,74494,67851,67469,71730
16Mar1981,67272,67440,74899,68163,67781,72107
17Mar1981,67568,67740,75303,68476,68094,72483
18Mar1981,67864,68040,75708,68789,68407,72860
19Mar1981,68164,68345,76116,69105,68723,73241
20Mar1981,68464,68649,76525,69422,69040,73622
21Mar1981,68768,68957,76937,69743,69361,74007
22Mar1981,69077,69271,77355,70069,69687,74397
23Mar1981,69399,69598,77786,70408,70026,74800
24Mar1981,69721,69924,78216,70746,70364,75203
25Mar1981,70120,70327,78723,71162,70780,75683
26Mar1981,70475,70687,79187,71534,71152,76119
27Mar1981,70795,71011,79615,71870,71488,76519
28Mar1981,71112,71333,80041,72205,71823,76918
29Mar1981,71428,71653,80466,72537,72155,77314
30Mar1981,71736,71965,80882,72862,72479,77703
31Mar1981,72085,72320,81363,73229,72849,78145
01Apr1981,72462,72705,81894,73626,73248,78627
02Apr1981,72833,73083,82419,74016,73642,79103
03Apr1981,73203,73459,82942,74404,74034,79577
04Apr1981,73578,73841,83471,74798,74431,80056
05Apr1981,73965,74235,84011,75204,74840,80548
06Apr1981,74361,74639,84562,75620,75260,81049
07Apr1981,74758,75043,85113,76036,75679,81550
08Apr1981,75153,75445,85661,76450,76096,82050
09Apr1981,75554,75853,86216,76870,76519,82555
10Apr1981,75954,76260,86770,77290,76942,83060
11Apr1981,76347,76660,87316,77701,77358,83557
12Apr1981,76738,77058,87861,78111,77771,84052
13Apr1981,77134,77462,88411,78527,78190,84553
14Apr1981,77547,77881,88977,78958,78624,85070
15Apr1981,77971,78312,89555,79402,79071,85599
16Apr1981,78399,78748,90137,79849,79522,86131
17Apr1981,78833,79189,90725,80302,79978,86670
18Apr1981,79279,79642,91324,80767,80447,87220
19Apr1981,79719,80089,91918,81226,80909,87765
20Apr1981,80145,80522,92498,81671,81358,88295
21Apr1981,80589,80973,93095,82134,81824,88843
22Apr1981,81067,81458,93727,82631,82324,89425
23Apr1981,81596,81994,94409,83179,82876,90059
24Apr1981,82167,82572,95134,83769,83469,90734
25Apr1981,82739,83152,95860,84361,84064,91411
26Apr1981,83271,83690,96545,84911,84618,92047
27Apr1981,83762,84189,97190,85422,85131,92643
28Apr1981,84263,84697,97845,85942,85655,93249
29Apr1981,84797,85237,98532,86495,86211,93886
30Apr1981,85436,85876,99252,87139,86856,94581
01May1981,86148,86580,99970,87841,87558,95300
02May1981,86817,87239,100645,88500,88215,95976
03May1981,87438,87851,101273,89111,88825,96603
04May1981,88031,88436,101872,89695,89408,97203
05May1981,88608,89004,102456,90262,89974,97787
06May1981,89167,89554,103021,90812,90522,98353
07May1981,89715,90093,103575,91349,91059,98907
08May1981,90258,90628,104125,91883,91591,99458
09May1981,90803,91164,104677,92419,92126,100010
10May1981,91347,91698,105226,92952,92658,100560
11May1981,91886,92229,105772,93482,93186,101106
12May1981,92419,92753,106312,94005,93709,101646
13May1981,92950,93276,106849,94527,94229,102184
14May1981,93477,93794,107383,95044,94745,102718
15May1981,94001,94308,107913,95558,95258,103248
16May1981,94516,94815,108434,96063,95762,103770
17May1981,95025,95315,108950,96563,96260,104286
18May1981,95582,95863,109513,97110,96806,104850
19May1981,96134,96407,110072,97653,97348,105409
20May1981,96663,96927,110608,98172,97866,105945
21May1981,97182,97437,111133,98681,98374,106471
22May1981,97695,97941,111652,99184,98877,106991
23May1981,98179,98416,112142,99658,99349,107481
24May1981,98662,98890,112631,100131,99821,107971
25May1981,99145,99364,113121,100605,100294,108460
26May1981,99662,99872,113644,101112,100799,108984
27May1981,100168,100370,114157,101609,101295,109498
28May1981,100667,100861,114663,102098,101784,110003
29May1981,101162,101347,115164,102583,102268,110505
30May1981,101645,101821,115653,103057,102740,110995
31May1981,101958,102129,115966,103364,103046,111308
01Jun1981,102110,102281,116111,103515,103198,111455
02Jun1981,102250,102421,116244,103655,103337,111591
03Jun1981,102390,102562,116377,103795,103476,111726
04Jun1981,102536,102708,116516,103940,103622,111867
05Jun1981,102676,102848,116650,104080,103761,112002
06Jun1981,102817,102988,116783,104219,103900,112137
07Jun1981,102957,103129,116916,104358,104040,112272
08Jun1981,103097,103269,117049,104498,104179,112407
09Jun1981,103237,103409,117182,104637,104318,112543
10Jun1981,103377,103549,117316,104777,104457,112678
11Jun1981,103517,103689,117449,104916,104597,112813
12Jun1981,103657,103829,117582,105056,104736,112948
13Jun1981,103797,103970,117715,105195,104875,113083
14Jun1981,103937,104110,117848,105334,105014,113218
15Jun1981,104077,104250,117981,105474,105154,113353
16Jun1981,104217,104390,118114,105613,105293,113488
17Jun1981,104357,104530,118247,105752,105432,113623
18Jun1981,104497,104670,118380,105892,105571,113758
19Jun1981,104637,104810,118513,106031,105710,113893
20Jun1981,104777,104950,118646,106170,105849,114028
21Jun1981,104917,105090,118779,106310,105988,114162
22Jun1981,105057,105230,118912,106449,106127,114297
23Jun1981,105197,105370,119045,106588,106267,114432
24Jun1981,105337,105510,119178,106727,106406,114567
25Jun1981,105477,105650,119311,106866,106545,114702
26Jun1981,105617,105790,119444,107006,106684,114837
27Jun1981,105757,105930,119577,107145,106823,114972
28Jun1981,105897,106070,119710,107284,106962,115106
29Jun1981,106036,106210,119842,107423,107101,115241
30Jun1981,106108,106281,119909,107494,107171,115309
01Jul1981,105747,105920,119512,107100,106777,114913
02Jul1981,105452,105625,119214,106805,106482,114616
03Jul1981,105224,105396,118983,106576,106254,114386
04Jul1981,105062,105234,118818,106413,106091,114222
05Jul1981,104800,104972,118554,106152,105829,113958
06Jul1981,104473,104612,118190,105791,105468,113595
07Jul1981,104146,104284,117827,105430,105141,113233
08Jul1981,103851,103990,117496,105136,104846,112936
09Jul1981,103623,103761,117265,104907,104618,112706
10Jul1981,103395,103533,117001,104679,104389,112443
11Jul1981,103101,103239,116671,104384,104095,112147
12Jul1981,102807,102944,116374,104090,103800,111850
13Jul1981,102512,102650,116044,103795,103506,111521
14Jul1981,102185,102322,115681,103468,103178,111159
15Jul1981,101825,101962,115318,103107,102818,110797
16Jul1981,101498,101635,114988,102780,102490,110468
17Jul1981,101204,101341,114625,102485,102196,110138
18Jul1981,100910,101046,114328,102191,101902,109842
19Jul1981,100583,100719,113965,101864,101574,109514
20Jul1981,100256,100359,113602,101504,101214,109152
21Jul1981,99896,99999,113239,101143,100854,108790
22Jul1981,99569,99672,112843,100816,100527,108395
23Jul1981,99242,99345,112481,100489,100199,108066
24Jul1981,98849,98952,112052,100096,99806,107638
25Jul1981,98457,98559,111623,99703,99413,107243
26Jul1981,98130,98232,111228,99376,99086,106914
27Jul1981,97770,97872,110799,99016,98726,106487
28Jul1981,97378,97479,110271,98589,98333,105993
29Jul1981,97018,97119,109876,98230,97973,105631
30Jul1981,96691,96792,109547,97903,97646,105303
31Jul1981,96347,96448,109167,97558,97301,104924
01Aug1981,95887,95987,108672,97098,96841,104462
02Aug1981,95394,95494,108144,96604,96348,103968
03Aug1981,94901,95001,107583,96111,95855,103441
04Aug1981,94507,94607,107089,95717,95461,102980
05Aug1981,94146,94247,106726,95356,95100,102618
06Aug1981,93885,93985,106397,95095,94838,102289
07Aug1981,93557,93658,106035,94767,94511,101928
08Aug1981,93230,93330,105640,94439,94183,101533
09Aug1981,92902,93002,105278,94112,93855,101171
10Aug1981,92575,92675,104816,93784,93528,100743
11Aug1981,92181,92281,104289,93390,93134,100250
12Aug1981,91854,91954,103927,93030,92773,99888
13Aug1981,91527,91626,103565,92702,92446,99527
14Aug1981,91166,91266,103203,92342,92085,99165
15Aug1981,90806,90906,102742,91948,91692,98705
16Aug1981,90413,90512,102281,91555,91298,98277
17Aug1981,89953,90053,101754,91095,90839,97751
18Aug1981,89461,89560,101227,90603,90346,97224
19Aug1981,89101,89200,100833,90242,89986,96830
20Aug1981,88807,88906,100504,89948,89692,96502
21Aug1981,88513,88612,100142,89621,89398,96141
22Aug1981,88219,88318,99781,89327,89104,95780
23Aug1981,87926,88024,99453,89000,88777,95452
24Aug1981,87533,87598,98959,88574,88351,94992
25Aug1981,87107,87172,98465,88115,87891,94498
26Aug1981,86714,86779,98005,87722,87498,94104
27Aug1981,86321,86386,97577,87329,87105,93711
28Aug1981,85730,85795,96985,86737,86514,93118
29Aug1981,85205,85270,96425,86179,85956,92559
30Aug1981,84680,84745,95866,85654,85431,92000
31Aug1981,84123,84188,95244,85064,84841,91381
01Sep1981,83572,83637,94632,84480,84290,90773
02Sep1981,83022,83087,94020,83929,83739,90165
03Sep1981,82537,82602,93474,83444,83254,89656
04Sep1981,82119,82183,92995,83026,82836,89213
05Sep1981,81634,81699,92482,82508,82351,88704
06Sep1981,81183,81247,91903,82023,81867,88162
07Sep1981,80632,80697,91259,81473,81316,87620
08Sep1981,80148,80212,90647,80988,80832,87112
09Sep1981,79663,79728,90068,80504,80347,86537
10Sep1981,79245,79310,89589,80052,79896,86095
11Sep1981,78761,78825,89044,79535,79378,85586
12Sep1981,78310,78374,88531,79084,78927,85077
13Sep1981,77958,77989,88052,78698,78542,84668
14Sep1981,77639,77670,87639,78379,78223,84325
15Sep1981,77320,77351,87325,78061,77904,84015
16Sep1981,77001,77032,86912,77742,77585,83639
17Sep1981,76815,76813,86665,77522,77366,83395
18Sep1981,76496,76461,86252,77170,77014,83019
19Sep1981,76144,76076,85806,76785,76629,82610
20Sep1981,75793,75724,85327,76433,76277,82168
21Sep1981,75375,75306,84782,75982,75826,81692
22Sep1981,75056,74988,84468,75664,75508,81383
23Sep1981,74804,74735,84122,75411,75255,81073
24Sep1981,74518,74450,83775,75125,74970,80730
25Sep1981,74068,73999,83296,74675,74519,80255
26Sep1981,73551,73482,82685,74125,74002,79648
27Sep1981,73067,72998,82174,73641,73518,79140
28Sep1981,72551,72482,81563,73124,73002,78599
29Sep1981,72166,72097,81150,72739,72617,78223
30Sep1981,72196,72131,81276,72771,72651,78322
01Oct1981,71908,71853,81010,72488,72372,78065
02Oct1981,71653,71608,80843,72238,72125,77873
03Oct1981,71369,71333,80613,71958,71849,77653
04Oct1981,71020,70994,80220,71614,71509,77302
05Oct1981,70603,70586,79725,71168,71067,76816
06Oct1981,70251,70242,79295,70787,70690,76395
07Oct1981,69774,69776,78841,70316,70222,75916
08Oct1981,69331,69342,78452,69877,69788,75503
09Oct1981,68951,68970,77961,69501,69415,75021
10Oct1981,68408,68438,77473,68963,68881,74575
11Oct1981,68065,68103,77118,68624,68546,74196
12Oct1981,67622,67670,76697,68185,68112,73783
13Oct1981,67179,67236,76243,67714,67644,73338
14Oct1981,66735,66801,75820,67274,67208,72891
15Oct1981,66288,66364,75428,66832,66770,72508
16Oct1981,65807,65859,74902,66322,66264,71958
17Oct1981,65325,65386,74376,65779,65724,71440
18Oct1981,64776,64847,73881,65234,65184,70955
19Oct1981,64326,64406,73453,64789,64742,70502
20Oct1981,63842,63898,72991,64277,64234,70049
21Oct1981,63424,63490,72529,63863,63824,69596
22Oct1981,63072,63147,72165,63516,63481,69241
23Oct1981,62621,62705,71702,63069,63038,68787
24Oct1981,62037,62097,71206,62456,62429,68233
25Oct1981,61419,61489,70676,61843,61820,67680
26Oct1981,60802,60881,70147,61231,61211,67093
27Oct1981,60185,60274,69618,60619,60603,66540
28Oct1981,59689,59787,69209,60127,60115,66074
29Oct1981,59346,59420,68921,59755,59747,65761
30Oct1981,59036,59120,68500,59450,59446,65416
31Oct1981,59404,59485,68823,59832,59822,65842
01Nov1981,60125,60190,69728,60575,60551,66682
02Nov1981,60846,60896,70634,61319,61280,67522
03Nov1981,61567,61601,71540,62062,62009,68362
04Nov1981,62288,62306,72445,62806,62738,69201
05Nov1981,63009,63011,73351,63549,63467,70041
06Nov1981,63729,63717,74256,64292,64196,70881
07Nov1981,64450,64422,75162,65036,64925,71721
08Nov1981,65171,65127,76067,65779,65654,72560
09Nov1981,65892,65832,76973,66522,66382,73400
10Nov1981,66613,66537,77878,67266,67111,74240
11Nov1981,67333,67243,78784,68009,67840,75080
12Nov1981,68123,68017,79759,68821,68638,75989
13Nov1981,69312,69190,81132,70033,69835,77296
14Nov1981,70301,70163,82305,71044,70832,78404
15Nov1981,71426,71273,83615,72192,71965,79648
16Nov1981,72410,72242,84784,73199,72957,80751
17Nov1981,73547,73363,86106,74358,74103,82007
18Nov1981,74442,74243,87186,75276,75006,83021
19Nov1981,75268,75053,88196,76124,75839,83966
20Nov1981,76058,75827,89171,76936,76637,84875
21Nov1981,77314,77068,90611,78215,77901,86249
22Nov1981,78629,78367,92112,79553,79225,87684
23Nov1981,79945,79667,93612,80891,80549,89118
24Nov1981,81260,80967,95112,82229,81872,90553
25Nov1981,82451,82142,96487,83442,83070,91862
26Nov1981,83478,83154,97699,84492,84106,93009
27Nov1981,84399,84059,98805,85435,85035,94048
28Nov1981,85264,84909,99854,86323,85908,95032
29Nov1981,86091,85721,100866,87173,86744,95978
30Nov1981,87030,86672,101937,88130,87693,96989
01Dec1981,88107,87790,103093,89223,88785,98093
02Dec1981,89177,88900,104241,90307,89868,99188
03Dec1981,90236,90000,105380,91382,90942,100273
04Dec1981,91287,91092,106510,92448,92007,101351
05Dec1981,92335,92180,107636,93511,93069,102425
06Dec1981,93376,93262,108757,94567,94124,103492
07Dec1981,94416,94342,109875,95622,95178,104558
08Dec1981,95453,95420,110992,96675,96230,105621
09Dec1981,96491,96499,111602,97727,97281,106685
10Dec1981,97534,97583,111602,98786,98339,107754
11Dec1981,98574,98663,111602,99840,99392,108820
12Dec1981,99611,99741,111602,100893,100444,109883
13Dec1981,100652,100823,111602,101950,101499,110951
14Dec1981,101755,101967,111602,103068,102616,111602
15Dec1981,103005,103257,111602,104332,103880,111602
16Dec1981,104191,104484,111602,105534,105080,111602
17Dec1981,105324,105657,111602,106681,106227,111602
18Dec1981,106565,106939,111602,107938,107483,111602
19Dec1981,108176,108591,111602,109564,109108,111602
20Dec1981,109786,110242,111602,111189,110732,111602
21Dec1981,111602,111602,111602,111602,111602,111602
22Dec1981,111602,111602,111602,111602,111602,111602
23Dec1981,111602,111602,111602,111602,111602,111602
24Dec1981,111602,111602,111602,111602,111602,111602
25Dec1981,111602,111602,111602,111602,111602,111602
26Dec1981,111602,111602,111602,111602,111602,111602
27Dec1981,111602,111602,111602,111602,111602,111602
28Dec1981,111602,111602,111602,111602,111602,111602
29Dec1981,111602,111602,111602,111602,111602,111602
30Dec1981,111602,111602,111602,111602,111602,111602
31Dec1981,111602,111602,111602,111602,111602,111602
01Jan1982,111246,111245,111302,111253,111259,111308
02Jan1982,110810,110809,110923,110823,110835,110935
03Jan1982,110374,110372,110543,110394,110412,110561
04Jan1982,109938,109935,110163,109964,109989,110187
05Jan1982,109502,109498,109783,109535,109565,109814
06Jan1982,109065,109061,109404,109106,109142,109440
07Jan1982,108629,108625,109024,108676,108719,109066
08Jan1982,108245,108240,108696,108298,108347,108744
09Jan1982,107856,107850,108363,107917,107971,108418
10Jan1982,107466,107459,108029,107533,107593,108090
11Jan1982,107073,107066,107693,107147,107214,107760
12Jan1982,106677,106669,107353,106758,106830,107426
13Jan1982,106275,106266,107007,106362,106441,107086
14Jan1982,105872,105863,106661,105966,106051,106747
15Jan1982,105468,105458,106313,105569,105659,106405
16Jan1982,105062,105051,105963,105169,105266,106061
17Jan1982,104656,104644,105613,104770,104872,105717
18Jan1982,104247,104236,105262,104368,104477,105371
19Jan1982,103837,103825,104908,103964,104079,105023
20Jan1982,103425,103412,104552,103559,103680,104674
21Jan1982,103013,102999,104196,103153,103280,104324
22Jan1982,102598,102584,103838,102746,102879,103972
23Jan1982,102184,102169,103480,102338,102478,103620
24Jan1982,101768,101752,103120,101929,102074,103266
25Jan1982,101354,101338,102763,101522,101673,102915
26Jan1982,100942,100925,102407,101116,101273,102565
27Jan1982,100526,100508,102047,100707,100870,102211
28Jan1982,100176,100157,101753,100363,100533,101924
29Jan1982,99757,99738,101391,99952,100127,101568
30Jan1982,99337,99318,101028,99538,99720,101210
31Jan1982,99304,99261,101100,99516,99706,101246
01Feb1982,99657,99566,101606,99882,100083,101673
02Feb1982,100010,99871,102113,100249,100460,102101
03Feb1982,100363,100176,102619,100615,100837,102528
04Feb1982,100715,100482,103125,100982,101214,102955
05Feb1982,101068,100787,103632,101348,101591,103383
06Feb1982,101423,101094,104140,101716,101971,103812
07Feb1982,101773,101397,104645,102081,102346,104237
08Feb1982,102124,101701,105149,102445,102721,104663
09Feb1982,102473,102002,105651,102808,103094,105086
10Feb1982,102822,102303,106154,103170,103467,105509
11Feb1982,103168,102602,106654,103530,103838,105931
12Feb1982,103515,102902,107154,103891,104209,106352
13Feb1982,103949,103288,107742,104339,104668,106861
14Feb1982,104881,104172,108828,105284,105624,107867
15Feb1982,105813,105057,109913,106230,106580,108873
16Feb1982,107538,106734,111602,107969,108330,110673
17Feb1982,109263,108412,111602,109707,110080,111602
18Feb1982,110907,110008,111602,111365,111602,111602
19Feb1982,111602,111486,111602,111602,111602,111602
20Feb1982,111602,111602,111602,111602,111602,111602
21Feb1982,111602,111602,111602,111602,111602,111602
22Feb1982,111602,111602,111602,111602,111602,111602
23Feb1982,111602,111602,111602,111602,111602,111602
24Feb1982,111602,111602,111602,111602,111602,111602
25Feb1982,111602,111602,111602,111602,111602,111602
26Feb1982,111602,111602,111602,111602,111602,111602
27Feb1982,111602,111602,111602,111602,111602,111602
28Feb1982,111602,111602,111602,111602,111602,111602
01Mar1982,111576,111602,111602,111572,111573,111602
02Mar1982,111550,111602,111602,111542,111544,111602
03Mar1982,111523,111602,111602,111511,111516,111602
04Mar1982,111497,111602,111602,111481,111487,111602
05Mar1982,111471,111602,111602,111451,111458,111602
06Mar1982,111445,111602,111602,111421,111429,111602
07Mar1982,111419,111602,111602,111390,111401,111602
08Mar1982,111474,111602,111602,111442,111453,111602
09Mar1982,111527,111602,111602,111491,111504,111602
10Mar1982,111602,111602,111602,111602,111602,111602
11Mar1982,111602,111602,111602,111602,111602,111602
12Mar1982,111602,111602,111602,111602,111602,111602
13Mar1982,111602,111602,111602,111602,111602,111602
14Mar1982,111602,111602,111602,111602,111602,111602
15Mar1982,111602,111602,111602,111602,111602,111602
16Mar1982,111590,111602,111602,111586,111588,111602
17Mar1982,111558,111598,111602,111550,111553,111602
18Mar1982,111526,111595,111602,111514,111518,111602
19Mar1982,111494,111591,111602,111478,111484,111602
20Mar1982,111462,111587,111602,111442,111449,111602
21Mar1982,111430,111583,111602,111406,111414,111602
22Mar1982,111398,111580,111602,111369,111380,111602
23Mar1982,111433,111602,111602,111401,111412,111602
24Mar1982,111470,111602,111602,111434,111447,111602
25Mar1982,111506,111602,111602,111465,111480,111602
26Mar1982,111537,111602,111602,111492,111508,111602
27Mar1982,111564,111602,111602,111516,111533,111602
28Mar1982,111590,111602,111602,111537,111556,111602
29Mar1982,111602,111602,111602,111551,111571,111602
30Mar1982,111602,111602,111602,111558,111580,111602
31Mar1982,111602,111602,111602,111602,111602,111602
01Apr1982,111915,111904,112118,111954,111953,112075
02Apr1982,112259,112239,112667,112337,112334,112580
03Apr1982,112535,112508,112885,112653,112648,112755
04Apr1982,112547,112512,113103,112703,112697,112930
05Apr1982,112560,112516,113322,112756,112748,113105
06Apr1982,112568,112520,113540,112803,112793,113279
07Apr1982,112573,112525,113758,112847,112836,113454
08Apr1982,112575,112533,113980,112888,112875,113633
09Apr1982,112580,112545,114206,112933,112918,113816
10Apr1982,112713,112684,114559,113104,113088,114125
11Apr1982,113305,113284,115373,113736,113718,114895
12Apr1982,113898,113883,116186,114368,114349,115665
