,SFMD,FMD_storage,SHHL,HHL_storage,RFMD,FMD_out_FMPH,RHHL,HHL_out_MFPH
1980-11-07,63.17456533837117,64.84,117.84622816224574,156.3,399.9999993264,387.0,919.9999984507199,562.89
1980-11-08,62.376796744673285,64.07,116.97668105627204,155.9,399.9999993264,387.0,919.9999984507199,675.27
1980-11-09,61.56575542372502,63.3,115.97403642986131,155.3,399.9999993264,377.0,919.9999984507199,700.0
1980-11-10,60.77342484654691,62.54,115.07816866277491,154.9,399.9999993264,385.0,919.9999984507199,661.0
1980-11-11,59.96760666608572,61.78,114.10511081317388,154.4,399.9999993264,378.0,919.9999984507199,665.5
1980-11-12,59.15656534513746,60.99,113.07949098019029,153.9,399.9999993264,379.0,919.9999984507199,640.0
1980-11-13,58.345920718403406,60.18,112.13601990739893,153.5,399.9999993264,377.0,919.9999984507199,629.0
1980-11-14,57.53527609166935,59.41,111.08378850421221,152.9,399.9999993264,378.0,919.9999984507199,676.0
1980-11-15,56.7246314649353,58.6,110.03354057209653,152.3,399.9999993264,377.0,919.9999984507199,676.0
1980-11-16,55.91398683820125,57.84,109.06593726794084,152.1,399.9999993264,375.0,919.9999984507199,514.0
1980-11-17,55.10314386436009,57.02,107.94709429461835,151.6,399.9999993264,374.0,919.9999984507199,588.0
1980-11-18,54.29230089051894,56.17,106.93734223020307,151.1,399.9999993264,361.0,919.9999984507199,630.0
1980-11-19,53.51175543728792,55.42,105.9434579343561,150.6,399.9999993264,386.0,919.9999984507199,663.0
1980-11-20,52.70124965352884,54.58,105.05949099369595,150.2,399.9999993264,364.0,919.9999984507199,646.0
1980-11-21,51.95460502668701,53.9,104.12395380518875,149.8,399.9999993264,368.0,919.9999984507199,624.0
1980-11-22,51.16977858172766,53.16,102.7773422372085,149.1,399.9999993264,379.0,919.9999984507199,579.0
1980-11-23,50.35953064920782,52.29,101.92478025517315,148.9,399.9999993264,371.0,919.9999984507199,568.0
1980-11-24,49.54908436958087,51.43,100.61420174498346,148.0,399.9999993264,348.0,919.9999984507199,667.0
1980-11-25,48.738638089953916,50.54,99.51552406088322,147.3,399.9999993264,371.0,919.9999984507199,696.0
1980-11-26,48.207943875971566,50.07,98.43552406270194,146.7,399.9999993264,371.0,919.9999984507199,655.0
1980-11-27,47.397497596344614,49.04,97.3277554695261,146.1,399.9999993264,371.0,919.9999984507199,641.0
1980-11-28,46.58726949853548,48.26,96.25172241348689,145.5,399.9999993264,371.0,919.9999984507199,657.0
1980-11-29,45.777021566015634,47.48,95.14114390296041,144.8,399.9999993264,375.0,919.9999984507199,694.0
1980-11-30,45.05505462508266,46.81,94.01717696270441,144.4,399.9999993264,375.0,919.9999984507199,536.0
1980-12-01,44.24460834545571,46.04,92.72130919629161,143.6,399.9999993264,314.0,919.9999984507199,590.0
1980-12-02,43.433368677400345,45.96,91.91172242079546,142.6,399.9999993264,19.0,919.9999984507199,641.0
1980-12-03,42.8200133065324,46.12,91.21816870295514,142.2,399.9999993264,10.0,919.9999984507199,387.0
1980-12-04,42.30836041483204,46.37,91.11211911635687,143.0,399.9999993264,14.0,919.9999984507199,81.2
1980-12-05,41.54214554008928,46.37,90.145990192364,141.8,399.9999993264,14.0,919.9999984507199,657.91
1980-12-06,40.74558355795961,46.37,89.15355383039889,141.0,399.9999993264,0.0,919.9999984507199,428.98
1980-12-07,40.0,46.37,88.03934896173833,139.6,374.0983771410026,0.0,919.9999984507199,696.99
1980-12-08,40.0,46.37,86.37396053479078,138.2,17.1999999710352,19.0,919.9999984507199,795.0
1980-12-09,40.0,46.37,84.80576219032419,136.8,16.199999972719194,18.0,919.9999984507199,844.0
1980-12-10,40.0,46.29,83.00460516856396,135.1,0.0,35.0,919.9999984507199,911.0
1980-12-11,40.0,46.1,80.90791095721876,133.4,0.0,50.0,919.9999984507199,777.0
1980-12-12,40.0,46.01,79.17105145601141,131.8,0.0,28.0,919.9999984507199,886.0
1980-12-13,40.0,45.95,77.34724980619013,130.0,0.0,9.0,919.9999984507199,923.0
1980-12-14,40.0,45.93,75.44724980938975,128.1,0.0,0.0,919.9999984507199,926.0
1980-12-15,40.0,45.88,73.80758039066335,126.5,0.0,11.0,919.9999984507199,917.0
1980-12-16,40.0,45.86,71.93022502192399,124.7,0.0,2.0,919.9999984507199,889.0
1980-12-17,40.0,45.86,70.1004729588896,122.9,0.9999999983160003,0.0,919.9999984507199,911.0
1980-12-18,40.0,45.84,68.29253907763665,121.1,0.0,0.0,919.9999984507199,923.0
1980-12-19,40.0,45.89,68.23480637277608,119.4,26.2083332891985,0.0,111.23190522890089,920.0
1980-12-20,40.0,45.91,68.04707366813443,117.6,11.083333314668993,0.0,111.23190522890089,920.0
1980-12-21,40.0,45.99,67.9950434426031,115.9,41.13333326406479,0.0,111.23190522890089,907.95
1980-12-22,40.02288588821194,46.11,67.97990253537075,114.2,48.36169792560908,0.0,111.23190522890089,919.32
1980-12-23,40.0,46.16,67.9295449749466,112.5,35.94663526574857,0.0,111.23190522890089,913.98
1980-12-24,40.0,46.17,67.65882053490752,110.7,4.241666659523698,0.0,111.23190522890089,884.0
1980-12-25,40.0,46.22,67.59950105319012,109.0,24.4083332922297,0.0,111.23190522890089,920.0
1980-12-26,40.0,46.24,67.4026443816217,107.2,9.483333317363401,0.0,111.23190522890089,916.0
1980-12-27,40.0,46.26,67.20638275137459,105.4,9.783333316858192,0.0,111.23190522890089,916.0
1980-12-28,40.0,46.3,67.13071616224671,103.7,20.166666632705997,0.0,111.23190522890089,916.0
1980-12-29,40.0,46.32,66.96738015177887,101.9,10.383333315847798,0.0,111.23190522890089,932.0
1980-12-30,40.0,46.34,66.76715157938968,100.1,9.783333316858192,0.0,111.23190522890089,914.0
1980-12-31,40.0,46.38,66.56692300700048,98.28,19.866666633211196,0.0,111.23190522890089,914.0
1981-01-01,40.0,46.39,66.4366944344934,96.56,4.741666658681695,0.0,111.23190522890089,914.0
1981-01-02,40.0,46.4,66.22325925055621,94.78,5.041666658176498,0.0,111.23190522890089,901.0
1981-01-03,40.0,46.45,66.01636952115345,92.96,25.508333290377287,0.0,111.23190522890089,904.0
1981-01-04,40.0,46.48,65.90233929572653,91.26,14.824999975034698,0.0,111.23190522890089,901.0
1981-01-05,40.0,46.51,66.40525121802101,90.77,14.824999975034698,0.0,111.23190522890089,603.0
1981-01-06,40.0,46.51,65.57396479545484,89.36,0.0,0.0,111.23190522890089,408.0
1981-01-07,40.0,46.56,65.33390151238893,88.95,24.9083332913877,0.0,111.23190522890089,177.0
1981-01-08,40.0,46.56,65.12963988215529,88.53,0.0,0.0,111.23190522890089,225.0
1981-01-09,40.0,46.56,64.97884932621176,87.86,0.0,0.0,111.23190522890089,378.0
1981-01-10,40.0,46.57,64.74870339850104,87.61,4.241666659523698,0.0,111.23190522890089,122.0
1981-01-11,40.0,46.57,64.50816077659296,87.6,0.0,0.0,111.23190522890089,0.0
1981-01-12,40.0,46.58,64.31917187360632,87.29,4.241666659523698,0.0,111.23190522890089,173.0
1981-01-13,40.0,46.59,64.14373668960512,87.18,4.241666659523698,0.0,111.23190522890089,79.0
1981-01-14,40.0,46.59,64.07773952194856,87.17,0.0,0.0,111.23190522890089,88.0
1981-01-15,40.0,46.6,63.72403987543765,86.61,4.241666659523698,0.0,111.23190522890089,216.0
1981-01-16,40.0,46.66,63.58888568310416,86.26,29.549999950237808,0.0,111.23190522890089,195.0
1981-01-17,40.0,46.67,63.39832653218629,86.24,4.241666659523698,0.0,111.23190522890089,27.0
1981-01-18,40.0,46.68,63.201403744915496,86.17,4.2416666595236965,0.0,111.23190522890089,49.0
1981-01-19,40.0,46.71,62.99572062708095,85.74,14.324999975876697,0.0,111.23190522890089,216.0
1981-01-20,40.0,46.72,62.8871449470994,85.56,4.2416666595236965,0.0,111.23190522890089,149.0
1981-01-21,40.0,46.74,62.59030480462498,85.15,9.283333317700192,0.0,111.23190522890089,165.0
1981-01-22,40.0,46.78,62.44572912470406,84.88,19.466666633884795,0.0,111.23190522890089,161.0
