,SFMD,FMD_storage,SHHL,HHL_storage,RFMD,FMD_out_FMPH,RHHL,HHL_out_MFPH
1987-09-09,58.870202575092655,66.6,111.78704597762443,123.1,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-10,58.931628454390186,65.8,111.9954311907427,122.5,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-11,58.99307416839842,65.5,112.20381640386098,121.8,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-12,59.05450004769595,65.4,112.41220161697926,120.7,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-13,59.11586642286135,65.4,112.62058683009754,120.6,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-14,59.17723279802675,64.9,112.82897204321581,119.7,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-15,59.238579338481436,64.3,113.03735725633409,119.2,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-16,59.299945713646835,63.6,113.24574246945237,118.6,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-17,59.36133192352295,62.9,113.45412768257064,118.1,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-18,59.42271813339906,62.4,113.66251289568892,117.2,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-19,59.48414401269659,62.4,113.8708981088072,116.1,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-20,59.54556989199412,62.4,114.07928332192547,116.0,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-21,59.60699577129165,61.9,114.28766853504375,115.4,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-22,59.66838198116776,61.2,114.49605374816203,115.3,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-23,59.729768191043874,60.5,114.7044389612803,115.1,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-24,59.79111473149856,59.8,114.91282417439858,114.9,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-25,59.852461271953246,59.3,115.12120938751686,114.2,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-26,59.91380781240793,59.3,115.32959460063513,113.9,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-27,59.97515435286262,59.3,115.53797981375341,113.8,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-28,60.0365008933173,59.3,115.74636502687169,113.2,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-29,60.09784743377199,59.3,115.95475023998996,112.4,1.171119133372535,336.0,2.6935740067568315,487.0
1987-09-30,60.159193974226675,59.3,116.16313545310824,111.7,1.171119133372535,336.0,2.6935740067568315,487.0
1987-10-01,59.36620224002488,59.3,114.99387925673015,111.1,399.9999993264,0.0,919.9999984507199,228.0
1987-10-02,58.55694604304056,59.2,113.89718504370096,110.4,399.9999993264,0.0,919.9999984507199,314.0
1987-10-03,57.76474769726718,59.2,112.95999496263455,109.8,399.9999993264,0.0,919.9999984507199,344.0
1987-10-04,56.95549150028286,59.1,112.03470570799439,109.2,399.9999993264,0.0,919.9999984507199,350.0
1987-10-05,56.16329315450948,59.1,110.92445777597975,108.3,399.9999993264,0.0,919.9999984507199,408.0
1987-10-06,55.3710948087361,59.1,109.9051189347211,107.6,399.9999993264,0.0,919.9999984507199,353.0
1987-10-07,54.578896462962724,59.1,108.91371397771294,107.4,399.9999993264,0.0,919.9999984507199,115.0
1987-10-08,53.7696402659784,59.0,107.79420984736679,107.3,399.9999993264,0.0,919.9999984507199,0.0
1987-10-09,52.977441920205024,59.0,106.68263960130479,107.2,399.9999993264,0.0,919.9999984507199,0.0
1987-10-10,52.185243574431645,59.0,105.5770197684559,107.1,399.9999993264,0.0,919.9999984507199,0.0
1987-10-11,51.37598737744732,58.9,104.56941646436758,107.1,399.9999993264,0.0,919.9999984507199,0.0
1987-10-12,50.584185725888155,58.9,103.47173051580286,107.0,399.9999993264,0.0,919.9999984507199,0.0
1987-10-13,49.792384074328986,58.9,102.37404456723814,106.9,399.9999993264,0.0,919.9999984507199,0.0
1987-10-14,49.00058242276982,58.9,101.37040820529191,106.9,399.9999993264,0.0,919.9999984507199,0.0
1987-10-15,48.20858242410355,58.9,100.25090407494575,106.8,399.9999993264,0.0,919.9999984507199,0.0
1987-10-16,47.399326227119225,58.8,99.23139994443119,106.8,399.9999993264,0.0,919.9999984507199,0.0
1987-10-17,46.607127881345846,58.8,98.11189581408503,106.7,399.9999993264,0.0,919.9999984507199,0.0
1987-10-18,45.81492953557247,58.8,97.09239168357047,106.7,399.9999993264,0.0,919.9999984507199,0.0
1987-10-19,45.005673338588146,58.7,95.97288755322431,106.6,399.9999993264,0.0,919.9999984507199,0.0
1987-10-20,44.21347499281477,58.7,94.85338342287815,106.5,399.9999993264,0.0,919.9999984507199,0.0
1987-10-21,43.42127664704139,58.7,93.8398297055767,106.5,399.9999993264,0.0,919.9999984507199,0.0
1987-10-22,42.62927664837512,58.7,92.8381768147015,106.5,399.9999993264,0.0,919.9999984507199,0.0
1987-10-23,41.83787169103016,58.7,91.84247433703942,106.5,399.9999993264,0.0,919.9999984507199,0.0
1987-10-24,41.04607003947099,58.7,90.74677185954573,106.4,399.9999993264,0.0,919.9999984507199,0.0
1987-10-25,40.25407004080472,58.7,89.65106938205204,106.3,399.9999993264,0.0,919.9999984507199,0.0
1987-10-26,40.0,58.7,88.05591628547499,106.2,129.19364557052728,0.0,919.9999984507199,21.0
1987-10-27,40.0,58.7,86.23971794142604,105.8,1.9999999966320006,0.0,919.9999984507199,192.0
1987-10-28,40.0,58.7,84.41922207672316,105.6,1.9999999966320006,0.0,919.9999984507199,94.0
1987-10-29,40.0,58.7,82.67492455899941,105.5,1.9999999966320006,0.0,919.9999984507199,82.0
1987-10-30,40.0,58.7,80.7532716696735,105.3,1.9999999966320006,0.0,919.9999984507199,43.0
1987-10-31,40.0,58.7,78.94632952395607,105.3,1.9999999966320006,0.0,919.9999984507199,0.0
1987-11-01,40.0,58.6,77.03542043626496,105.2,0.0,0.0,919.9999984507199,0.0
1987-11-02,40.0,58.6,75.19988324927337,105.1,1.9999999966320006,0.0,919.9999984507199,37.0
1987-11-03,40.0,58.6,73.3909576324849,105.1,1.9999999966320006,0.0,919.9999984507199,0.0
1987-11-04,40.0,58.5,71.49310639601146,104.9,0.0,0.0,919.9999984507199,58.0
1987-11-05,40.0,58.5,69.68358573790167,104.9,1.6999999971372013,0.0,919.9999984507199,0.0
1987-11-06,40.0,58.5,67.87366838557767,104.9,1.4999999974740006,0.0,919.9999984507199,0.0
1987-11-07,40.0,58.5,67.56791915220916,104.8,1.4999999974740006,0.0,111.23190522890089,0.0
1987-11-08,40.0,58.5,67.36197157156514,104.8,1.3999999976423985,0.0,111.23190522890089,0.0
1987-11-09,40.0,58.5,67.064916553058,104.6,1.299999997810798,0.0,111.23190522890089,55.0
1987-11-10,40.0,58.5,66.85877062530686,104.6,1.299999997810798,0.0,111.23190522890089,0.0
1987-11-11,40.0,58.5,66.55262469772413,104.5,1.2999999978107997,0.0,111.23190522890089,0.0
1987-11-12,40.0,58.5,66.34647876997299,104.5,1.299999997810798,0.0,111.23190522890089,0.0
1987-11-13,40.007844565923214,58.6,66.43367835843607,104.7,48.36169792560908,0.0,111.23190522890089,0.0
1987-11-14,40.0,58.6,66.23557534371525,104.7,5.354968650596364,0.0,111.23190522890089,0.0
1987-11-15,40.0,58.6,66.02942941596412,104.7,1.2999999978107997,0.0,111.23190522890089,0.0
1987-11-16,40.0,58.6,65.8292339014261,104.7,1.299999997810798,0.0,111.23190522890089,3.0
1987-11-17,40.00665448328059,58.7,65.75213596950469,104.7,48.36169792560908,0.0,111.23190522890089,18.0
1987-11-18,40.0,58.7,65.55264452503415,104.7,4.654968651775785,0.0,111.23190522890089,0.0
1987-11-19,40.0,58.6,65.35582091131691,104.7,0.0,0.0,111.23190522890089,6.0
1987-11-20,40.0068528303877,58.7,65.24302050011678,104.7,48.36169792560908,0.0,111.23190522890089,0.0
1987-11-21,40.0,58.7,65.05562822917959,104.7,4.754968651609669,0.0,111.23190522890089,6.0
1987-11-22,40.0,58.7,64.74948230159686,104.6,1.2999999978107997,0.0,111.23190522890089,0.0
1987-11-23,40.0,58.7,64.54333637384572,104.6,1.2999999978107997,0.0,111.23190522890089,0.0
1987-11-24,40.0,58.7,64.33719044609458,104.6,1.299999997810798,0.0,111.23190522890089,0.0
1987-11-25,40.0,58.6,64.1284660059511,104.6,0.0,0.0,111.23190522890089,0.0
1987-11-26,40.0,58.6,63.82430354943942,104.5,1.299999997810798,0.0,111.23190522890089,0.0
1987-11-27,40.0,58.6,63.62014109275934,104.5,1.299999997810798,0.0,111.23190522890089,0.0
1987-11-28,40.0,58.6,63.41597863607926,104.5,1.299999997810798,0.0,111.23190522890089,0.0
1987-11-29,40.0,58.6,63.209832708328136,104.5,1.299999997810798,0.0,111.23190522890089,0.0
1987-11-30,40.0,58.6,62.98451322689029,104.1,1.299999997810798,0.0,111.23190522890089,192.0
1987-12-01,40.007844565923214,58.7,62.97171281552178,104.2,48.36169792560908,0.0,111.23190522890089,0.0
1987-12-02,40.317870949519374,59.1,63.29527603995046,104.2,48.36169792560908,0.0,111.23190522890089,219.0
1987-12-03,40.22512047428968,59.1,63.311401248367936,104.2,48.36169792560908,0.0,111.23190522890089,64.0
1987-12-04,40.23217165178448,59.2,63.22752645695382,104.1,48.36169792560908,0.0,111.23190522890089,64.0
1987-12-05,40.13882613523348,59.2,63.11670951682474,104.1,48.36169792560908,0.0,111.23190522890089,0.0
1987-12-06,40.346869047927,59.5,63.505892575853665,104.6,48.36169792560908,0.0,111.23190522890089,0.0
1987-12-07,40.354911960957324,59.6,63.73077811449811,104.9,48.36169792560908,0.0,111.23190522890089,18.0
1987-12-08,40.362359832666336,59.7,63.76029175264511,104.6,48.36169792560908,0.0,111.23190522890089,222.0
1987-12-09,40.672386216262495,60.1,64.38468142284819,105.0,48.36169792560908,0.0,111.23190522890089,167.0
1987-12-10,41.2843960704245,60.8,65.75518679427414,106.4,48.36169792560908,0.0,111.23190522890089,40.0
1987-12-11,41.59243898294962,61.2,66.09693183685401,106.2,48.36169792560908,0.0,111.23190522890089,329.0
1987-12-12,41.599291813337324,61.3,66.18611489638812,106.4,48.36169792560908,0.0,111.23190522890089,0.0
1987-12-13,41.60554960240371,61.4,66.21695084858247,106.5,48.36169792560908,0.0,111.23190522890089,21.0
1987-12-14,41.51141069742429,61.4,66.10415043738234,106.5,48.36169792560908,0.0,111.23190522890089,0.0
1987-12-15,41.51707344516936,61.5,66.08093680289086,106.3,48.36169792560908,0.0,111.23190522890089,152.0
1987-12-16,41.52313288712864,61.6,66.01474796186018,105.7,48.36169792560908,0.0,111.23190522890089,335.0
1987-12-17,41.52899398198082,61.7,66.12244341805733,105.5,48.36169792560908,0.0,111.23190522890089,222.0
1987-12-18,41.43465672989429,61.7,65.9898082961468,105.5,48.36169792560908,0.0,111.23190522890089,0.0
1987-12-19,41.34031947780777,61.7,65.95717317406788,105.6,48.36169792560908,0.0,111.23190522890089,0.0
1987-12-20,41.24598222572124,61.7,65.92453805198895,105.7,48.36169792560908,0.0,111.23190522890089,0.0
1987-12-21,41.25184332057342,61.8,65.70694425253554,105.5,48.36169792560908,0.0,111.23190522890089,58.0
1987-12-22,41.358894497899826,62.0,65.9782760720935,105.9,48.36169792560908,0.0,111.23190522890089,0.0
1987-12-23,41.26515228713461,62.0,66.06663268534801,106.0,48.36169792560908,0.0,111.23190522890089,61.0
1987-12-24,41.17101338215519,62.0,66.03399756326908,106.1,48.36169792560908,0.0,111.23190522890089,0.0
1987-12-25,41.17667612990026,62.1,65.90136244135856,106.1,48.36169792560908,0.0,111.23190522890089,0.0
1987-12-26,41.08233887781373,62.1,65.86872731927963,106.2,48.36169792560908,0.0,111.23190522890089,0.0
1987-12-27,40.98800162572721,62.1,65.8360921972007,106.3,48.36169792560908,0.0,111.23190522890089,0.0
1987-12-28,41.09406106751809,62.3,65.90345707495338,106.5,48.36169792560908,0.0,111.23190522890089,0.0
1987-12-29,41.000120509645775,62.3,65.77082195304286,106.5,48.36169792560908,0.0,111.23190522890089,0.0
1987-12-30,41.005783257390846,62.4,65.63818683113233,106.5,48.36169792560908,0.0,111.23190522890089,0.0
1987-12-31,40.91144600530432,62.4,65.6055517090534,106.6,48.36169792560908,0.0,111.23190522890089,0.0
1988-01-01,40.817108753217795,62.4,65.57291658697447,106.7,48.36169792560908,0.0,111.23190522890089,0.0
1988-01-02,40.72296984823837,62.4,65.54028146489554,106.8,48.36169792560908,0.0,111.23190522890089,0.0
1988-01-03,40.830021025564776,62.6,65.67144799543334,106.8,48.36169792560908,0.0,111.23190522890089,131.0
1988-01-04,40.938063938426694,62.8,65.96327568272537,106.8,48.36169792560908,0.0,111.23190522890089,210.0
1988-01-05,41.06032172729773,62.9,66.43493808045837,107.2,48.36169792560908,0.0,111.23190522890089,100.0
1988-01-06,41.16836464015965,63.1,66.61222031339784,107.5,48.36169792560908,0.0,111.23190522890089,3.0
1988-01-07,41.176010858975765,63.2,66.72917196792652,107.7,48.36169792560908,0.0,111.23190522890089,24.0
1988-01-08,41.18326038357767,63.3,66.80876825061728,107.7,48.36169792560908,0.0,111.23190522890089,106.0
1988-01-09,41.19130329660799,63.4,66.98208354141467,108.0,48.36169792560908,0.0,111.23190522890089,0.0
1988-01-10,41.30132968054095,63.6,67.25341536097262,108.4,48.36169792560908,0.0,111.23190522890089,0.0
1988-01-11,41.41333953554496,63.8,67.61363974236436,108.9,48.36169792560908,0.0,111.23190522890089,-6.6
1988-01-12,40.72590152017367,63.9,66.68550751252236,108.7,399.9999993264,0.0,919.9999984507199,155.89999999999995
1988-01-13,40.733944433203995,64.0,66.92312032387264,108.5,48.36169792560908,0.0,111.23190522890089,286.5
1988-01-14,40.74198734623432,64.1,66.82155958207507,108.3,48.36169792560908,0.0,111.23190522890089,115.5
1988-01-15,40.850030259096236,64.3,67.09507321981117,108.1,48.36169792560908,0.0,111.23190522890089,304.6
1988-01-16,40.958073171958155,64.5,67.08385958529948,108.2,48.36169792560908,0.0,111.23190522890089,9.8
1988-01-17,40.96591773788137,64.6,67.28008396696738,108.2,48.36169792560908,0.0,111.23190522890089,165.79999999999995
1988-01-18,40.87376230397299,64.6,67.14893644836013,107.9,48.36169792560908,0.0,111.23190522890089,152.0
1988-01-19,40.8814085227891,64.7,67.13745835103897,107.5,48.36169792560908,0.0,111.23190522890089,262.75
1988-01-20,40.78865804755941,64.7,67.2442678568244,107.2,48.36169792560908,0.0,111.23190522890089,271.97
1988-01-21,40.695907572329716,64.7,67.13342447041435,106.7,48.36169792560908,0.0,111.23190522890089,263.07
1988-01-22,40.60315709710002,64.7,67.31665050499672,106.5,48.36169792560908,0.0,111.23190522890089,260.08
1988-01-23,40.61040662170193,64.8,67.29194926720194,106.6,48.36169792560908,0.0,111.23190522890089,3.0
1988-01-24,40.61765614630383,64.9,67.34999183092073,106.8,48.36169792560908,0.0,111.23190522890089,-5.699999999999998
1988-01-25,40.62490567090573,65.0,67.41124100620436,106.5,48.36169792560908,0.0,111.23190522890089,248.0
1988-01-26,40.632155195507636,65.1,67.48320092527162,106.2,48.36169792560908,0.0,111.23190522890089,253.4
1988-01-27,40.63940472010954,65.2,67.52977241462956,105.9,48.36169792560908,0.0,111.23190522890089,241.6
1988-01-28,40.64685259181855,65.3,67.68705464760272,105.7,48.36169792560908,0.0,111.23190522890089,247.0
1988-01-29,40.75489550468047,65.5,67.75703109559893,105.4,48.36169792560908,0.0,111.23190522890089,253.4
1988-01-30,40.66293841787919,65.5,67.90813151040068,105.7,48.36169792560908,0.0,111.23190522890089,-8.2
1988-01-31,40.670782983802404,65.6,67.86121539661026,105.8,48.36169792560908,0.0,111.23190522890089,-7.199999999999998
1988-02-01,40.67862754972562,65.7,67.93433234046896,105.4,48.36169792560908,0.0,111.23190522890089,305.4000000000001
1988-02-02,40.780073263666495,65.8,68.24096548730608,104.9,1.171119133372535,0.0,2.6935740067568315,412.2
1988-02-03,40.88112228339317,65.9,68.40478871702834,104.4,1.171119133372535,0.0,2.6935740067568315,340.2000000000001
1988-02-04,40.88197295618114,65.9,68.42067806270218,104.0,1.171119133372535,0.0,2.6935740067568315,215.2
1988-02-05,40.9828236288007,66.0,68.48916244960976,103.7,1.171119133372535,0.0,2.6935740067568315,191.3
1988-02-06,41.08367430142027,66.1,68.67067162971546,103.9,1.171119133372535,0.0,2.6935740067568315,-3.8
1988-02-07,41.084524974208236,66.1,68.75198246288244,104.0,1.171119133372535,0.0,2.6935740067568315,-3.9
1988-02-08,41.1853756468278,66.2,68.9380866843027,103.7,1.171119133372535,0.0,2.6935740067568315,250.6
1988-02-09,41.286226319447366,66.3,68.98832313735673,103.4,1.171119133372535,0.0,2.6935740067568315,182.1
1988-02-10,41.487672033219845,66.5,69.2589232264033,103.7,1.171119133372535,0.0,2.6935740067568315,-9.3
1988-02-11,41.58931609426783,66.6,69.39458116691678,103.8,1.171119133372535,0.0,2.6935740067568315,23.5
1988-02-12,41.79096015514741,66.8,69.65665233035787,104.1,1.171119133372535,0.0,2.6935740067568315,-13.6
1988-02-13,41.99260421602699,67.0,69.92110365908421,104.4,1.171119133372535,0.0,2.6935740067568315,-12.4
1988-02-14,42.094248277074975,67.1,70.18674507045317,104.7,1.171119133372535,0.0,2.6935740067568315,-11.8
1988-02-15,42.295892337954555,67.3,70.35119639934791,104.9,1.171119133372535,0.0,2.6935740067568315,-12.4
1988-02-16,42.497536398834136,67.5,70.61802789335951,105.2,1.171119133372535,0.0,2.6935740067568315,-11.2
1988-02-17,42.699180459713716,67.7,70.74257839587517,105.3,1.171119133372535,0.0,2.6935740067568315,17.9
1988-02-18,42.8008245207617,67.8,71.01516195599278,105.6,1.171119133372535,0.0,2.6935740067568315,-8.3
1988-02-19,42.90227023470258,67.9,71.08893559908981,105.7,1.171119133372535,0.0,2.6935740067568315,-7.699999999999998
1988-02-20,43.10391429558216,68.1,71.26013072962608,105.9,1.171119133372535,0.0,2.6935740067568315,-9.0
1988-02-21,43.20555835663014,68.2,71.42874734777001,106.1,1.171119133372535,0.0,2.6935740067568315,-10.3
1988-02-22,43.40720241750972,68.4,71.69617388310292,106.4,1.171119133372535,0.0,2.6935740067568315,-10.9
1988-02-23,43.6088464783893,68.6,71.91021198877365,106.6,1.171119133372535,0.0,2.6935740067568315,12.6
1988-02-24,43.910490539100486,68.9,72.17605174724973,106.9,1.171119133372535,0.0,2.6935740067568315,-11.7
1988-02-25,44.11213459998007,69.1,72.5418915055574,107.3,1.171119133372535,0.0,2.6935740067568315,-11.7
1988-02-26,44.41377866069125,69.4,72.80654118139086,107.6,1.171119133372535,0.0,2.6935740067568315,-12.3
1988-02-27,44.717406192473476,69.7,73.16960408019906,108.0,1.171119133372535,0.0,2.6935740067568315,-13.1
1988-02-28,45.1210337240873,70.1,73.7237413588508,108.6,1.171119133372535,0.0,2.6935740067568315,-17.6
1988-02-29,45.52664472677216,70.5,74.07411004280436,109.0,1.171119133372535,0.0,2.6935740067568315,-19.5
1988-03-01,45.92928052285047,70.9,74.50841261091409,109.5,1.171119133372535,0.0,2.6935740067568315,-20.1
1988-03-02,46.231916319097174,71.2,74.94628542695169,110.0,1.171119133372535,0.0,2.6935740067568315,-19.3
1988-03-03,46.53256864427284,71.5,75.28098468944403,110.4,1.171119133372535,0.0,2.6935740067568315,-19.9
1988-03-04,46.83322096944851,71.8,75.6172707287932,110.8,1.171119133372535,0.0,2.6935740067568315,-19.1
1988-03-05,47.13387329462418,72.1,76.0547468506166,111.3,1.171119133372535,0.0,2.6935740067568315,-18.5
1988-03-06,47.534525619631445,72.5,76.3930163610368,111.7,1.171119133372535,0.0,2.6935740067568315,-18.1
1988-03-07,47.93517794463871,72.9,76.83426107789516,112.2,1.171119133372535,0.0,2.6935740067568315,-16.6
1988-03-08,48.233846798743336,73.2,77.17530744781483,112.6,1.171119133372535,0.0,2.6935740067568315,-16.7
1988-03-09,48.64005284274951,73.6,77.60603976799669,113.1,1.171119133372535,4.0,2.6935740067568315,-17.9
1988-03-10,48.93772996131862,73.9,77.95164812137975,113.5,1.171119133372535,0.0,2.6935740067568315,-14.4
1988-03-11,49.13520873294902,74.1,78.2018184583946,113.8,1.171119133372535,0.0,2.6935740067568315,-12.1
1988-03-12,49.43229081019681,74.4,78.45397226648049,114.1,1.171119133372535,0.0,2.6935740067568315,-11.1
1988-03-13,49.6291745405059,74.6,78.69260541343212,114.3,1.171119133372535,0.0,2.6935740067568315,32.5
1988-03-14,49.92605827064659,74.9,78.94594930416064,114.6,1.171119133372535,0.0,2.6935740067568315,-10.5
1988-03-15,50.12294200095568,75.1,79.19968988910335,114.9,1.171119133372535,0.0,2.6935740067568315,-10.3
1988-03-16,50.31962738415767,75.3,79.45600898643843,115.2,1.171119133372535,0.0,2.6935740067568315,-9.0
1988-03-17,50.61591607297705,75.6,79.71232808377351,115.5,1.171119133372535,0.0,2.6935740067568315,-9.0
1988-03-18,50.81220476196483,75.8,79.96765544557307,115.8,1.171119133372535,0.0,2.6935740067568315,-9.5
1988-03-19,51.10849345078421,76.1,80.32099933613318,116.2,1.171119133372535,0.0,2.6935740067568315,-10.5
1988-03-20,51.504782139435186,76.5,80.77612835048883,116.7,1.171119133372535,0.0,2.6935740067568315,-10.6
1988-03-21,51.90107082808616,76.9,81.13145571211999,117.1,1.171119133372535,0.0,2.6935740067568315,-10.5
1988-03-22,52.197756211119746,77.2,81.58519629672591,117.6,1.171119133372535,0.0,2.6935740067568315,-10.3
1988-03-23,52.69563167645916,77.7,82.23338316199612,118.3,1.171119133372535,0.0,2.6935740067568315,-14.1
1988-03-24,53.09311044775276,78.1,82.88395019255157,119.0,1.171119133372535,0.0,2.6935740067568315,-12.9
1988-03-25,53.490589219046356,78.5,83.53689738839228,119.7,1.171119133372535,0.0,2.6935740067568315,-11.7
1988-03-26,54.08806799000316,79.1,84.18805946026905,120.4,1.171119133372535,0.0,2.6935740067568315,-12.6
1988-03-27,54.48534841418966,79.5,84.74160169759946,121.0,1.171119133372535,0.0,2.6935740067568315,-11.4
1988-03-28,54.88223214416195,79.9,85.09792079476614,121.4,1.171119133372535,0.0,2.6935740067568315,-10.0
1988-03-29,55.279115874134234,80.3,85.55721509837097,121.9,1.171119133372535,0.0,2.6935740067568315,-8.5
1988-03-30,55.57599960427493,80.6,85.91670774925132,122.3,1.171119133372535,0.0,2.6935740067568315,-8.4
1988-03-31,55.772883334584016,80.8,86.17600205319295,122.6,1.171119133372535,0.0,2.6935740067568315,-7.5
1988-04-01,55.96679185828654,81.0,86.5210153652547,123.0,1.171119133372535,0.0,2.6935740067568315,-6.2
1988-04-02,56.26070038182067,81.3,86.86622702442355,123.4,1.171119133372535,0.0,2.6935740067568315,-6.1
1988-04-03,56.6548072522935,81.7,87.2108436422711,123.8,1.171119133372535,0.0,2.6935740067568315,-6.4
1988-04-04,56.94871577582763,82.0,87.6536751359863,124.3,1.171119133372535,0.0,2.6935740067568315,-7.3
1988-04-05,57.24262429936176,82.3,88.0008702662262,124.7,1.171119133372535,0.0,2.6935740067568315,-6.1
1988-04-06,57.63653282272748,82.7,88.54628027216536,125.3,1.171119133372535,0.0,2.6935740067568315,-6.0
1988-04-07,58.13044134592481,83.2,89.09367374917557,125.9,1.171119133372535,0.0,2.6935740067568315,-6.0
1988-04-08,58.424349869458936,83.5,89.54047218503285,126.4,1.171119133372535,0.0,2.6935740067568315,-5.3
1988-04-09,58.718060045885956,83.8,89.98945243906829,126.9,1.171119133372535,0.0,2.6935740067568315,-4.2
1988-04-10,59.21137352776197,84.3,90.43882938731792,127.4,1.171119133372535,0.0,2.6935740067568315,-4.0
1988-04-11,59.60468700980638,84.7,90.95042121149585,127.7,1.171119133372535,0.0,2.6935740067568315,127.2
1988-04-12,59.998793880279216,85.1,91.50277336618365,128.3,1.171119133372535,0.0,2.6935740067568315,-3.5
1988-04-13,60.493892486119165,85.6,92.15413378516753,129.0,1.171119133372535,0.0,2.6935740067568315,-4.0
1988-04-14,61.189586132943624,86.3,92.89319668334257,129.8,1.171119133372535,0.0,2.6935740067568315,-10.2
1988-04-15,61.684684738783574,86.8,93.63503644101705,130.6,1.171119133372535,0.0,2.6935740067568315,-8.8
1988-04-16,61.97958499785322,87.1,94.18123983538463,131.2,1.171119133372535,0.0,2.6935740067568315,-6.6
1988-04-17,62.47448525658607,87.6,94.727046535538,131.8,1.171119133372535,0.0,2.6935740067568315,-5.8
1988-04-18,62.869385515487316,88.0,95.17444001271659,132.3,1.171119133372535,0.0,2.6935740067568315,-5.0
1988-04-19,63.467062633551215,88.6,96.00854423304561,133.2,1.171119133372535,0.0,2.6935740067568315,-12.7
1988-04-20,63.864739751951916,89.0,96.74324349486436,134.0,1.171119133372535,0.0,2.6935740067568315,-14.4
1988-04-21,64.26241687035261,89.4,97.28091796362646,134.6,1.171119133372535,0.0,2.6935740067568315,-11.9
1988-04-22,64.6600939887533,89.8,97.91799739089886,135.3,1.171119133372535,0.0,2.6935740067568315,-11.2
1988-04-23,65.057771107154,90.2,98.25686194264038,135.7,1.171119133372535,0.0,2.6935740067568315,-10.3
1988-04-24,65.3554482257231,90.5,98.89235459305594,136.4,1.171119133372535,0.0,2.6935740067568315,-12.0
1988-04-25,65.85312534395538,91.0,99.42745054942569,137.0,1.171119133372535,0.0,2.6935740067568315,-12.2
1988-04-26,66.25080246235608,91.4,100.06254650562704,137.7,1.171119133372535,0.0,2.6935740067568315,-12.2
1988-04-27,66.84847958041998,92.0,100.79942758562393,138.5,1.171119133372535,0.0,2.6935740067568315,-11.3
1988-04-28,67.44615669848388,92.6,101.43829213686026,139.2,1.171119133372535,0.0,2.6935740067568315,-10.3
1988-04-29,67.84383381688457,93.0,101.97854511801471,139.8,1.171119133372535,0.0,2.6935740067568315,-9.6
1988-04-30,68.24151093528526,93.4,102.41879809933756,140.3,1.171119133372535,0.0,2.6935740067568315,-9.6
1988-05-01,68.53918805385436,93.7,102.87551389055004,140.8,1.171119133372535,0.0,2.6935740067568315,-9.3
1988-05-02,68.93686517225505,94.1,103.13341976474194,141.1,1.171119133372535,0.0,2.6935740067568315,-8.7
1988-05-03,69.23255881975311,94.4,103.59192067991836,141.6,1.171119133372535,0.0,2.6935740067568315,-8.4
1988-05-04,69.52825246725116,94.7,103.95121498369159,142.0,1.171119133372535,0.0,2.6935740067568315,-8.0
1988-05-05,69.82394611474922,95.0,104.31110432878613,142.4,1.171119133372535,0.0,2.6935740067568315,-7.7
1988-05-06,70.02162323348672,95.2,104.67039863255935,142.8,1.171119133372535,0.0,2.6935740067568315,-8.0
1988-05-07,70.31930035205582,95.5,105.02751111815444,143.2,1.171119133372535,0.0,2.6935740067568315,-9.1
1988-05-08,70.61697747062492,95.8,105.2832351741682,143.5,1.171119133372535,0.0,2.6935740067568315,-9.8
1988-05-09,70.91465458919401,96.1,105.6411410481917,143.9,1.171119133372535,0.0,2.6935740067568315,-8.7
1988-05-10,71.11233170793152,96.3,106.07871634356864,144.1,1.171119133372535,0.0,2.6935740067568315,132.3
1988-05-11,71.41000882650061,96.6,106.64521725856319,144.3,1.171119133372535,0.0,2.6935740067568315,197.3
1988-05-12,71.9076859447329,97.1,107.20768511571329,144.9,1.171119133372535,0.0,2.6935740067568315,-6.4
1988-05-13,72.30337959206256,97.5,107.77015297286339,145.5,1.171119133372535,0.0,2.6935740067568315,-6.4
1988-05-14,72.59887489245351,97.8,108.34114975561896,146.1,1.171119133372535,0.0,2.6935740067568315,-6.1
1988-05-15,73.00746110174492,98.2,108.91432835655267,146.7,1.171119133372535,6.6,2.6935740067568315,-5.4
1988-05-16,73.31188202195555,98.5,109.49167224673558,147.3,1.171119133372535,4.5,2.6935740067568315,-5.4
