date,streamflow,streamflow_thin,streamflow_fire,streamflow_fire_temperature
5/14/84,231.5165025,172.2589539,133.4757164,22.42011384
5/15/84,154.8528953,124.9948386,116.8389518,20.25098441
5/16/84,101.7404166,93.12544721,78.72637165,18.05245521
5/17/84,94.17595121,87.38719356,73.69458892,16.87459203
5/18/84,73.42552923,72.18655596,84.68835038,15.1097692
5/19/84,99.51910062,90.44743881,88.49629793,13.70467528
5/20/84,91.29178589,78.6936654,85.34725581,12.88076463
5/21/84,79.23684409,72.47915937,74.06519335,12.12891927
5/22/84,127.6509764,95.09889686,89.21826547,11.3313011
5/23/84,92.08414557,91.76281962,75.40085123,10.50826686
5/24/84,59.80602565,54.49211667,70.49061146,10.06213132
5/25/84,52.58619087,46.85231931,50.07928277,9.367691201
5/26/84,51.64926241,38.71651038,39.50504569,8.907134629
5/27/84,42.9152996,42.74284484,27.82517008,8.484184267
5/28/84,34.05995318,35.90580465,25.03031951,8.201221433
5/29/84,30.77403083,23.12335795,22.85923806,7.629240526
5/30/84,34.11341455,20.99370707,20.52072133,7.321180326
5/31/84,23.91213229,18.84975468,18.53783028,6.932888231
6/1/84,18.14778536,16.77344566,18.94691734,6.527545862
6/2/84,16.23241817,14.88385308,14.85027041,6.34222373
6/3/84,14.35816287,13.18480128,16.16170734,6.024961162
6/4/84,12.63361533,11.67764474,15.65876411,5.846849542
6/5/84,77.65758242,79.474552,92.27102135,71.78543633
6/6/84,73.56671187,96.03060667,108.20988,67.60298031
6/7/84,141.0810945,142.4139239,163.897667,132.334583
6/8/84,68.86665258,82.42871108,82.52029655,70.77453039
6/9/84,53.33237937,57.30258338,59.31312136,55.69933978
6/10/84,44.79935483,46.16405395,51.98130453,46.12704529
6/11/84,37.66329745,39.5531689,43.32187692,39.18770345
6/12/84,31.81170729,32.76090559,34.44378352,33.08629492
6/13/84,27.01823003,27.72948139,29.29659275,28.3499042
6/14/84,23.15295691,23.762305,25.09732549,24.30138048
6/15/84,66.28616538,70.9957059,71.05860866,67.68635934
6/16/84,34.52082845,35.63192467,51.54082585,37.4420821
6/17/84,29.22938759,30.17257048,33.03203681,31.70864875
6/18/84,24.7232154,25.52445875,27.34839981,27.10228628
6/19/84,21.18388933,21.86104015,23.5677805,23.28182989
6/20/84,18.07982329,18.70534524,20.2787907,20.26480788
6/21/84,15.64211221,16.32719061,17.5887515,17.57078498
6/22/84,13.542618,13.99540635,15.48411832,15.2586404
6/23/84,11.81504285,12.51187319,13.53006932,13.51636536
6/24/84,10.37473294,10.85596497,11.96431242,11.99183985
6/25/84,9.142531981,9.614960005,10.52619355,10.65753643
6/26/84,8.112225379,8.465739696,9.578708255,9.596077226
6/27/84,7.243298819,7.637207943,8.595927299,8.708267886
6/28/84,6.558100908,6.872614717,7.667364619,7.781059667
6/29/84,5.878081819,6.243826123,7.082396821,7.13836793
6/30/84,5.346256697,5.687859725,6.395406242,6.556268402
7/1/84,4.888568395,5.185872581,5.854777123,6.038346424
7/2/84,4.485656089,4.906614596,5.54141859,5.595397844
7/3/84,4.13640434,4.398970586,5.017202351,5.169698724
7/4/84,3.869137318,4.0846958,4.772881492,4.829768853
7/5/84,3.569004698,3.804282539,4.508363229,4.55923519
7/6/84,3.339861769,3.592349231,4.166441504,4.210262301
7/7/84,3.135935716,3.361055099,3.943274138,3.988927441
7/8/84,2.965791514,3.211108301,3.837586344,3.782810348
7/9/84,2.794492036,2.986188103,3.495345923,3.600157301
7/10/84,2.652751678,2.865202867,3.375794822,3.458416942
7/11/84,2.525790879,2.696931008,3.255088446,3.288033718
7/12/84,2.497267524,2.574710823,3.04136247,3.138525127
7/13/84,2.30266335,2.481970083,2.921731695,2.989813278
7/14/84,2.208727497,2.366761225,2.855004573,2.923245504
7/15/84,2.125149287,2.294536584,2.678486437,2.811462636
7/16/84,2.051490512,2.187255307,2.585586348,2.690557074
7/17/84,2.024321618,2.130049249,2.547183395,2.588813152
7/18/84,1.904929865,2.036989812,2.509656859,2.492088703
7/19/84,1.845054722,1.991296672,2.35684179,2.440101303
7/20/84,1.792071396,1.911542822,2.260157178,2.362299471
7/21/84,1.745860374,1.853699371,2.236175251,2.30513325
7/22/84,1.712198035,1.811830591,2.217969702,2.252787316
7/23/84,1.640969322,1.754505022,2.054956338,2.178690333
7/24/84,17.11210075,17.75829815,18.50404843,18.50034358
7/25/84,10.20128226,10.80485398,11.95841653,12.01693722
7/26/84,8.620905153,9.133090591,10.18120437,10.21785449
7/27/84,7.322654298,7.778310908,8.614770241,8.750774059
7/28/84,6.274022635,6.665183,7.419020213,7.531081941
7/29/84,5.440989292,5.773748486,6.471096709,6.546827013
7/30/84,4.714400647,5.014174733,5.678697195,5.709292078
7/31/84,4.137599452,4.409885948,4.927608741,5.035607086
8/1/84,3.661386905,3.891764783,4.391361702,4.494300737
8/2/84,3.253335614,3.479211902,3.938254665,4.04242865
8/3/84,2.921691858,3.114383852,3.583425724,3.633341595
8/4/84,2.66777026,2.830026719,3.279189884,3.328667547
8/5/84,2.412334853,2.571244996,2.998338415,3.011524491
8/6/84,2.217969702,2.371581512,2.76736298,2.778238505
8/7/84,2.051888882,2.182474856,2.564472691,2.588096084
8/8/84,1.91265826,2.035356491,2.387078139,2.434524111
8/9/84,1.787410456,1.899830718,2.238007757,2.286728515
8/10/84,1.682200707,1.78900394,2.107899828,2.161958756
8/11/84,1.592168889,1.689650243,1.997551095,2.052725461
8/12/84,1.51157846,1.611370365,1.931421529,1.958590423
8/13/84,1.441863557,1.5307401,1.812029777,1.870072414
8/14/84,1.380474604,1.472498277,1.734227944,1.793306345
8/15/84,1.326375839,1.406607734,1.668138215,1.722595514
8/16/84,1.278332311,1.361671499,1.605275291,1.666146361
8/17/84,1.235069234,1.308409312,1.55030011,1.60515578
8/18/84,1.195869539,1.272038051,1.504128925,1.555319583
8/19/84,1.160055997,1.229810738,1.474330783,1.511936994
8/20/84,1.128465187,1.200211782,1.416686517,1.46835522
8/21/84,1.099901995,1.16316329,1.375933176,1.429155526
8/22/84,1.072294893,1.137946414,1.340239146,1.395493186
8/23/84,1.047994269,1.10858648,1.308369475,1.364778792
8/24/84,1.026004197,1.084325693,1.310879212,1.336374948
8/25/84,1.005010052,1.061897413,1.252278856,1.311197909
8/26/84,0.985091508,1.043253656,1.227978232,1.283630644
8/27/84,0.96481443,1.019749774,1.201048361,1.256222727
8/28/84,0.947485297,1.006284838,1.178460732,1.232360312
8/29/84,0.930913068,0.983617535,1.162127526,1.216066943
8/30/84,0.915655464,0.971905432,1.134878958,1.186069616
8/31/84,0.900676719,0.950273893,1.115796993,1.167386022
9/1/84,0.887371131,0.9411512,1.098428022,1.145077252
9/2/84,0.872312712,0.920555425,1.078031434,1.125158708
9/3/84,0.859325821,0.908524625,1.060463278,1.108347457
9/4/84,0.847215347,0.893665391,1.046121926,1.093607735
9/5/84,0.834666664,0.883347585,1.028633445,1.076796484
9/6/84,0.823791139,0.868408677,1.015726228,1.063889267
9/7/84,0.811999361,0.856218529,0.999034488,1.046002415
9/8/84,0.801641718,0.859365658,0.984135418,1.029589535
9/9/84,0.791124727,0.833710574,0.973180218,1.015088835
9/10/84,0.780886595,0.825504134,0.957922614,1.006962069
9/11/84,0.77152488,0.812875777,0.944099144,0.988238638
9/12/84,0.763278603,0.805266893,0.932466715,0.980749265
9/13/84,0.753677864,0.792877559,0.919758684,0.96604938
9/14/84,0.744236475,0.786065417,0.907966906,0.952425096
9/15/84,0.735990198,0.779691483,0.898366167,0.942983706
9/16/84,0.72774392,0.766107036,0.886574389,0.930913068
9/17/84,0.718740738,0.756864832,0.876893977,0.918045689
9/18/84,0.711131855,0.75674532,0.864624154,0.907010816
9/19/84,0.703961179,0.739814558,0.877411859,0.898286493
9/20/84,6.91647535,7.56215487,8.342404072,8.571547001
9/21/84,3.598205283,4.044221319,4.773797745,4.819490885
9/22/84,3.055464799,3.429813913,4.054260265,4.097563179
9/23/84,2.618013737,2.936909625,3.47622412,3.518929479
9/24/84,2.266610786,2.538419236,3.007102574,3.055942844
9/25/84,1.978907338,2.213149414,2.623351907,2.667690586
9/26/84,1.741996176,1.945324672,2.311547021,2.357479183
9/27/84,1.550379784,1.726858083,2.047586477,2.088379655
9/28/84,1.408201217,1.547033468,1.833541804,1.875131724
9/29/84,1.262676336,1.400791519,1.656625297,1.696741244
9/30/84,1.155474732,1.28203716,1.50966628,1.550539132
10/1/84,1.067076234,1.173720118,1.387047724,1.428717318
10/2/84,65.63028756,66.87340389,68.13950621,63.27284822
10/3/84,19.82815356,20.54052036,21.59429101,21.48943979
10/4/84,16.49422752,17.13452903,18.15471701,17.99258006
10/5/84,13.71598901,14.26223516,15.16331025,14.99985868
10/6/84,11.44905953,11.90893887,12.6855629,12.55234768
10/7/84,9.599463378,9.98903026,10.64865276,10.54913971
10/8/84,8.087566221,8.418970955,8.986330759,8.91135736
10/9/84,6.850106762,7.132711063,7.624141379,7.573866974
10/10/84,5.830755359,6.077267258,6.50240866,6.466595118
10/11/84,135.0734625,136.5085139,137.9099826,137.4769137
10/12/84,139.3543161,140.5106274,143.3549158,141.8595909
10/13/84,63.33822088,64.44525371,66.23103085,66.04192419
10/14/84,53.43898341,54.44088617,55.8814351,55.80383246
10/15/84,45.03156521,45.92722246,47.23495454,47.15743157
10/16/84,37.8212515,38.62858993,39.84541377,39.74175767
10/17/84,66.72050914,68.09839434,70.09486983,161.6379082
10/18/84,39.13117463,40.1675763,41.88260277,71.97900474
10/19/84,43.29578362,43.84824436,44.67888748,107.7575299
10/20/84,64.39115495,65.33278419,66.97451042,150.0967055
10/21/84,53.59892932,55.50457625,57.98754226,124.4992652
10/22/84,67.68711624,70.31257952,74.37847221,125.3885087
10/23/84,94.36868304,97.45593784,111.5691425,156.1407486
10/24/84,109.1416297,112.1103691,131.5975969,152.4233906
10/25/84,117.1949758,119.6356747,139.4231944,109.5096447
10/26/84,134.7570365,137.5910071,167.4466337,90.46811426
10/27/84,94.30570061,94.44612634,121.5323981,58.70887241
10/28/84,70.01754604,70.32803631,77.31789157,50.24715626
10/29/84,62.18398109,62.66346028,64.58022176,42.9927429
10/30/84,60.76434663,81.58285019,72.62456474,36.65776952
10/31/84,51.78431013,64.16053804,63.7491006,31.49711381
11/1/84,45.31520528,44.77122984,45.40886227,26.890592
11/2/84,40.55443426,41.74524449,40.2962501,23.13216195
11/3/84,283.7728423,281.6055055,390.4924567,396.7039749
11/4/84,272.3354949,291.0345459,489.8167938,466.3663335
11/5/84,127.6702177,153.7956986,312.5259377,283.7238028
11/6/84,166.9358027,187.4188382,313.8487282,267.5775125
11/7/84,187.2552272,244.134183,348.8552106,287.2124163
11/8/84,226.7482421,313.0105957,404.880338,409.8096199
11/9/84,180.0818823,209.8054888,278.4943485,402.325984
11/10/84,167.776923,194.0531474,252.6924643,484.35246
11/11/84,216.871672,262.1638514,369.4477582,655.3040403
11/12/84,260.7360503,331.5943183,571.5178406,816.1190737
11/13/84,235.5731132,297.2722769,544.7768369,870.7984645
11/14/84,236.8349131,249.4553423,623.175668,1243.990072
11/15/84,211.949242,217.6374603,581.1511257,809.9668728
11/16/84,194.1235794,243.8453641,480.7605888,467.6078962
11/17/84,181.4390921,176.1586463,294.9239603,235.2484807
11/18/84,167.6129535,190.8175393,361.9822082,292.430039
11/19/84,157.2525221,167.1623961,334.5262483,228.3860643
11/20/84,127.7442351,146.8413382,226.6720338,182.3522776
11/21/84,134.969647,128.1941551,216.6790596,238.2274185
11/22/84,111.7363387,107.194114,151.683098,295.3616902
11/23/84,117.089049,141.9381098,192.0330485,274.6491533
11/24/84,303.599243,338.5536185,733.4973917,635.5220978
11/25/84,252.8035699,323.4664369,596.4055434,962.0311321
11/26/84,151.9688893,208.8258152,331.9273563,487.2179417
11/27/84,120.8869975,150.7464883,221.0641271,347.2432028
11/28/84,346.8551497,454.3426638,796.5148842,1454.314798
11/29/84,172.3967504,186.4316353,315.7961642,750.4107851
11/30/84,122.8734738,147.441962,247.4587075,450.59495
12/1/84,108.7330605,143.7742808,223.9039936,388.2970348
12/2/84,99.94635338,121.3521751,175.1377412,249.6504246
12/3/84,116.8133764,142.1803989,183.3897151,385.4852933
12/4/84,84.40829565,113.1356961,139.7888192,234.496476
12/5/84,77.68913339,97.03888336,151.8106166,269.1153834
12/6/84,64.82972144,83.71616608,141.3205154,219.4990873
12/7/84,93.98062997,116.1234777,173.073941,252.2749716
12/8/84,207.9307555,307.454517,343.9430188,327.7197631
12/9/84,141.4959978,290.8532074,284.945686,252.0382596
12/10/84,193.7824146,265.1254202,307.7538131,194.934543
12/11/84,221.9514982,283.7735594,228.3665043,315.7127453
12/12/84,171.4336489,275.4827443,177.5224291,340.47038
12/13/84,107.9334106,156.9816299,146.7715835,226.1546695
12/14/84,103.6103297,110.3110872,104.7741304,168.6757274
12/15/84,155.8894165,213.8515028,156.7363529,195.489872
12/16/84,188.3888314,248.3433697,164.3470692,411.9019036
12/17/84,99.41440875,150.3472011,116.0671879,242.787809
12/18/84,80.64695749,113.435749,102.1826481,169.1996647
12/19/84,71.58481675,92.62417713,88.73715296,143.6698678
12/20/84,100.5837468,87.00196892,76.68400383,125.9079445
12/21/84,66.66704777,75.84001529,70.30580721,114.3521614
12/22/84,48.62769897,66.55709741,75.74607944,91.32835634
12/23/84,56.33498035,104.6285657,61.56762167,77.3811927
12/24/84,107.4893068,59.34909425,101.5293597,81.81569797
12/25/84,186.5055729,104.5994448,106.8949773,145.9240096
12/26/84,149.2717989,147.3998542,143.151667,130.8300557
12/27/84,102.1351623,96.19844032,101.7890976,111.3557352
12/28/84,61.48189226,102.3443867,125.4614902,89.64500035
12/29/84,73.32183329,122.7323709,113.3240857,75.37563436
12/30/84,82.97165075,129.9015329,112.2654151,59.12871548
12/31/84,112.1073415,195.1328918,114.8355446,64.52182059
1/1/85,208.6958666,142.4732015,189.5086519,96.51781426
1/2/85,296.1896244,250.2051959,209.3305112,107.5104603
1/3/85,292.3548266,322.7689692,262.1706237,149.1055986
1/4/85,233.5502257,249.483786,279.2841188,147.8062722
1/5/85,205.7700715,286.0070257,212.0485957,132.9853218
1/6/85,153.9384748,172.7687093,216.0026259,92.55171347
1/7/85,108.3403465,124.4747654,153.4075659,111.8973204
1/8/85,103.6024818,110.058042,108.2112743,124.5385446
1/9/85,89.03951646,109.0836667,131.4366949,101.2176744
1/10/85,69.60324033,79.90204379,102.6899336,77.31821027
1/11/85,55.08090882,62.52773533,69.33951881,70.24270526
1/12/85,57.50388018,71.39276215,79.79360723,46.38821724
1/13/85,135.2754365,102.9184392,114.1225803,47.27618593
1/14/85,159.8010998,158.092009,215.5695967,50.57720654
1/15/85,272.2830693,174.7806416,224.4223139,62.40782569
1/16/85,223.3463938,257.3230477,196.4600644,86.04328941
1/17/85,291.8812832,229.1657558,271.8172144,75.50359108
1/18/85,250.90844,215.1535382,202.1208349,51.91844161
1/19/85,291.2789464,296.5390355,298.7256932,91.37464703
1/20/85,179.3656513,250.2319664,236.846187,44.4287504
1/21/85,140.5491499,147.6692326,105.8113686,28.16183331
1/22/85,94.27490654,124.3974018,94.02612392,22.52580163
1/23/85,66.14076001,108.5144346,80.20241543,19.61590155
1/24/85,60.52444769,69.16427546,66.7632145,17.86637617
1/25/85,44.85978769,44.44090071,62.25859596,16.39351936
1/26/85,43.0402287,43.27004886,62.49562663,42.0703948
1/27/85,39.52958534,39.73665852,69.98519833,32.03790228
1/28/85,35.98324795,36.37930827,57.11459216,30.20591412
1/29/85,32.85177398,39.22327797,43.36374569,30.49457366
1/30/85,35.26422835,31.02261426,38.08604863,24.63238684
1/31/85,33.26843008,32.37560127,31.83748189,24.04216055
2/1/85,41.81240982,29.51669266,29.55425904,23.07224697
2/2/85,37.99466235,26.53803377,29.88442882,26.38928209
2/3/85,52.08205253,45.84989867,53.95746311,31.2108445
2/4/85,35.6938315,35.50368908,44.89719472,32.85229187
2/5/85,23.53487507,23.72445977,30.17328755,26.71040885
2/6/85,28.31512642,35.28271276,37.24536656,24.90391643
2/7/85,31.5867871,26.29586411,29.97358423,269.0634358
2/8/85,28.14852772,41.79966195,37.6613056,129.1845848
2/9/85,26.8333461,25.64807323,38.29507383,90.68506704
2/10/85,25.43522367,30.67746573,40.35162365,73.00373415
2/11/85,18.71996545,27.46332981,25.70105656,50.07804782
2/12/85,28.16023982,18.62543204,26.09237627,238.7167374
2/13/85,35.4112272,24.54478508,60.11942402,391.7726215
2/14/85,211.4212413,268.7525472,505.188691,754.3976012
2/15/85,427.7232827,534.1177468,813.1069516,1111.908853
2/16/85,726.2600286,682.7139884,818.6035933,835.1149906
2/17/85,682.860071,822.8934501,872.6670231,486.2577882
2/18/85,700.770507,805.6811193,853.0200088,474.6830825
2/19/85,435.8263854,442.1127575,542.0305876,335.7216796
2/20/85,202.5123937,238.247337,236.6227408,193.8402978
2/21/85,187.0211047,203.2528456,181.1636186,153.0507053
2/22/85,305.9189567,281.7322672,262.7047992,149.4915802
2/23/85,322.3013216,219.4032791,254.6980226,120.2804778
2/24/85,451.1184491,313.4971659,303.4650319,105.6417822
2/25/85,284.7004887,278.2189149,350.221304,74.53228321
2/26/85,255.1125275,297.5618925,218.2472466,91.354848
2/27/85,214.4680614,286.9084593,198.8884935,72.10580619
2/28/85,224.8153466,277.194544,256.571043,55.73160782
3/1/85,160.4608816,134.4006141,180.9918013,46.93980156
3/2/85,107.401227,128.7563759,117.691824,42.58744036
3/3/85,74.98447399,77.82597379,77.50154055,36.5482972
3/4/85,65.90070171,62.91634612,67.40666314,31.95631592
3/5/85,56.4377202,56.79824584,78.05300535,30.64738873
3/6/85,50.35551314,51.45497693,64.08644106,28.35599927
3/7/85,47.49313871,50.39092831,51.02613068,27.56013393
3/8/85,57.13741881,54.20931318,49.248799,46.82546912
3/9/85,48.0808951,41.2409468,39.58981902,29.96808671
3/10/85,54.90897195,52.00520679,52.3647365,85.97325581
3/11/85,48.40405356,47.41107431,48.30665188,66.89348178
3/12/85,42.82375397,40.2206393,37.73603997,213.2449035
3/13/85,59.0242228,40.49459896,61.00364802,411.6815249
3/14/85,87.07184318,167.0563896,217.5372302,522.5659474
3/15/85,169.5166883,249.5366897,336.0405755,481.3739206
3/16/85,174.6366305,354.8102576,397.2109417,485.9210851
3/17/85,480.0902103,689.4401222,543.0221327,576.2042756
3/18/85,381.6059178,272.5624069,355.6710973,295.8816837
3/19/85,441.5185077,394.0631744,458.130175,274.1248972
3/20/85,388.0950209,451.2220256,309.2233634,238.1511703
3/21/85,337.6580011,208.1230491,270.3242,185.8604113
3/22/85,228.5075674,159.2039817,164.8985739,108.735371
3/23/85,225.2878543,185.1901124,144.8511968,90.23960873
3/24/85,230.2295256,211.8764198,162.513886,208.1696983
3/25/85,133.3243753,122.0556583,115.8103183,131.0495182
3/26/85,110.4439837,99.54212645,97.43916642,98.95596354
3/27/85,85.5194317,88.20943106,86.43377254,77.44847755
3/28/85,74.11881407,112.2550176,72.4055006,76.58130382
3/29/85,80.19528459,94.82525591,73.96579982,71.34846331
3/30/85,75.23500944,55.88549849,72.86784984,62.07522584
3/31/85,121.232624,107.623,240.0144306,304.8010483
4/1/85,666.4169545,660.8533068,757.1339709,1086.212816
4/2/85,905.0740957,1061.66576,1621.327645,1692.205354
4/3/85,1111.426068,1339.273973,1175.557524,1013.496706
4/4/85,836.8173489,739.4100521,729.6294097,488.0895373
4/5/85,702.0336216,661.3671654,648.2179386,301.0981113
4/6/85,446.987383,480.9893333,506.1732248,169.0365319
4/7/85,388.9558606,474.3246284,365.6946264,123.7537938
4/8/85,367.2901018,356.0860005,377.1395031,106.5701855
4/9/85,363.0541047,336.8445278,382.4403853,87.12494602
4/10/85,373.0834501,300.7696944,257.303647,75.25325482
4/11/85,254.2737975,225.6373053,181.3909689,64.87190892
4/12/85,238.8104741,297.8551333,209.5796126,55.99692282
4/13/85,205.9652334,206.0531539,224.0380454,48.69781224
4/14/85,218.255214,204.3976838,192.2888026,42.32718467
4/15/85,185.9427944,145.9085528,117.0563826,36.79365382
4/16/85,133.0946746,115.2016475,106.0604301,40.72752641
4/17/85,79.1431871,92.29440572,71.62190508,32.47148914
4/18/85,104.3456028,89.76319699,77.7684092,47.41238893
4/19/85,66.9683755,67.98358385,55.90477964,39.41457567
4/20/85,52.72502313,49.97128443,56.5534071,34.10098538
4/21/85,87.78783516,87.78066448,93.86091952,96.02431241
4/22/85,89.71822092,76.31168641,86.64996842,53.56447024
4/23/85,86.95623595,61.09547251,71.65162355,57.15227804
4/24/85,56.47110368,50.06697311,58.82224876,33.67381229
4/25/85,36.61590074,37.33926258,37.50167838,27.72780824
4/26/85,31.63861515,37.52398715,33.08462176,23.93671177
4/27/85,29.60353752,31.88440998,31.10412094,21.18659825
4/28/85,24.09171788,26.21531352,25.46741204,18.85927575
4/29/85,20.94893019,21.41203633,24.16601405,16.98936268
4/30/85,18.62447595,18.99906409,22.93556592,15.21079606
5/1/85,16.77396355,17.00645279,18.01723922,13.60165657
5/2/85,14.79190908,15.28114835,15.83129854,12.52952102
5/3/85,13.20205074,13.68264537,14.28781057,11.35918706
5/4/85,12.07187256,12.278149,13.12568304,10.47492322
5/5/85,10.69175649,11.07941119,11.76532617,9.687901713
5/6/85,9.84497935,10.29836525,11.03431561,9.210812749
5/7/85,8.879129156,9.39342596,10.18000926,8.461955172
5/8/85,8.284759806,8.677593329,9.432745166,7.962915973
5/9/85,7.534667279,7.956063994,8.899605419,7.521999085
5/10/85,7.138487441,7.645892428,8.519121394,7.185813901
5/11/85,6.533282403,6.833415022,7.767435383,7.324566478
5/12/85,6.267290167,6.530692992,7.246884157,8.205244979
5/13/85,8.493745169,6.150368315,6.764018815,5.969229076
5/14/85,5.313550448,5.731441499,6.504281003,5.661567247
5/15/85,5.026125859,5.304348081,6.081609501,5.406570048
5/16/85,4.747943475,5.103011439,5.790599574,5.172128786
5/17/85,4.560549814,4.780012331,5.559424954,5.034929856
5/18/85,4.257588761,4.648510104,5.271203623,4.736430557
5/19/85,4.060395176,4.423470395,5.008358518,4.512187589
5/20/85,3.889095699,4.233487323,4.841959002,4.429047587
5/21/85,3.692380159,4.018446723,4.650740981,4.191698218
5/22/85,3.599639418,3.881765674,4.400842929,4.065852857
5/23/85,3.41152869,3.700546762,4.343079151,3.922957223
5/24/85,3.293371887,3.569004698,4.083779547,3.770899059
5/25/85,3.177286613,3.446744675,4.027171045,3.659793421
5/26/85,3.068252504,3.353326704,3.868260902,3.588963079
5/27/85,2.957943608,3.296040972,3.706123954,3.383961425
5/28/85,2.918345543,3.11741147,3.614379141,3.356712857
5/29/85,2.834607984,3.12179355,3.6316286,3.29114101
5/30/85,2.683306724,2.926392634,3.433359414,3.125339051
5/31/85,2.613591821,2.857992354,3.38416061,3.068690712
6/1/85,2.537941191,2.792619693,3.23341707,3.002840006
6/2/85,27.92344817,29.01123969,34.32829581,22.60894164
6/3/85,11.14653668,11.95785881,13.40713207,12.91032375
6/4/85,9.51831523,10.18447101,11.38870634,11.02901727
6/5/85,8.193891409,8.774636475,9.848644362,9.549746693
6/6/85,7.100801556,7.631909611,8.586764769,8.255519383
6/7/85,6.208530463,6.701116054,7.541957466,7.26393443
6/8/85,5.536438954,5.881946017,6.658769229,6.443210747
6/9/85,4.880680652,5.259252497,5.952258477,5.680689049
6/10/85,4.357261155,4.689502467,5.347770506,5.106716288
6/11/85,3.93654167,4.243127898,4.773479048,4.636240281
6/12/85,3.587210247,3.877423432,4.360527796,4.2792203
6/13/85,3.299785658,3.605176774,4.020159717,3.878060825
6/14/85,3.031960917,3.338467471,3.75241465,3.590795585
6/15/85,2.811701658,3.069089083,3.467738821,3.325400906
6/16/85,2.62960633,2.874245886,3.265167229,3.126574001
6/17/85,2.481412363,2.71031627,3.040884425,2.898984718
6/18/85,2.328198924,2.541685877,2.889025446,2.746767205
6/19/85,2.208807171,2.409586094,2.796961936,2.638729023
6/20/85,2.104712861,2.293182123,2.591402563,2.521647822
6/21/85,2.0188241,2.190322763,2.479181486,2.373294507
6/22/85,1.925485803,2.099295017,2.402415418,2.274976574
6/23/85,1.852862792,2.018664751,2.2978829,2.202751934
6/24/85,1.787131597,1.945125487,2.238565476,2.129929737
6/25/85,1.740203507,1.879752826,2.137857318,2.074237489
6/26/85,1.705027359,1.818284199,2.052486439,2.003885192
6/27/85,1.6212898,1.763030159,1.990181233,1.906085141
6/28/85,1.576273891,1.712915102,1.945643369,1.849675825
6/29/85,1.536317292,1.668138215,1.905487585,1.806412747
6/30/85,1.500702935,1.648697717,1.867841537,1.770519531
7/1/85,1.469271473,1.582368965,1.783546259,1.73319218
7/2/85,1.437720499,1.575357638,1.734267781,1.696223362
7/3/85,1.393262309,1.509626443,1.694311182,1.668337401
7/4/85,1.38641033,1.476681171,1.660808191,1.621449149
7/5/85,1.335817229,1.444771664,1.63798154,1.598144452
7/6/85,1.31255237,1.446444822,1.612246781,1.551415548
7/7/85,1.291080179,1.387605443,1.584161634,1.524605188
7/8/85,1.268612062,1.361312965,1.553287891,1.490823338
7/9/85,1.247777265,1.361990196,1.523011704,1.462658516
7/10/85,1.22554817,1.310879212,1.493452585,1.434095324
7/11/85,1.204394676,1.2866981,1.466881248,1.409356493
7/12/85,1.184276947,1.265186072,1.439592843,1.381072161
7/13/85,1.163999869,1.267416949,1.414415803,1.358763391
7/14/85,1.171170545,1.222241691,1.38736642,1.333586352
7/15/85,1.127787956,1.225707518,1.363424331,1.311158071
7/16/85,1.110458823,1.183400531,1.340239146,1.289765555
7/17/85,1.093408549,1.164637262,1.319245,1.268373039
7/18/85,1.076557461,1.158821048,1.300083361,1.248215473
7/19/85,1.061100671,1.129500951,1.27630062,1.228854648
7/20/85,1.046719483,1.132648081,1.257378003,1.211844212
7/21/85,1.031900086,1.100141017,1.239650499,1.194116707
7/22/85,1.016761992,1.081218401,1.219492932,1.17383963
7/23/85,1.002779175,1.06576161,1.201207709,1.157665772
7/24/85,0.989513424,1.057077125,1.183041997,1.141890285
7/25/85,0.975371258,1.036202491,1.166190909,1.124680663
7/26/85,0.963340458,1.033135036,1.153164181,1.108028761
7/27/85,0.952066562,1.00955148,1.133444823,1.094683336
7/28/85,0.937804884,1.005328748,1.117908358,1.079545243
7/29/85,0.926331803,0.982940305,1.101933686,1.08082003
7/30/85,0.915416441,0.985290693,1.087950868,1.051181236
7/31/85,0.904660427,0.95947626,1.074127399,1.037756138
8/1/85,0.892788975,0.9471666,1.06002507,1.023016415
8/2/85,0.881793939,0.942585335,1.045046325,1.009431968
8/3/85,0.871077762,0.921551353,1.031183018,0.997002797
8/4/85,0.860959142,0.914500188,1.018753847,0.983976069
8/5/85,0.850481988,0.899800303,1.005010052,0.971945269
8/6/85,0.841000761,0.894820667,0.991664627,0.960233165
8/7/85,0.831001652,0.878806157,0.980311057,0.948162527
8/8/85,0.821480588,0.875420005,0.968479442,0.94429833
8/9/85,0.811959524,0.858807939,0.955811248,0.925734247
8/10/85,0.803235202,0.850163291,0.945055234,0.914101817
8/11/85,0.794152346,0.838451187,0.933861013,0.903505152
8/12/85,0.785587372,0.831121163,0.921710701,0.893227183
8/13/85,0.776544353,0.819767593,0.910516479,0.882909377
8/14/85,0.768138727,0.810804248,0.900915741,0.873467988
8/15/85,0.760529844,0.801681555,0.890916632,0.862911159
8/16/85,0.752562426,0.793196256,0.879642736,0.858449405
8/17/85,0.743997452,0.785029653,0.869802975,0.843669846
8/18/85,0.737623518,0.777500443,0.860799794,0.835742265
8/19/85,0.729656101,0.774154128,0.85127873,0.825822831
8/20/85,0.722087054,0.760569681,0.841359295,0.81693916
8/21/85,0.714438333,0.75483314,0.832156928,0.807657118
8/22/85,0.707187983,0.744634846,0.823153746,0.799171819
8/23/85,0.704518898,0.740491788,0.814429423,0.790965379
