date,streamflow,streamflow_thin,streamflow_fire,streamflow_fire_temperature
2/7/80,197.5790882,216.1116202,174.902304,177.0472922
2/8/80,132.2773371,128.9061236,132.8785186,127.9332222
2/9/80,112.4936417,116.9142837,138.2484385,92.92638128
2/10/80,291.6080406,229.4017905,354.3381483,135.9644986
2/11/80,181.1940143,270.1383998,350.0813961,184.0015331
2/12/80,287.2104244,338.6288708,252.9048358,183.4125417
2/13/80,226.4858352,244.7166809,311.5464234,159.5937079
2/14/80,918.2744732,912.3010613,1003.312593,1321.560252
2/15/80,1144.163589,1195.767477,1343.649997,2505.919781
2/16/80,1570.699328,1531.267065,1497.835701,2339.194159
2/17/80,1765.036593,1720.050004,1700.306863,2188.970652
2/18/80,2021.378772,2014.833937,1967.758929,2601.089947
2/19/80,1101.668491,1080.830547,1124.849334,2231.409062
2/20/80,632.1053106,588.291844,683.6554185,1178.67386
2/21/80,462.8321464,445.2998441,490.432715,946.9987664
2/22/80,378.3632586,366.0142394,392.489968,649.7497145
2/23/80,317.3874965,314.6614048,326.8880046,495.042623
2/24/80,280.6167092,277.9698932,290.4827624,379.0666222
2/25/80,194.6889473,192.9038474,204.142846,442.0067511
2/26/80,192.2202828,214.0271047,219.4232374,383.0955461
2/27/80,232.8497303,236.5513527,224.1753638,387.0865052
2/28/80,401.1103154,327.8428996,393.2689025,514.4063956
2/29/80,238.2018032,255.7799182,289.4412217,412.2013192
3/1/80,130.2679942,125.1624731,212.1812134,224.1054497
3/2/80,128.1388214,113.7425743,137.3654495,177.6244917
3/3/80,350.0071796,445.1672264,601.075685,487.5339295
3/4/80,278.0786883,415.2518442,392.7919331,576.3746987
3/5/80,203.062265,250.3165803,213.3732586,443.4035589
3/6/80,145.7573312,183.5921273,159.7376393,388.4871772
3/7/80,114.5614256,146.0618061,134.2530575,344.6633132
3/8/80,101.7495792,138.5790067,135.1780348,317.8688082
3/9/80,100.5457024,122.2370764,114.0102795,184.4771082
3/10/80,67.25747325,78.66502253,75.59091398,145.303786
3/11/80,54.75117725,62.87527408,67.66062458,127.1117416
3/12/80,51.89836372,57.4149638,79.29719728,141.0742824
3/13/80,48.88843271,63.30981703,62.48156414,105.6459252
3/14/80,43.24228241,44.80062962,49.32628214,100.0957823
3/15/80,50.97605546,67.71990217,66.36348916,75.14063537
3/16/80,44.72215055,50.38873727,52.36374058,76.66265115
3/17/80,44.10610983,49.47515334,51.45545497,72.9168893
3/18/80,39.24881355,48.30880308,51.97791838,72.85530116
3/19/80,38.24276773,37.4021255,65.45536291,112.4155611
3/20/80,55.48107237,38.32463295,88.35340229,86.93468408
3/21/80,62.53888971,84.76137176,150.6874497,60.7109251
3/22/80,46.07067581,57.82918984,76.14202025,66.99546472
3/23/80,34.65519895,41.82810563,39.95122108,64.06090549
3/24/80,47.94991076,47.46027311,56.26028581,50.29388517
3/25/80,28.70051041,34.60934646,45.37619586,64.41234828
3/26/80,28.66131072,53.26573192,83.14840791,67.99322443
3/27/80,36.18980325,46.40379354,71.48681752,49.18697184
3/28/80,31.41982986,32.68756551,50.14023352,57.03185053
3/29/80,68.2104959,147.6491547,131.966568,92.44188262
3/30/80,113.3773877,116.9376681,145.6459069,156.9211174
3/31/80,99.43149886,77.76793115,77.58396348,131.6362787
4/1/80,48.42353389,47.50536869,41.91546837,63.22094049
4/2/80,33.983705,65.0149639,49.84416428,114.8186139
4/3/80,32.39093855,56.40987407,47.90971513,78.68207281
4/4/80,35.88329669,41.83523647,48.52571602,75.48526602
4/5/80,111.3987991,79.1806738,47.9266459,107.7349024
4/6/80,762.7121989,817.7553422,799.5620231,1229.585101
4/7/80,390.8171688,373.0088751,373.6437986,677.3849015
4/8/80,242.2152305,213.4032161,250.9258488,399.8255295
4/9/80,115.3205612,98.50158172,112.0733206,303.7465207
