datetime,Q-11427200,Q-11427500,Q-11427700,Q-11427750,Q-11427760,Q-11427960,Q-11428400,Q-11428600,Q-11428800,Q-11433060,Q-11433080,S-11427400,S-11428700
1970-10-01T00:00:00,339.0,9.0,0.39,0.44,19.0,,,,9.7,0.0,0.0,73600.0,122500.0
1970-10-02T00:00:00,339.0,8.7,0.39,0.44,19.0,,,,9.7,0.0,0.0,72900.0,121800.0
1970-10-03T00:00:00,339.0,8.4,0.39,0.44,19.0,,,,9.3,0.0,0.0,72300.0,120700.0
1970-10-04T00:00:00,339.0,8.1,0.39,0.44,19.0,,,,9.3,0.0,0.0,71600.0,119400.0
1970-10-05T00:00:00,339.0,8.1,0.39,0.44,19.0,,,,9.3,0.0,0.0,71000.0,118100.0
1970-10-06T00:00:00,339.0,8.1,0.39,0.44,19.0,,,,8.9,0.0,0.0,70300.0,116900.0
1970-10-07T00:00:00,339.0,8.1,0.44,0.48,19.0,,,,9.3,0.0,0.0,69600.0,115600.0
1970-10-08T00:00:00,339.0,8.1,0.5,0.52,20.0,,,,9.3,0.0,0.0,68900.0,114500.0
1970-10-09T00:00:00,339.0,8.1,0.5,0.52,20.0,,,,8.9,0.0,0.0,68200.0,113200.0
1970-10-10T00:00:00,339.0,8.1,0.5,0.52,20.0,,,,8.9,0.0,0.0,67600.0,112000.0
1970-10-11T00:00:00,339.0,8.1,0.5,0.52,20.0,,,,8.9,0.0,0.0,66900.0,110800.0
1970-10-12T00:00:00,339.0,8.1,0.5,0.52,20.0,,,,8.9,0.0,0.0,66200.0,109500.0
1970-10-13T00:00:00,339.0,8.1,0.5,0.52,20.0,,,,8.9,0.0,0.0,65500.0,108300.0
1970-10-14T00:00:00,339.0,8.1,0.5,0.52,19.0,,,,8.5,0.0,0.0,64800.0,107000.0
1970-10-15T00:00:00,339.0,8.1,0.5,0.48,19.0,,,,8.5,0.0,0.0,64200.0,105800.0
1970-10-16T00:00:00,339.0,8.1,0.5,0.48,19.0,,,,8.5,0.0,0.0,63500.0,104500.0
1970-10-17T00:00:00,339.0,8.1,0.5,0.48,19.0,,,,8.5,0.0,0.0,62700.0,103300.0
1970-10-18T00:00:00,339.0,8.1,0.5,0.52,19.0,,,,8.5,0.0,0.0,62100.0,102100.0
1970-10-19T00:00:00,334.0,8.1,0.56,0.61,20.0,,,,8.2,0.0,0.0,61400.0,101000.0
1970-10-20T00:00:00,334.0,8.4,2.0,1.5,23.0,,,,8.2,0.0,0.0,60700.0,99900.0
1970-10-21T00:00:00,334.0,8.1,2.2,1.5,23.0,,,,8.2,0.0,0.0,60000.0,98700.0
1970-10-22T00:00:00,277.0,8.1,4.7,3.4,25.0,,,,8.2,0.0,0.0,59500.0,98200.0
1970-10-23T00:00:00,334.0,8.7,4.4,3.0,28.0,,,,8.2,0.0,0.0,59000.0,97400.0
1970-10-24T00:00:00,334.0,8.4,4.7,3.8,31.0,,,,8.2,0.0,0.0,58300.0,97100.0
1970-10-25T00:00:00,348.0,8.1,2.9,2.1,24.0,,,,8.2,0.0,0.0,57700.0,96900.0
1970-10-26T00:00:00,239.0,8.1,2.5,1.8,23.0,,,,8.2,0.0,0.0,57000.0,96300.0
1970-10-27T00:00:00,72.0,8.1,2.0,1.3,22.0,,,,8.2,0.0,0.0,57000.0,95200.0
1970-10-28T00:00:00,114.0,7.9,1.9,1.2,22.0,,,,8.2,0.0,0.0,56600.0,94200.0
1970-10-29T00:00:00,114.0,7.9,2.2,1.3,21.0,,,,8.2,0.0,0.0,56300.0,93200.0
1970-10-30T00:00:00,114.0,7.9,2.0,1.2,21.0,,,,7.8,0.0,0.0,56100.0,92300.0
1970-10-31T00:00:00,0.0,7.9,2.0,1.3,22.0,,,,7.8,0.0,0.0,56100.0,91400.0
1970-11-01T00:00:00,0.0,7.9,2.2,1.2,21.0,,,,7.8,0.0,0.0,56100.0,90500.0
1970-11-02T00:00:00,114.0,7.9,2.0,1.2,21.0,,,,7.8,0.0,0.0,55800.0,89700.0
1970-11-03T00:00:00,110.0,7.9,1.9,1.1,21.0,,,,7.8,0.0,0.0,55500.0,88900.0
1970-11-04T00:00:00,114.0,8.1,7.3,3.9,24.0,,,,7.8,0.0,0.0,55300.0,88200.0
1970-11-05T00:00:00,129.0,10.0,46.0,16.0,63.0,,,,11.0,3.0,1.8,55600.0,88400.0
1970-11-06T00:00:00,100.0,9.0,15.0,8.4,52.0,,,,14.0,2.5,1.3,55600.0,87300.0
1970-11-07T00:00:00,98.0,9.0,9.9,5.4,51.0,,,,13.0,2.1,1.2,55400.0,86000.0
1970-11-08T00:00:00,0.0,8.4,9.5,3.3,43.0,,,,13.0,1.6,0.86,55500.0,84400.0
1970-11-09T00:00:00,0.0,9.0,31.0,10.0,37.0,,,,13.0,10.0,7.1,55800.0,83100.0
1970-11-10T00:00:00,0.0,8.7,22.0,9.3,46.0,,,,12.0,3.5,1.9,56000.0,82700.0
1970-11-11T00:00:00,0.0,9.0,29.0,18.0,38.0,,,,13.0,1.2,0.52,56300.0,81900.0
1970-11-12T00:00:00,0.0,9.3,27.0,12.0,73.0,,,,13.0,6.0,3.9,56600.0,81500.0
1970-11-13T00:00:00,0.0,8.7,12.0,6.1,40.0,,,,12.0,2.0,0.6,56700.0,80700.0
1970-11-14T00:00:00,0.0,8.4,9.5,5.7,34.0,,,,12.0,0.5,0.08,56800.0,79800.0
1970-11-15T00:00:00,0.0,8.4,7.6,3.9,31.0,,,,12.0,0.2,0.05,56900.0,78800.0
1970-11-16T00:00:00,0.0,8.4,6.4,2.9,29.0,,,,12.0,0.0,0.02,56900.0,77600.0
1970-11-17T00:00:00,0.0,8.1,5.4,2.2,27.0,,,,12.0,0.0,0.02,56900.0,76600.0
1970-11-18T00:00:00,0.0,8.4,4.9,1.5,26.0,,,,12.0,0.0,0.02,57000.0,75800.0
1970-11-19T00:00:00,114.0,8.4,4.4,0.89,25.0,,,,12.0,0.0,0.02,56800.0,74700.0
1970-11-20T00:00:00,114.0,8.4,3.7,0.83,24.0,,,,12.0,0.0,0.02,56500.0,74200.0
1970-11-21T00:00:00,0.0,8.4,3.5,0.77,24.0,,,,12.0,0.0,0.02,56500.0,73300.0
1970-11-22T00:00:00,0.0,8.4,3.3,0.77,23.0,,,,12.0,0.0,0.02,56500.0,72200.0
1970-11-23T00:00:00,163.0,8.4,3.3,0.77,23.0,,,,11.0,0.0,0.02,56300.0,71400.0
1970-11-24T00:00:00,57.0,9.3,11.0,1.2,26.0,,,,12.0,3.0,0.57,56400.0,70600.0
1970-11-25T00:00:00,0.0,16.0,164.0,49.0,186.0,,,,19.0,35.0,21.0,58000.0,75100.0
1970-11-26T00:00:00,0.0,13.0,69.0,34.0,195.0,,,,15.0,18.0,11.0,58600.0,76500.0
1970-11-27T00:00:00,0.0,9.7,37.0,9.0,80.0,,,,13.0,5.2,2.8,58900.0,77000.0
1970-11-28T00:00:00,0.0,9.7,30.0,4.3,84.0,,,,14.0,5.0,2.0,59300.0,77600.0
1970-11-29T00:00:00,0.0,11.0,29.0,4.3,111.0,,,,15.0,8.8,4.7,59500.0,78200.0
1970-11-30T00:00:00,158.0,10.0,26.0,3.9,99.0,,,,13.0,5.8,2.3,59500.0,78100.0
1970-12-01T00:00:00,89.0,10.0,20.0,3.8,118.0,,,,14.0,3.6,1.1,59600.0,77300.0
1970-12-02T00:00:00,0.0,9.7,16.0,3.8,147.0,,,,15.0,3.6,0.68,59900.0,77000.0
1970-12-03T00:00:00,204.0,9.7,14.0,3.8,90.0,,,,13.0,2.1,0.52,59800.0,76400.0
1970-12-04T00:00:00,342.0,9.7,20.0,3.9,153.0,,,,13.0,3.6,0.6,59300.0,76400.0
1970-12-05T00:00:00,344.0,10.0,24.0,4.2,122.0,,,,15.0,6.8,1.5,58800.0,76200.0
1970-12-06T00:00:00,344.0,10.0,29.0,4.3,103.0,,,,14.0,7.2,2.5,58300.0,75900.0
1970-12-07T00:00:00,344.0,10.0,25.0,4.3,91.0,,,,14.0,6.5,2.4,57900.0,75600.0
1970-12-08T00:00:00,344.0,13.0,34.0,5.9,106.0,,,,19.0,13.0,2.3,57500.0,75500.0
1970-12-09T00:00:00,344.0,13.0,39.0,6.6,137.0,,,,15.0,16.0,2.4,57100.0,75300.0
1970-12-10T00:00:00,344.0,11.0,32.0,5.4,105.0,,,,14.0,11.0,2.3,56700.0,74800.0
1970-12-11T00:00:00,334.0,10.0,30.0,5.2,88.0,,,,13.0,8.5,2.4,56100.0,74200.0
1970-12-12T00:00:00,344.0,10.0,28.0,5.2,78.0,,,,13.0,7.2,2.3,55600.0,73500.0
1970-12-13T00:00:00,344.0,10.0,26.0,5.0,70.0,,,,13.0,5.8,2.0,55100.0,72700.0
1970-12-14T00:00:00,334.0,9.7,24.0,4.8,65.0,,,,12.0,4.6,1.6,54500.0,71900.0
1970-12-15T00:00:00,329.0,9.3,23.0,4.6,62.0,,,,12.0,4.0,1.2,54100.0,71200.0
1970-12-16T00:00:00,338.0,9.7,21.0,5.0,72.0,,,,12.0,4.0,1.1,53700.0,70500.0
1970-12-17T00:00:00,338.0,9.7,19.0,4.8,68.0,,,,12.0,3.3,1.4,53200.0,69800.0
1970-12-18T00:00:00,335.0,9.3,19.0,4.5,61.0,,,,12.0,2.1,1.2,52600.0,69300.0
1970-12-19T00:00:00,340.0,9.3,19.0,4.3,58.0,,,,12.0,1.7,0.86,52100.0,68700.0
1970-12-20T00:00:00,333.0,9.3,19.0,4.3,57.0,,,,12.0,1.5,0.86,51500.0,68000.0
1970-12-21T00:00:00,169.0,9.3,20.0,4.3,58.0,,,,12.0,1.3,0.77,51300.0,66800.0
1970-12-22T00:00:00,38.0,9.3,18.0,3.9,53.0,,,,12.0,0.26,0.68,51300.0,65300.0
1970-12-23T00:00:00,114.0,9.3,18.0,3.9,51.0,,,,12.0,0.0,0.52,51200.0,64000.0
1970-12-24T00:00:00,113.0,9.3,18.0,3.8,48.0,,,,12.0,0.0,0.52,51000.0,62600.0
1970-12-25T00:00:00,113.0,9.3,18.0,3.8,47.0,,,,12.0,0.0,0.45,50800.0,61200.0
1970-12-26T00:00:00,114.0,9.3,17.0,3.8,47.0,,,,12.0,0.0,0.52,50700.0,60000.0
1970-12-27T00:00:00,114.0,9.3,15.0,3.8,51.0,,,,11.0,0.0,0.52,50500.0,58700.0
1970-12-28T00:00:00,93.0,9.3,15.0,3.6,51.0,,,,11.0,0.0,0.52,50400.0,57300.0
1970-12-30T00:00:00,44.0,9.0,15.0,3.8,62.0,,,,12.0,0.63,0.45,50500.0,54500.0
1970-12-31T00:00:00,114.0,9.0,15.0,3.8,58.0,,,,12.0,0.0,0.52,50300.0,53500.0
1971-01-01T00:00:00,115.0,9.0,15.0,3.6,56.0,,,,11.0,0.0,0.52,50200.0,53900.0
1971-01-02T00:00:00,113.0,9.0,14.0,3.6,56.0,,,,11.0,0.0,0.45,50000.0,54300.0
1971-01-03T00:00:00,113.0,9.0,15.0,3.6,49.0,,,,11.0,1.8,0.45,49800.0,54800.0
1971-01-04T00:00:00,109.0,9.3,15.0,3.4,48.0,,,,11.0,0.0,0.32,49600.0,54600.0
1971-01-05T00:00:00,114.0,9.3,14.0,3.4,47.0,,,,11.0,0.0,0.26,49300.0,54100.0
1971-01-06T00:00:00,114.0,9.3,14.0,3.4,45.0,,,,11.0,0.0,0.26,49100.0,53700.0
1971-01-07T00:00:00,114.0,9.0,14.0,3.4,44.0,,,,11.0,0.0,0.26,49000.0,53200.0
1971-01-08T00:00:00,114.0,9.0,14.0,3.6,44.0,,,,11.0,0.0,0.32,48800.0,52700.0
1971-01-09T00:00:00,114.0,9.0,14.0,3.9,45.0,,,,12.0,0.0,0.45,48600.0,53200.0
1971-01-10T00:00:00,114.0,9.3,15.0,3.9,49.0,,,,12.0,1.1,0.45,48500.0,53700.0
1971-01-11T00:00:00,114.0,9.3,16.0,3.9,59.0,,,,12.0,1.9,0.45,48500.0,53700.0
1971-01-12T00:00:00,114.0,9.0,16.0,3.8,61.0,,,,12.0,1.3,0.45,48400.0,53300.0
1971-01-13T00:00:00,114.0,9.3,16.0,3.8,57.0,,,,12.0,0.46,0.45,48300.0,52900.0
1971-01-14T00:00:00,114.0,8.7,16.0,3.9,58.0,,,,12.0,1.7,0.45,48200.0,52400.0
1971-01-15T00:00:00,114.0,9.0,17.0,4.1,56.0,,,,11.0,1.5,0.45,48000.0,51800.0
1971-01-16T00:00:00,114.0,9.3,18.0,4.5,62.0,,,,12.0,1.5,0.45,47900.0,52300.0
1971-01-17T00:00:00,114.0,11.0,69.0,12.0,122.0,,,,19.0,20.0,10.0,48000.0,54100.0
1971-01-18T00:00:00,115.0,11.0,72.0,21.0,197.0,,,,19.0,24.0,18.0,48600.0,55100.0
1971-01-19T00:00:00,113.0,11.0,61.0,19.0,214.0,,,,17.0,25.0,15.0,49000.0,55600.0
1971-01-20T00:00:00,113.0,11.0,58.0,16.0,209.0,,,,16.0,23.0,14.0,49400.0,55600.0
1971-01-21T00:00:00,260.0,11.0,52.0,13.0,188.0,,,,15.0,19.0,10.0,49300.0,55400.0
1971-01-22T00:00:00,242.0,11.0,43.0,10.0,165.0,,,,14.0,16.0,7.5,49200.0,55300.0
1971-01-23T00:00:00,307.0,11.0,40.0,9.3,154.0,,,,13.0,13.0,5.5,48800.0,55300.0
1971-01-24T00:00:00,332.0,11.0,37.0,7.6,131.0,,,,13.0,12.0,4.2,48400.0,54900.0
1971-01-25T00:00:00,306.0,11.0,34.0,7.1,119.0,,,,13.0,9.6,3.2,48000.0,54400.0
1971-01-26T00:00:00,230.0,11.0,33.0,6.8,114.0,,,,13.0,8.8,3.3,47800.0,53800.0
1971-01-27T00:00:00,222.0,11.0,33.0,7.3,114.0,,,,13.0,10.0,3.9,47500.0,53000.0
1971-01-28T00:00:00,217.0,11.0,33.0,7.3,117.0,,,,16.0,11.0,4.7,47400.0,52300.0
1971-01-29T00:00:00,211.0,11.0,33.0,7.8,118.0,,,,18.0,13.0,5.7,47200.0,51600.0
1971-01-30T00:00:00,246.0,10.0,35.0,8.1,124.0,,,,18.0,15.0,7.2,47000.0,51000.0
1971-01-31T00:00:00,195.0,10.0,36.0,8.4,131.0,,,,18.0,16.0,7.9,47000.0,50500.0
1971-02-01T00:00:00,221.0,11.0,36.0,8.1,137.0,,,,18.0,17.0,8.3,46800.0,50000.0
1971-02-02T00:00:00,236.0,11.0,38.0,8.1,139.0,,,,18.0,17.0,8.3,46600.0,49300.0
1971-02-03T00:00:00,239.0,11.0,36.0,7.3,132.0,,,,17.0,15.0,6.8,46500.0,48700.0
1971-02-04T00:00:00,245.0,11.0,33.0,6.6,124.0,,,,18.0,12.0,5.4,46200.0,48200.0
1971-02-05T00:00:00,243.0,11.0,31.0,5.9,117.0,,,,19.0,8.8,5.2,46000.0,47500.0
1971-02-06T00:00:00,221.0,11.0,30.0,5.7,112.0,,,,19.0,10.0,4.7,45700.0,46700.0
1971-02-07T00:00:00,221.0,11.0,29.0,5.9,108.0,,,,18.0,9.9,4.7,45500.0,45900.0
1971-02-08T00:00:00,230.0,11.0,29.0,5.9,107.0,,,,18.0,9.2,4.7,45200.0,45200.0
1971-02-09T00:00:00,226.0,11.0,28.0,6.1,103.0,,,,18.0,9.2,4.7,45000.0,44500.0
1971-02-10T00:00:00,231.0,11.0,31.0,7.6,108.0,,,,19.0,11.0,5.4,44800.0,43700.0
1971-02-11T00:00:00,231.0,12.0,39.0,11.0,132.0,,,,20.0,18.0,11.0,44700.0,43100.0
1971-02-12T00:00:00,233.0,13.0,46.0,14.0,167.0,,,,20.0,23.0,16.0,44700.0,43400.0
1971-02-13T00:00:00,255.0,13.0,48.0,15.0,184.0,,,,20.0,24.0,15.0,44700.0,45000.0
1971-02-14T00:00:00,226.0,13.0,48.0,17.0,193.0,,,,20.0,24.0,14.0,44700.0,46300.0
1971-02-15T00:00:00,287.0,13.0,49.0,17.0,199.0,,,,20.0,26.0,14.0,44700.0,47700.0
1971-02-16T00:00:00,29.0,13.0,48.0,15.0,188.0,,,,20.0,22.0,12.0,45100.0,47700.0
1971-02-18T00:00:00,102.0,12.0,39.0,11.0,153.0,,,,19.0,15.0,6.8,45800.0,45900.0
1971-02-19T00:00:00,202.0,12.0,37.0,9.6,149.0,,,,19.0,14.0,6.0,45700.0,45300.0
1971-02-20T00:00:00,234.0,11.0,34.0,8.7,129.0,,,,19.0,13.0,4.5,45500.0,44500.0
1971-02-21T00:00:00,231.0,11.0,32.0,8.1,120.0,,,,18.0,11.0,3.8,45300.0,43800.0
1971-02-22T00:00:00,235.0,11.0,30.0,7.6,113.0,,,,18.0,11.0,3.2,45100.0,43500.0
1971-02-23T00:00:00,254.0,11.0,28.0,7.1,106.0,,,,18.0,9.9,2.6,44700.0,43500.0
1971-02-24T00:00:00,247.0,11.0,27.0,6.3,99.0,,,,18.0,9.6,2.4,44500.0,43400.0
1971-02-25T00:00:00,258.0,10.0,26.0,6.1,95.0,,,,18.0,9.6,2.2,44300.0,43300.0
1971-02-26T00:00:00,188.0,10.0,24.0,5.9,89.0,,,,18.0,9.2,1.7,43900.0,43200.0
1971-02-27T00:00:00,44.0,10.0,23.0,5.7,89.0,,,,18.0,8.8,1.6,44000.0,43200.0
1971-02-28T00:00:00,211.0,10.0,22.0,5.9,87.0,,,,18.0,8.8,1.7,43800.0,43700.0
1971-03-01T00:00:00,134.0,10.0,21.0,5.4,83.0,,,,18.0,8.5,1.3,43600.0,44000.0
1971-03-02T00:00:00,26.0,10.0,21.0,5.4,81.0,,,,18.0,7.6,1.1,43700.0,44300.0
1971-03-03T00:00:00,26.0,10.0,21.0,5.4,80.0,,,,18.0,6.8,1.1,43800.0,44500.0
1971-03-04T00:00:00,26.0,10.0,21.0,5.4,79.0,,,,18.0,6.8,1.1,43900.0,44700.0
1971-03-05T00:00:00,26.0,10.0,19.0,5.2,76.0,,,,18.0,6.2,0.77,43900.0,44900.0
1971-03-06T00:00:00,14.0,10.0,19.0,5.0,73.0,,,,17.0,6.2,0.68,44000.0,45100.0
1971-03-07T00:00:00,18.0,10.0,19.0,5.2,73.0,,,,17.0,5.8,0.6,44100.0,45300.0
1971-03-08T00:00:00,23.0,10.0,19.0,5.2,72.0,,,,17.0,5.8,0.77,44100.0,45300.0
1971-03-09T00:00:00,23.0,9.7,19.0,5.4,73.0,,,,17.0,6.2,0.77,44200.0,45400.0
1971-03-10T00:00:00,23.0,9.3,19.0,5.2,73.0,,,,18.0,6.2,0.68,44300.0,45500.0
1971-03-11T00:00:00,23.0,9.7,19.0,5.0,78.0,,,,18.0,7.6,0.96,44400.0,45700.0
1971-03-12T00:00:00,23.0,15.0,26.0,7.1,163.0,,,,23.0,22.0,8.0,44800.0,45900.0
1971-03-13T00:00:00,23.0,13.0,24.0,6.1,162.0,,,,20.0,20.0,5.5,45000.0,46500.0
1971-03-14T00:00:00,23.0,11.0,21.0,5.7,128.0,,,,19.0,15.0,3.2,45100.0,47000.0
1971-03-15T00:00:00,23.0,11.0,20.0,5.4,121.0,,,,19.0,14.0,3.2,45300.0,47200.0
1971-03-16T00:00:00,22.0,11.0,21.0,5.7,121.0,,,,19.0,15.0,4.4,45400.0,47400.0
1971-03-17T00:00:00,22.0,11.0,23.0,5.9,125.0,,,,19.0,16.0,5.2,45600.0,47700.0
1971-03-18T00:00:00,22.0,11.0,24.0,6.1,121.0,,,,19.0,15.0,5.2,45700.0,47600.0
1971-03-19T00:00:00,27.0,11.0,26.0,6.6,123.0,,,,18.0,16.0,5.9,45800.0,47800.0
1971-03-20T00:00:00,26.0,12.0,30.0,7.6,131.0,,,,19.0,18.0,7.5,46000.0,48400.0
1971-03-21T00:00:00,24.0,12.0,32.0,8.4,139.0,,,,19.0,19.0,8.5,46300.0,49000.0
1971-03-22T00:00:00,19.0,12.0,32.0,8.4,146.0,,,,19.0,20.0,8.5,46500.0,49400.0
1971-03-23T00:00:00,19.0,17.0,39.0,10.0,227.0,,,,21.0,33.0,17.0,47000.0,50200.0
1971-03-24T00:00:00,19.0,17.0,51.0,12.0,277.0,,,,21.0,40.0,20.0,47500.0,51000.0
1971-03-25T00:00:00,19.0,25.0,74.0,16.0,397.0,,,,26.0,67.0,16.0,48500.0,52800.0
1971-03-26T00:00:00,19.0,47.0,190.0,123.0,1060.0,,,,38.0,58.0,4.2,51000.0,56600.0
1971-03-27T00:00:00,19.0,21.0,117.0,39.0,711.0,,,,25.0,30.0,2.2,52100.0,58000.0
1971-03-28T00:00:00,21.0,17.0,97.0,19.0,536.0,,,,23.0,30.0,2.0,52900.0,59000.0
1971-03-29T00:00:00,19.0,16.0,91.0,19.0,463.0,,,,22.0,29.0,2.0,53600.0,60100.0
1971-03-30T00:00:00,21.0,16.0,91.0,18.0,436.0,,,,23.0,43.0,22.0,54500.0,61500.0
1971-03-31T00:00:00,21.0,15.0,81.0,16.0,381.0,,,,23.0,53.0,23.0,55200.0,62600.0
1971-04-01T00:00:00,19.0,14.0,74.0,15.0,337.0,,,,20.0,49.0,21.0,55900.0,63600.0
1971-04-02T00:00:00,20.0,14.0,71.0,15.0,311.0,,,,23.0,47.0,21.0,56400.0,64600.0
1971-04-03T00:00:00,20.0,14.0,71.0,15.0,295.0,,,,23.0,47.0,20.0,57000.0,65700.0
1971-04-04T00:00:00,20.0,14.0,75.0,16.0,287.0,,,,23.0,50.0,22.0,57700.0,66800.0
1971-04-05T00:00:00,21.0,15.0,86.0,17.0,298.0,,,,23.0,53.0,24.0,58500.0,68100.0
1971-04-06T00:00:00,20.0,15.0,86.0,16.0,303.0,,,,24.0,52.0,22.0,59300.0,69600.0
1971-04-07T00:00:00,21.0,15.0,79.0,15.0,295.0,,,,24.0,50.0,20.0,60200.0,70900.0
1971-04-08T00:00:00,21.0,15.0,70.0,14.0,260.0,,,,24.0,44.0,17.0,60700.0,71800.0
1971-04-09T00:00:00,20.0,15.0,71.0,14.0,252.0,,,,23.0,44.0,18.0,61400.0,72900.0
1971-04-10T00:00:00,21.0,17.0,75.0,15.0,285.0,,,,24.0,50.0,19.0,62300.0,74200.0
1971-04-11T00:00:00,22.0,15.0,69.0,14.0,250.0,,,,24.0,45.0,17.0,62800.0,75400.0
1971-04-12T00:00:00,21.0,16.0,75.0,15.0,243.0,,,,24.0,46.0,18.0,63600.0,76500.0
1971-04-13T00:00:00,21.0,16.0,79.0,15.0,243.0,,,,24.0,46.0,19.0,64400.0,77900.0
1971-04-14T00:00:00,21.0,16.0,89.0,18.0,245.0,,,,24.0,47.0,19.0,65200.0,79300.0
1971-04-15T00:00:00,22.0,17.0,103.0,25.0,260.0,,,,24.0,50.0,22.0,66300.0,81000.0
1971-04-16T00:00:00,21.0,17.0,107.0,27.0,272.0,,,,24.0,50.0,22.0,67400.0,82900.0
1971-04-17T00:00:00,22.0,16.0,95.0,18.0,267.0,,,,25.0,47.0,19.0,68400.0,84400.0
1971-04-18T00:00:00,22.0,15.0,78.0,14.0,225.0,,,,24.0,41.0,16.0,69100.0,85500.0
1971-04-19T00:00:00,22.0,14.0,71.0,13.0,209.0,,,,24.0,38.0,14.0,69700.0,86400.0
1971-04-20T00:00:00,22.0,14.0,69.0,13.0,207.0,,,,24.0,37.0,14.0,70300.0,87600.0
1971-04-21T00:00:00,22.0,13.0,60.0,13.0,191.0,,,,24.0,35.0,12.0,70800.0,88500.0
1971-04-22T00:00:00,22.0,13.0,54.0,12.0,177.0,,,,24.0,32.0,10.0,71200.0,89200.0
1971-04-23T00:00:00,22.0,13.0,49.0,12.0,167.0,,,,24.0,30.0,9.1,71500.0,90000.0
1971-04-24T00:00:00,22.0,13.0,46.0,12.0,162.0,,,,24.0,30.0,8.3,72000.0,90800.0
1971-04-25T00:00:00,22.0,12.0,43.0,12.0,153.0,,,,24.0,28.0,7.9,72400.0,91500.0
1971-04-26T00:00:00,22.0,12.0,40.0,12.0,153.0,,,,24.0,28.0,7.0,72700.0,92100.0
1971-04-27T00:00:00,50.0,13.0,41.0,12.0,147.0,,,,24.0,28.0,7.2,72900.0,92900.0
1971-04-28T00:00:00,111.0,14.0,46.0,13.0,153.0,,,,24.0,29.0,9.7,73200.0,94000.0
1971-04-29T00:00:00,111.0,15.0,59.0,13.0,162.0,,,,24.0,32.0,12.0,73600.0,95400.0
1971-04-30T00:00:00,111.0,15.0,75.0,15.0,177.0,,,,24.0,35.0,15.0,74200.0,97000.0
1971-05-01T00:00:00,111.0,16.0,89.0,18.0,195.0,,,,24.0,38.0,16.0,75100.0,98900.0
1971-05-02T00:00:00,111.0,15.0,91.0,16.0,201.0,,,,25.0,36.0,15.0,75900.0,100800.0
1971-05-03T00:00:00,111.0,16.0,92.0,15.0,205.0,,,,25.0,39.0,16.0,76700.0,102700.0
1971-05-04T00:00:00,106.0,16.0,89.0,15.0,211.0,,,,25.0,39.0,17.0,77500.0,104200.0
1971-05-05T00:00:00,110.0,15.0,85.0,14.0,197.0,,,,25.0,36.0,16.0,78100.0,105600.0
1971-05-06T00:00:00,109.0,15.0,83.0,13.0,191.0,,,,25.0,35.0,14.0,78800.0,107000.0
1971-05-07T00:00:00,111.0,15.0,89.0,13.0,186.0,,,,25.0,37.0,17.0,79500.0,108600.0
1971-05-08T00:00:00,110.0,16.0,107.0,14.0,207.0,,,,26.0,44.0,20.0,80500.0,110600.0
1971-05-09T00:00:00,111.0,16.0,108.0,14.0,195.0,,,,26.0,42.0,20.0,81300.0,112500.0
1971-05-10T00:00:00,111.0,16.0,142.0,15.0,207.0,,,,27.0,47.0,23.0,82700.0,115200.0
1971-05-11T00:00:00,113.0,16.0,153.0,15.0,225.0,,,,29.0,49.0,22.0,84300.0,117900.0
1971-05-12T00:00:00,112.0,15.0,162.0,15.0,218.0,,,,29.0,48.0,21.0,85800.0,120300.0
1971-05-13T00:00:00,113.0,15.0,166.0,15.0,214.0,,,,29.0,50.0,21.0,87300.0,122900.0
1971-05-14T00:00:00,113.0,15.0,176.0,15.0,207.0,,,,29.0,52.0,22.0,88900.0,125700.0
1971-05-15T00:00:00,114.0,14.0,185.0,14.0,201.0,,,,29.0,52.0,21.0,90600.0,128400.0
1971-05-16T00:00:00,113.0,14.0,178.0,14.0,188.0,,,,29.0,50.0,19.0,92100.0,130700.0
1971-05-17T00:00:00,114.0,13.0,166.0,13.0,179.0,,,,28.0,45.0,16.0,93400.0,133000.0
1971-05-18T00:00:00,113.0,13.0,142.0,13.0,156.0,,,,28.0,41.0,15.0,94500.0,135100.0
1971-05-19T00:00:00,113.0,13.0,144.0,13.0,149.0,,,,28.0,40.0,14.0,95700.0,137400.0
1971-05-20T00:00:00,115.0,13.0,155.0,12.0,144.0,,,,29.0,41.0,15.0,97000.0,140000.0
1971-05-21T00:00:00,112.0,13.0,144.0,12.0,141.0,,,,28.0,39.0,13.0,98100.0,142200.0
1971-05-22T00:00:00,112.0,13.0,130.0,12.0,128.0,,,,28.0,35.0,12.0,99000.0,144000.0
1971-05-23T00:00:00,111.0,13.0,146.0,12.0,123.0,,,,29.0,35.0,13.0,100200.0,146300.0
1971-05-24T00:00:00,111.0,13.0,173.0,12.0,122.0,,,,29.0,38.0,13.0,101600.0,149300.0
1971-05-25T00:00:00,112.0,13.0,196.0,15.0,121.0,,,,29.0,39.0,13.0,103300.0,152200.0
1971-05-26T00:00:00,112.0,13.0,196.0,12.0,120.0,,,,29.0,40.0,12.0,104900.0,155100.0
1971-05-27T00:00:00,113.0,13.0,162.0,11.0,112.0,,,,28.0,37.0,11.0,106000.0,156500.0
1971-05-28T00:00:00,112.0,12.0,134.0,11.0,107.0,,,,28.0,33.0,10.0,106700.0,157700.0
1971-05-29T00:00:00,109.0,12.0,121.0,11.0,102.0,,,,27.0,31.0,9.1,107600.0,159400.0
